time,x,y,z,MF
15:15:09:5,-16.49,-39.86,4.84,43.41
15:15:09:5,-15.97,-40.38,5.01,43.71
15:15:09:5,-15.93,-40.24,4.88,43.55
15:15:09:5,-15.63,-39.35,4.01,42.53
15:15:09:5,-16.31,-39.22,4.01,42.66
15:15:09:5,-17.34,-39.01,4.01,42.88
15:15:09:6,-16.67,-38.78,4.66,42.47
15:15:09:6,-16.32,-38.66,5.01,42.26
15:15:09:6,-16.01,-39.60,4.40,42.94
15:15:09:6,-16.04,-39.70,4.34,43.03
15:15:09:6,-17.51,-39.86,4.17,43.74
15:15:09:7,-17.01,-40.07,4.17,43.73
15:15:09:7,-15.80,-40.55,4.17,43.72
15:15:09:7,-15.52,-40.45,4.64,43.58
15:15:09:7,-15.29,-40.38,5.01,43.46
15:15:09:7,-15.84,-40.10,5.28,43.44
15:15:09:7,-15.97,-40.03,5.35,43.43
15:15:09:8,-15.63,-38.66,4.68,41.97
15:15:09:8,-15.43,-38.80,4.55,42.00
15:15:09:8,-14.61,-39.35,4.01,42.16
15:15:09:8,-15.23,-39.04,4.46,42.14
15:15:09:8,-15.97,-38.66,5.01,42.13
15:15:09:8,-15.61,-38.79,4.42,42.04
15:15:09:8,-15.46,-38.84,4.17,42.01
15:15:09:9,-15.30,-40.65,3.04,43.54
15:15:09:9,-15.43,-40.58,3.17,43.53
15:15:09:9,-16.83,-39.18,4.84,42.91
15:15:09:9,-16.65,-39.48,4.79,43.11
15:15:09:9,-16.32,-40.03,4.68,43.48
15:15:09:9,-15.80,-39.52,4.57,42.80
15:15:10:0,-15.46,-39.18,4.51,42.36
15:15:10:0,-16.05,-39.18,5.38,42.68
15:15:10:0,-16.15,-39.18,5.51,42.73
15:15:10:0,-16.49,-39.86,4.84,43.41
15:15:10:0,-16.36,-39.99,4.55,43.45
15:15:10:1,-15.97,-40.38,3.67,43.58
15:15:10:1,-16.06,-40.29,4.60,43.62
15:15:10:1,-16.15,-40.21,5.51,43.68
15:15:10:1,-16.54,-40.60,5.13,44.13
15:15:10:1,-16.66,-40.72,5.01,44.28
15:15:10:1,-14.78,-39.18,4.84,42.15
15:15:10:2,-14.73,-39.08,4.99,42.06
15:15:10:2,-14.43,-38.49,5.85,41.52
15:15:10:2,-15.26,-38.77,5.18,41.99
15:15:10:2,-16.49,-39.18,4.17,42.71
15:15:10:3,-16.38,-39.52,5.83,43.17
15:15:10:3,-16.32,-39.69,6.69,43.43
15:15:10:3,-17.10,-39.85,4.39,43.58
15:15:10:3,-17.08,-39.86,4.19,43.57
15:15:10:3,-15.22,-39.79,4.48,42.84
15:15:10:3,-15.91,-39.34,4.25,42.65
15:15:10:3,-16.15,-39.18,4.17,42.58
15:15:10:4,-16.58,-39.03,5.18,42.72
15:15:10:4,-16.66,-39.01,5.35,42.75
15:15:10:4,-15.50,-38.78,5.35,42.10
15:15:10:4,-14.95,-38.66,5.35,41.80
15:15:10:4,-15.58,-38.29,4.24,41.55
15:15:10:4,-15.80,-38.15,3.84,41.47
15:15:10:4,-15.63,-39.00,5.00,42.32
15:15:10:5,-15.59,-39.09,5.01,42.38
15:15:10:5,-15.29,-39.69,5.01,42.83
15:15:10:5,-15.68,-39.69,5.14,42.98
15:15:10:5,-16.32,-39.69,5.35,43.25
15:15:10:5,-16.32,-39.69,4.71,43.17
15:15:10:5,-16.32,-39.69,4.34,43.13
15:15:10:6,-16.32,-39.08,5.53,42.71
15:15:10:6,-16.33,-39.00,5.65,42.65
15:15:10:6,-17.00,-38.32,3.67,42.08
15:15:10:6,-16.91,-38.70,3.94,42.41
15:15:10:6,-16.66,-39.69,4.68,43.30
15:15:10:6,-16.20,-39.24,4.41,42.68
15:15:10:7,-15.80,-38.84,4.17,42.14
15:15:10:7,-16.07,-39.38,4.70,42.79
15:15:10:7,-16.15,-39.52,4.84,42.96
15:15:10:7,-15.29,-39.01,5.68,42.28
15:15:10:7,-15.53,-39.01,5.45,42.34
15:15:10:7,-16.66,-39.01,4.34,42.64
15:15:10:8,-16.22,-39.30,4.34,42.74
15:15:10:8,-15.63,-39.69,4.34,42.88
15:15:10:8,-16.57,-39.46,4.57,43.04
15:15:10:8,-17.00,-39.35,4.68,43.12
15:15:10:8,-15.23,-38.87,4.20,41.95
15:15:10:8,-15.12,-38.91,4.25,41.96
15:15:10:9,-15.12,-39.86,5.18,42.95
15:15:10:9,-15.12,-39.30,5.40,42.45
15:15:10:9,-15.12,-38.15,5.85,41.45
15:15:10:9,-14.62,-38.25,4.97,41.25
15:15:10:9,-14.26,-38.32,4.34,41.12
15:15:10:9,-15.56,-37.89,5.89,41.38
15:15:11:0,-15.80,-37.81,6.18,41.44
15:15:11:0,-14.78,-37.12,4.51,40.21
15:15:11:0,-14.85,-37.43,4.89,40.57
15:15:11:0,-15.12,-38.49,6.18,41.82
15:15:11:0,-15.45,-39.49,5.54,42.76
15:15:11:0,-15.80,-40.55,4.84,43.79
15:15:11:1,-15.30,-39.28,5.09,42.46
15:15:11:1,-15.12,-38.84,5.18,42.00
15:15:11:1,-17.34,-39.01,5.01,42.98
15:15:11:1,-17.11,-38.82,4.95,42.71
15:15:11:1,-15.46,-37.47,4.51,40.78
15:15:11:1,-15.66,-37.79,4.83,41.19
15:15:11:2,-15.97,-38.32,5.35,41.86
15:15:11:2,-16.19,-38.76,4.92,42.29
15:15:11:2,-16.32,-39.01,4.68,42.54
15:15:11:2,-15.40,-40.54,4.68,43.61
15:15:11:2,-15.30,-40.69,4.68,43.73
15:15:11:2,-15.80,-39.52,4.84,42.84
15:15:11:3,-15.66,-39.19,4.80,42.47
15:15:11:3,-15.29,-38.32,4.68,41.52
15:15:11:3,-15.93,-38.60,4.05,41.95
15:15:11:3,-16.49,-38.84,3.50,42.34
15:15:11:3,-16.62,-39.24,4.17,42.82
15:15:11:3,-16.66,-39.35,4.34,42.95
15:15:11:4,-15.29,-39.35,5.35,42.55
15:15:11:4,-15.35,-39.11,5.29,42.34
15:15:11:4,-15.63,-37.98,5.01,41.38
15:15:11:4,-16.00,-38.50,4.65,41.95
15:15:11:4,-16.49,-39.18,4.17,42.71
15:15:11:4,-16.49,-39.42,4.41,42.95
15:15:11:5,-16.49,-39.52,4.51,43.06
15:15:11:5,-15.19,-39.85,4.51,42.88
15:15:11:5,-15.13,-39.85,4.60,42.87
15:15:11:5,-15.29,-39.69,5.68,42.91
15:15:11:5,-15.29,-39.58,5.23,42.75
15:15:11:5,-15.29,-39.35,4.34,42.44
15:15:11:6,-15.29,-39.55,5.33,42.74
15:15:11:6,-15.29,-39.69,6.02,42.96
15:15:11:6,-15.44,-38.97,5.02,42.21
15:15:11:6,-15.46,-38.84,4.84,42.08
15:15:11:6,-16.15,-39.18,4.51,42.61
15:15:11:7,-15.79,-39.54,4.31,42.79
15:15:11:7,-14.61,-40.72,3.67,43.41
15:15:11:7,-14.52,-39.96,4.08,42.72
15:15:11:7,-14.43,-39.18,4.51,42.00
15:15:11:7,-15.46,-39.69,3.76,42.76
15:15:11:7,-15.80,-39.86,3.50,43.02
15:15:11:8,-15.80,-39.52,3.84,42.74
15:15:11:8,-15.94,-39.57,4.01,42.84
15:15:11:8,-16.83,-39.86,5.18,43.58
15:15:11:8,-16.76,-39.53,5.24,43.26
15:15:11:8,-16.66,-39.01,5.35,42.75
15:15:11:8,-15.55,-39.01,5.13,42.31
15:15:11:8,-14.95,-39.01,5.01,42.07
15:15:11:9,-14.18,-39.16,4.86,41.93
15:15:11:9,-14.12,-39.23,4.86,41.97
15:15:11:9,-14.95,-40.72,5.35,43.70
15:15:11:9,-15.10,-40.08,5.40,43.17
15:15:11:9,-15.46,-38.49,5.51,41.85
15:15:11:9,-16.40,-38.68,5.51,42.37
15:15:12:0,-17.17,-38.84,5.51,42.82
15:15:12:0,-16.90,-39.11,5.25,42.93
15:15:12:0,-16.83,-39.18,5.18,42.95
15:15:12:0,-16.49,-39.52,4.84,43.09
15:15:12:0,-15.98,-39.58,4.78,42.95
15:15:12:1,-13.75,-39.86,4.51,42.41
15:15:12:1,-14.36,-39.25,4.51,42.04
15:15:12:1,-15.12,-38.49,4.51,41.60
15:15:12:1,-15.84,-38.98,5.45,42.42
15:15:12:1,-16.15,-39.18,5.85,42.78
15:15:12:1,-15.82,-38.85,4.57,42.20
15:15:12:2,-15.88,-38.94,4.58,42.30
15:15:12:2,-16.66,-40.03,5.35,43.69
15:15:12:2,-16.13,-40.21,5.06,43.62
15:15:12:2,-15.12,-40.55,4.51,43.51
15:15:12:2,-15.02,-39.83,5.01,42.86
15:15:12:2,-14.95,-39.35,5.35,42.43
15:15:12:3,-14.80,-38.62,4.63,41.62
15:15:12:3,-14.78,-38.49,4.51,41.48
15:15:12:3,-14.95,-39.35,4.34,42.32
15:15:12:3,-14.91,-39.06,4.79,42.08
15:15:12:3,-14.78,-38.15,6.18,41.38
15:15:12:3,-15.38,-38.41,5.43,41.73
15:15:12:3,-15.97,-38.66,4.68,42.09
15:15:12:4,-15.72,-38.66,4.42,41.97
15:15:12:4,-15.63,-38.66,4.34,41.93
15:15:12:4,-15.80,-38.84,5.51,42.29
15:15:12:4,-16.15,-38.72,5.40,42.30
15:15:12:4,-16.32,-38.66,5.35,42.31
15:15:12:4,-15.94,-39.04,4.24,42.38
15:15:12:5,-15.80,-39.18,3.84,42.42
15:15:12:5,-13.43,-40.88,5.17,43.33
15:15:12:5,-13.65,-40.64,5.06,43.17
15:15:12:5,-15.46,-38.84,4.17,42.01
15:15:12:5,-16.04,-39.42,5.00,42.85
15:15:12:6,-17.00,-40.38,6.35,44.27
15:15:12:6,-15.38,-40.05,6.88,43.45
15:15:12:6,-14.43,-39.86,7.19,43.00
15:15:12:6,-13.98,-38.49,4.95,41.25
15:15:12:6,-13.96,-38.34,4.69,41.07
15:15:12:6,-15.97,-39.01,5.35,42.49
15:15:12:7,-16.12,-38.96,5.30,42.49
15:15:12:7,-16.49,-38.84,5.18,42.51
15:15:12:7,-16.49,-39.57,5.36,43.20
15:15:12:7,-16.49,-40.21,5.51,43.80
15:15:12:7,-15.68,-39.94,5.51,43.26
15:15:12:7,-15.46,-39.86,5.51,43.11
15:15:12:8,-14.78,-38.15,4.84,41.20
15:15:12:8,-15.02,-38.09,5.02,41.25
15:15:12:8,-16.15,-37.81,5.85,41.53
15:15:12:8,-15.40,-37.81,5.70,41.22
15:15:12:8,-14.43,-37.81,5.51,40.85
15:15:12:8,-15.03,-38.64,4.93,41.75
15:15:12:8,-15.29,-39.01,4.68,42.16
15:15:12:9,-16.43,-38.85,3.88,42.35
15:15:12:9,-16.37,-38.82,4.01,42.32
15:15:12:9,-14.95,-38.66,6.02,41.89
15:15:12:9,-15.23,-39.07,5.40,42.28
15:15:12:9,-15.80,-39.86,4.17,43.08
15:15:13:0,-15.60,-40.07,4.97,43.28
15:15:13:0,-15.46,-40.21,5.51,43.43
15:15:13:0,-15.61,-39.19,5.09,42.49
15:15:13:0,-15.63,-39.01,5.01,42.32
15:15:13:0,-15.29,-39.69,3.67,42.69
15:15:13:0,-15.25,-39.81,3.79,42.80
15:15:13:1,-15.12,-40.21,4.17,43.16
15:15:13:1,-15.46,-40.21,4.83,43.34
15:15:13:1,-15.80,-40.21,5.51,43.55
15:15:13:1,-15.80,-39.69,4.51,42.96
15:15:13:1,-15.80,-39.52,4.17,42.77
15:15:13:1,-16.83,-39.86,4.17,43.47
15:15:13:2,-16.60,-39.72,4.36,43.27
15:15:13:2,-15.12,-38.84,5.51,42.04
15:15:13:2,-15.66,-39.51,5.25,42.82
15:15:13:2,-16.49,-40.55,4.84,44.04
15:15:13:2,-15.60,-38.54,4.84,41.86
15:15:13:2,-15.12,-37.47,4.84,40.69
15:15:13:3,-16.67,-39.64,4.84,43.28
15:15:13:3,-16.79,-39.84,4.88,43.51
15:15:13:3,-15.63,-39.35,5.68,42.72
15:15:13:3,-15.33,-39.45,5.09,42.63
15:15:13:3,-14.61,-39.69,3.67,42.45
15:15:13:3,-14.61,-39.69,3.49,42.44
15:15:13:4,-14.61,-39.69,3.34,42.42
15:15:13:4,-15.85,-38.72,4.83,42.12
15:15:13:4,-16.15,-38.49,5.18,42.06
15:15:13:4,-15.63,-39.35,3.00,42.45
15:15:13:4,-15.73,-39.45,3.23,42.59
15:15:13:4,-16.15,-39.86,4.17,43.21
15:15:13:5,-15.29,-39.32,4.10,42.39
15:15:13:5,-14.26,-38.66,4.01,41.41
15:15:13:5,-14.99,-37.70,4.72,40.84
15:15:13:5,-15.29,-37.30,5.01,40.62
15:15:13:5,-15.12,-40.11,5.82,43.26
15:15:13:5,-15.17,-39.96,5.87,43.15
15:15:13:6,-15.63,-37.64,6.02,41.20
15:15:13:6,-15.63,-38.24,5.31,41.65
15:15:13:6,-15.63,-39.35,4.01,42.53
15:15:13:6,-15.74,-39.45,4.11,42.68
15:15:13:6,-15.80,-39.52,4.17,42.77
15:15:13:6,-16.40,-38.63,5.63,42.34
15:15:13:7,-16.49,-38.49,5.85,42.28
15:15:13:7,-15.63,-39.35,4.68,42.60
15:15:13:7,-15.50,-39.13,4.72,42.36
15:15:13:7,-15.12,-38.49,4.84,41.64
15:15:13:7,-16.08,-38.58,4.76,42.07
15:15:13:7,-17.00,-38.66,4.68,42.50
15:15:13:8,-15.30,-39.58,4.80,42.71
15:15:13:8,-14.78,-39.86,4.84,42.79
15:15:13:8,-15.12,-39.18,6.18,42.45
15:15:13:8,-15.28,-39.27,6.03,42.57
15:15:13:8,-16.43,-39.97,4.90,43.49
15:15:13:9,-16.58,-39.45,5.01,43.08
15:15:13:9,-16.19,-38.29,5.76,41.97
15:15:13:9,-16.49,-39.18,5.07,42.81
15:15:13:9,-16.66,-39.69,4.68,43.30
15:15:13:9,-16.18,-38.90,6.07,42.57
15:15:13:9,-16.12,-38.86,6.07,42.51
15:15:14:0,-15.63,-39.35,4.01,42.53
15:15:14:0,-15.58,-39.30,4.37,42.50
15:15:14:0,-15.46,-39.18,5.18,42.44
15:15:14:0,-15.66,-39.96,4.80,43.18
15:15:14:0,-15.80,-40.55,4.51,43.75
15:15:14:0,-16.65,-39.71,5.06,43.35
15:15:14:0,-16.83,-39.52,5.18,43.27
15:15:14:1,-15.80,-39.18,4.84,42.52
15:15:14:1,-15.73,-39.32,5.06,42.65
15:15:14:1,-15.46,-39.86,5.85,43.15
15:15:14:1,-15.62,-39.22,5.07,42.52
15:15:14:1,-15.80,-38.49,4.17,41.82
15:15:14:1,-16.30,-40.23,4.90,43.68
15:15:14:2,-16.49,-40.89,5.18,44.39
15:15:14:2,-16.65,-39.71,3.37,43.20
15:15:14:2,-16.55,-39.73,3.59,43.19
15:15:14:2,-15.63,-40.03,5.68,43.35
15:15:14:2,-15.38,-40.03,5.68,43.26
15:15:14:2,-14.95,-40.03,5.68,43.11
15:15:14:3,-15.16,-39.39,5.47,42.56
15:15:14:3,-15.29,-39.01,5.35,42.24
15:15:14:3,-15.59,-39.01,4.76,42.28
15:15:14:3,-15.64,-39.00,4.68,42.28
15:15:14:3,-15.97,-38.32,5.01,41.82
15:15:14:4,-15.93,-38.64,4.97,42.09
15:15:14:4,-15.80,-39.52,4.84,42.84
15:15:14:4,-16.16,-39.34,5.20,42.85
15:15:14:4,-16.49,-39.18,5.51,42.86
15:15:14:4,-16.35,-40.11,4.08,43.51
15:15:14:4,-16.32,-40.38,3.67,43.70
15:15:14:5,-15.29,-40.38,5.35,43.50
15:15:14:5,-15.23,-40.21,5.24,43.31
15:15:14:5,-14.95,-39.35,4.68,42.35
15:15:14:5,-15.38,-38.92,4.82,42.12
15:15:14:5,-15.97,-38.32,5.01,41.82
15:15:14:5,-15.51,-38.32,4.78,41.62
15:15:14:5,-15.29,-38.32,4.68,41.52
15:15:14:6,-16.74,-38.81,4.52,42.50
15:15:14:6,-16.74,-38.84,4.51,42.53
15:15:14:6,-15.46,-38.84,4.51,42.04
15:15:14:6,-15.18,-38.67,5.11,41.86
15:15:14:6,-14.61,-38.32,6.35,41.50
15:15:14:7,-15.00,-38.52,5.18,41.67
15:15:14:7,-15.29,-38.66,4.34,41.80
15:15:14:7,-14.43,-37.80,5.19,40.79
15:15:14:7,-14.26,-37.64,5.35,40.60
15:15:14:7,-16.49,-39.86,3.84,43.31
15:15:14:7,-16.22,-39.59,4.41,43.01
15:15:14:8,-15.29,-38.66,6.35,42.06
15:15:14:8,-15.87,-38.42,5.79,41.97
15:15:14:8,-16.49,-38.15,5.18,41.88
15:15:14:8,-15.60,-38.28,5.06,41.64
15:15:14:8,-15.29,-38.32,5.01,41.56
15:15:14:8,-15.80,-38.84,4.18,42.13
15:15:14:9,-15.80,-38.92,4.26,42.22
15:15:14:9,-15.80,-39.52,4.84,42.84
15:15:14:9,-15.90,-39.36,4.68,42.71
15:15:14:9,-16.19,-38.87,4.21,42.32
15:15:14:9,-16.32,-38.56,4.21,42.08
15:15:14:9,-16.32,-38.32,4.68,41.91
15:15:15:0,-15.93,-38.52,4.68,41.94
15:15:15:0,-15.63,-38.66,4.68,41.97
15:15:15:0,-16.47,-38.10,4.13,41.72
15:15:15:0,-16.66,-37.98,4.01,41.67
15:15:15:0,-16.66,-39.35,5.35,43.06
15:15:15:0,-16.30,-39.35,5.28,42.92
15:15:15:1,-14.95,-39.35,5.01,42.39
15:15:15:1,-15.51,-39.43,4.93,42.66
15:15:15:1,-16.15,-39.52,4.84,42.96
15:15:15:1,-16.52,-38.16,4.48,41.82
15:15:15:1,-16.66,-37.64,4.34,41.39
15:15:15:1,-17.33,-38.65,5.00,42.65
15:15:15:2,-17.27,-38.59,4.97,42.57
15:15:15:2,-16.66,-37.98,4.68,41.74
15:15:15:2,-16.85,-38.04,4.61,41.86
15:15:15:2,-17.17,-38.15,4.51,42.08
15:15:15:2,-16.96,-38.79,4.93,42.62
15:15:15:2,-16.83,-39.18,5.18,42.95
15:15:15:3,-18.79,-39.33,3.26,43.71
15:15:15:3,-19.07,-39.33,3.03,43.81
15:15:15:3,-20.25,-37.47,5.51,42.95
15:15:15:3,-19.84,-37.42,5.20,42.67
15:15:15:3,-18.71,-37.30,4.34,41.95
15:15:15:3,-19.43,-36.58,4.87,41.70
15:15:15:4,-20.08,-35.93,5.35,41.50
15:15:15:4,-20.21,-37.13,4.95,42.57
15:15:15:4,-20.25,-37.47,4.84,42.87
15:15:15:4,-20.42,-36.95,5.01,42.52
15:15:15:4,-20.66,-36.78,5.01,42.48
15:15:15:4,-21.79,-35.93,5.01,42.32
15:15:15:5,-22.30,-35.71,4.80,42.37
15:15:15:5,-22.99,-35.41,4.51,42.46
15:15:15:5,-23.34,-35.06,4.17,42.33
15:15:15:5,-23.50,-34.90,4.01,42.27
15:15:15:5,-22.86,-34.26,4.95,41.48
15:15:15:6,-23.02,-34.16,5.07,41.50
15:15:15:6,-25.73,-33.36,5.85,42.53
15:15:15:6,-25.73,-33.36,5.41,42.47
15:15:15:6,-25.73,-33.36,4.51,42.37
15:15:15:6,-26.03,-32.46,4.80,41.88
15:15:15:6,-26.24,-31.82,5.01,41.55
15:15:15:6,-27.10,-31.82,4.45,42.03
15:15:15:7,-27.27,-31.82,4.34,42.13
15:15:15:7,-27.61,-31.48,5.01,42.17
15:15:15:7,-27.92,-31.17,4.93,42.14
15:15:15:7,-28.98,-30.11,4.68,42.05
15:15:15:7,-29.39,-30.19,4.60,42.39
15:15:15:7,-29.83,-30.28,4.51,42.75
15:15:15:8,-31.23,-29.39,5.38,43.22
15:15:15:8,-31.72,-29.08,5.68,43.40
15:15:15:8,-31.03,-26.35,4.68,40.98
15:15:15:8,-31.47,-26.17,4.76,41.20
15:15:15:8,-34.45,-24.98,5.35,42.89
15:15:15:8,-35.24,-23.66,5.35,42.79
15:15:15:9,-36.51,-21.56,5.35,42.73
15:15:15:9,-36.73,-20.90,6.21,42.71
15:15:15:9,-36.85,-20.53,6.69,42.71
15:15:15:9,-38.23,-18.23,5.64,42.73
15:15:15:9,-38.45,-17.90,5.51,42.77
15:15:16:0,-40.61,-15.74,5.35,43.88
15:15:16:0,-40.42,-14.96,5.82,43.49
15:15:16:0,-39.93,-13.00,7.02,42.57
15:15:16:0,-39.56,-11.71,6.84,41.82
15:15:16:0,-39.24,-10.60,6.69,41.20
15:15:16:0,-39.65,-8.83,6.29,41.11
15:15:16:0,-39.76,-8.38,6.18,41.10
15:15:16:1,-39.41,-7.01,6.18,40.51
15:15:16:1,-39.26,-6.54,6.34,40.30
15:15:16:1,-38.56,-4.45,7.02,39.44
15:15:16:1,-38.79,-3.92,7.10,39.62
15:15:16:1,-39.07,-3.25,7.19,39.86
15:15:16:1,-38.36,-1.11,7.89,39.18
15:15:16:2,-38.04,-0.17,8.20,38.92
15:15:16:2,-37.56,-0.01,8.67,38.55
15:15:16:2,-37.66,0.27,8.83,38.68
15:15:16:2,-39.07,3.25,10.21,40.51
15:15:16:2,-38.72,3.84,9.64,40.09
15:15:16:2,-38.04,4.96,8.53,39.30
15:15:16:3,-38.46,5.78,9.93,40.14
15:15:16:3,-38.73,6.33,10.88,40.72
15:15:16:3,-36.68,6.92,11.74,39.13
15:15:16:3,-36.33,7.02,11.88,38.87
15:15:16:3,-36.16,9.58,10.71,38.91
15:15:16:4,-35.75,10.16,11.03,38.77
15:15:16:4,-34.45,11.98,12.05,38.41
15:15:16:4,-33.52,12.06,11.13,37.32
15:15:16:4,-32.57,12.15,10.21,36.23
15:15:16:4,-31.67,13.31,10.33,35.87
15:15:16:4,-31.37,13.69,10.37,35.77
15:15:16:5,-30.52,14.20,11.55,35.59
15:15:16:5,-30.23,14.25,11.41,35.32
15:15:16:5,-28.46,14.54,10.54,33.66
15:15:16:5,-27.92,15.77,10.81,33.84
15:15:16:5,-27.10,17.63,11.21,34.21
15:15:16:5,-25.87,18.18,10.23,33.23
15:15:16:5,-25.21,18.48,9.70,32.73
15:15:16:6,-25.06,18.95,10.77,33.21
15:15:16:6,-24.98,18.97,10.87,33.20
15:15:16:6,-23.50,18.48,10.71,31.76
15:15:16:6,-23.05,18.43,10.96,31.48
15:15:16:6,-21.96,18.31,11.55,30.84
15:15:16:6,-21.58,19.64,11.92,31.52
15:15:16:7,-21.28,20.70,12.22,32.10
15:15:16:7,-19.20,19.73,13.17,30.52
15:15:16:7,-18.71,19.51,13.39,30.17
15:15:16:7,-17.34,18.14,11.04,27.42
15:15:16:7,-16.87,18.55,11.04,27.39
15:15:16:8,-14.95,20.19,11.04,27.44
15:15:16:8,-14.17,20.50,11.65,27.51
15:15:16:8,-13.24,20.88,12.38,27.65
15:15:16:8,-11.77,20.14,12.38,26.41
15:15:16:8,-11.18,19.85,12.38,25.93
15:15:16:8,-9.69,21.01,13.20,26.64
15:15:16:9,-9.39,20.96,13.14,26.46
15:15:16:9,-7.08,20.19,12.38,24.72
15:15:16:9,-6.83,19.95,12.74,24.64
15:15:16:9,-6.39,19.51,13.39,24.51
15:15:16:9,-4.72,19.93,12.77,24.14
15:15:16:9,-3.66,20.19,12.38,23.97
15:15:16:9,-3.06,19.89,13.84,24.43
15:15:17:0,-2.97,19.85,14.06,24.51
15:15:17:0,-0.23,17.80,14.06,22.68
15:15:17:0,0.12,17.80,13.89,22.58
15:15:17:0,1.14,17.80,13.39,22.30
15:15:17:0,1.22,17.36,13.82,22.22
15:15:17:1,1.31,16.94,14.23,22.16
15:15:17:1,2.75,15.76,14.10,21.32
15:15:17:1,3.19,15.40,14.06,21.10
15:15:17:1,6.10,16.60,14.56,22.91
15:15:17:1,6.02,16.20,14.75,22.72
15:15:17:1,5.58,14.03,15.74,21.81
15:15:17:2,6.57,14.03,15.60,21.99
15:15:17:2,7.98,14.03,15.40,22.31
15:15:17:2,8.67,13.11,15.40,22.00
15:15:17:2,9.01,12.66,15.40,21.88
15:15:17:2,9.64,10.76,15.09,20.89
15:15:17:2,9.83,10.59,15.07,20.87
15:15:17:3,12.08,10.27,15.07,21.87
15:15:17:3,12.19,10.05,15.28,21.98
15:15:17:3,12.43,9.58,15.74,22.22
