time,x,y,z,MF
19:53:30:247,-6.39,31.26,-29.60,43.52
19:53:30:259,-6.92,30.72,-30.12,43.58
19:53:30:275,-6.85,30.51,-29.35,42.88
19:53:30:293,-6.76,30.22,-28.32,41.96
19:53:30:310,-5.97,31.70,-29.54,43.73
19:53:30:319,-5.59,32.41,-30.12,44.59
19:53:30:415,-6.54,31.77,-30.12,44.26
19:53:30:416,-6.58,31.70,-30.11,44.21
19:53:30:416,-6.09,30.22,-29.63,42.76
19:53:30:417,-6.14,30.77,-29.58,43.12
19:53:30:419,-6.26,32.07,-29.47,44.00
19:53:30:430,-6.71,31.61,-30.09,44.15
19:53:30:439,-7.09,31.23,-30.61,44.30
19:53:30:461,-5.81,31.74,-29.61,43.80
19:53:30:468,-5.42,31.90,-29.30,43.66
19:53:30:514,-6.91,30.73,-29.79,43.35
19:53:30:515,-6.83,30.95,-29.66,43.41
19:53:30:533,-6.26,32.41,-28.81,43.81
19:53:30:546,-6.20,31.86,-28.99,43.52
19:53:30:558,-6.09,30.89,-29.30,43.01
19:53:30:586,-6.50,31.51,-29.30,43.52
19:53:30:588,-6.76,31.90,-29.30,43.84
19:53:30:604,-7.05,32.20,-28.73,43.72
19:53:30:618,-7.09,32.24,-28.65,43.71
19:53:30:649,-7.59,30.72,-29.14,43.02
19:53:30:670,-7.24,31.00,-28.87,42.97
19:53:30:685,-6.09,31.90,-28.00,42.88
19:53:30:693,-6.25,31.26,-28.62,42.84
19:53:30:708,-6.42,30.56,-29.30,42.82
19:53:30:723,-7.01,32.09,-28.50,43.49
19:53:30:754,-7.26,32.74,-28.16,43.79
19:53:30:756,-6.95,30.25,-28.76,42.32
19:53:30:783,-6.88,30.16,-28.88,42.32
19:53:30:801,-6.26,31.73,-29.79,43.97
19:53:30:813,-6.70,31.09,-29.94,43.67
19:53:30:828,-7.76,29.55,-30.28,43.02
19:53:30:853,-7.41,30.25,-29.94,43.20
19:53:30:857,-7.09,30.89,-29.63,43.39
19:53:30:876,-6.97,29.74,-28.26,41.61
19:53:30:890,-6.92,29.38,-27.83,41.06
19:53:30:918,-6.59,30.72,-30.45,43.75
19:53:30:934,-6.63,30.68,-30.26,43.60
19:53:30:949,-6.92,30.39,-28.81,42.44
19:53:30:962,-6.99,30.58,-29.00,42.72
19:53:30:978,-7.09,30.89,-29.30,43.17
19:53:30:992,-6.56,31.42,-28.78,43.12
19:53:31:7,-6.26,31.73,-28.49,43.10
19:53:31:22,-6.40,31.30,-28.34,42.71
19:53:31:53,-6.43,31.23,-28.32,42.65
19:53:31:68,-7.43,30.89,-28.97,43.00
19:53:31:82,-7.16,31.16,-29.31,43.38
19:53:31:98,-6.26,32.07,-30.45,44.66
19:53:31:112,-6.26,31.76,-30.30,44.34
19:53:31:127,-6.26,31.40,-30.12,43.96
19:53:31:142,-6.26,31.87,-30.35,44.45
19:53:31:157,-6.26,32.07,-30.45,44.66
19:53:31:172,-6.58,29.78,-29.49,42.43
19:53:31:202,-6.62,29.84,-29.47,42.46
19:53:31:217,-7.09,32.24,-29.63,44.36
19:53:31:232,-7.04,31.86,-29.79,44.18
19:53:31:247,-6.92,31.06,-30.12,43.82
19:53:31:262,-6.36,31.06,-29.01,42.97
19:53:31:277,-5.92,31.06,-28.16,42.34
19:53:31:292,-7.11,31.99,-29.32,43.98
19:53:31:307,-7.43,32.24,-29.63,44.41
19:53:31:337,-6.42,30.22,-28.97,42.36
19:53:31:352,-6.37,30.22,-29.08,42.42
19:53:31:367,-6.09,30.22,-29.63,42.76
19:53:31:382,-6.16,30.41,-29.44,42.77
19:53:31:397,-6.26,30.72,-29.14,42.80
19:53:31:412,-5.62,31.37,-29.35,43.32
19:53:31:427,-5.26,31.73,-29.47,43.62
19:53:31:442,-6.16,31.43,-29.47,43.52
19:53:31:457,-6.26,31.40,-29.47,43.51
19:53:31:486,-6.76,31.23,-28.32,42.70
19:53:31:501,-6.93,31.05,-28.83,42.94
19:53:31:516,-7.43,30.56,-30.28,43.66
19:53:31:531,-7.43,30.89,-29.14,43.11
19:53:31:551,-7.43,31.23,-28.00,42.59
19:53:31:561,-7.06,30.86,-30.01,43.62
19:53:31:577,-6.92,30.72,-30.77,44.03
19:53:31:591,-7.24,31.04,-29.21,43.24
19:53:31:621,-7.20,31.22,-29.14,43.31
19:53:31:636,-6.59,32.74,-29.14,44.32
19:53:31:651,-6.22,32.69,-29.30,44.33
19:53:31:666,-5.42,32.57,-29.63,44.37
19:53:31:681,-5.61,31.61,-29.25,43.43
19:53:31:696,-5.76,30.89,-28.97,42.74
19:53:31:711,-7.01,31.03,-28.84,42.94
19:53:31:726,-7.26,31.06,-28.81,42.98
19:53:31:756,-5.42,30.22,-29.63,42.67
19:53:31:771,-5.65,30.32,-29.60,42.74
19:53:31:786,-6.59,30.72,-29.47,43.08
19:53:31:801,-6.66,31.09,-29.25,43.20
19:53:31:816,-6.76,31.56,-28.97,43.38
19:53:31:831,-6.10,31.34,-29.41,43.41
19:53:31:846,-5.76,31.23,-29.63,43.43
19:53:31:861,-5.76,31.23,-28.46,42.64
19:53:31:894,-5.75,31.25,-28.30,42.55
19:53:31:908,-5.59,32.07,-27.50,42.62
19:53:31:921,-5.59,32.07,-27.75,42.78
19:53:31:937,-5.59,32.07,-28.49,43.26
19:53:31:951,-5.85,31.81,-28.40,43.04
19:53:31:967,-6.09,31.56,-28.32,42.84
19:53:31:981,-6.61,30.79,-29.08,42.86
19:53:31:996,-6.76,30.56,-29.30,42.87
19:53:32:41,-6.26,32.40,-29.46,44.24
19:53:32:42,-6.30,32.41,-29.47,44.25
19:53:32:56,-6.59,32.41,-29.47,44.29
19:53:32:72,-7.14,32.10,-29.64,44.27
19:53:32:89,-8.09,31.56,-29.96,44.26
19:53:32:112,-8.09,31.56,-29.67,44.07
19:53:32:116,-8.09,31.56,-29.30,43.82
19:53:32:131,-6.02,31.15,-30.25,43.83
19:53:32:167,-5.59,31.06,-30.45,43.85
19:53:32:168,-5.92,31.39,-30.23,43.98
19:53:32:181,-6.59,32.07,-29.79,44.27
19:53:32:196,-6.59,31.06,-30.45,43.99
19:53:32:227,-6.55,31.15,-30.31,43.96
19:53:32:243,-6.26,31.73,-29.47,43.75
19:53:32:256,-6.51,31.23,-29.59,43.51
19:53:32:271,-6.92,30.39,-29.79,43.12
19:53:32:286,-7.23,30.89,-29.89,43.58
19:53:32:301,-7.43,31.23,-29.96,43.91
19:53:32:316,-6.18,33.05,-29.28,44.58
19:53:32:331,-5.92,33.42,-29.14,44.73
19:53:32:361,-6.09,30.89,-28.97,42.79
19:53:32:376,-6.09,30.96,-28.54,42.54
19:53:32:392,-6.09,31.23,-26.69,41.53
19:53:32:411,-6.58,31.30,-27.44,42.14
19:53:32:421,-7.26,31.40,-28.49,43.01
19:53:32:437,-6.70,31.73,-28.38,43.09
19:53:32:451,-6.42,31.90,-28.32,43.14
19:53:32:466,-7.05,30.96,-28.32,42.55
19:53:32:496,-7.10,30.92,-28.32,42.53
19:53:32:512,-7.43,32.91,-28.65,44.26
19:53:32:525,-7.24,32.72,-28.74,44.15
19:53:32:540,-6.76,32.24,-28.97,43.87
19:53:32:555,-7.11,32.24,-28.80,43.81
19:53:32:572,-7.43,32.24,-28.65,43.76
19:53:32:585,-6.92,30.97,-29.63,43.42
19:53:32:600,-6.76,30.56,-29.96,43.32
19:53:32:615,-6.43,30.89,-28.99,42.85
19:53:32:646,-6.45,30.87,-29.04,42.87
19:53:32:660,-6.59,30.72,-29.47,43.08
19:53:32:675,-7.06,30.84,-29.24,43.08
19:53:32:690,-7.93,31.06,-28.81,43.10
19:53:32:706,-6.92,31.87,-28.22,43.13
19:53:32:721,-6.26,32.41,-27.83,43.17
19:53:32:736,-6.98,31.09,-29.95,43.74
19:53:32:750,-7.09,30.89,-30.28,43.84
19:53:32:780,-8.09,32.24,-28.65,43.88
19:53:32:796,-8.09,32.09,-28.65,43.77
19:53:32:811,-8.09,31.56,-28.65,43.39
19:53:32:825,-8.25,31.41,-28.95,43.50
19:53:32:844,-8.43,31.23,-29.30,43.65
19:53:32:856,-7.05,31.00,-28.63,42.78
19:53:32:871,-6.42,30.89,-28.32,42.40
19:53:32:885,-7.35,32.74,-28.02,43.72
19:53:32:917,-7.35,32.87,-28.05,43.83
19:53:32:930,-6.09,32.24,-28.97,43.77
19:53:32:945,-6.47,32.24,-28.51,43.52
19:53:32:960,-7.43,32.24,-27.34,42.92
19:53:32:975,-6.62,32.15,-28.13,43.23
19:53:32:990,-5.92,32.07,-28.81,43.52
19:53:33:7,-7.39,31.94,-28.16,43.21
19:53:33:20,-7.76,31.90,-28.00,43.15
19:53:33:50,-7.76,31.23,-28.97,43.30
19:53:33:65,-7.28,31.17,-28.92,43.14
19:53:33:80,-4.75,30.89,-28.65,42.40
19:53:33:95,-5.35,30.96,-28.58,42.47
19:53:33:110,-6.26,31.06,-28.49,42.61
19:53:33:128,-7.19,30.96,-29.19,43.15
19:53:33:141,-7.76,30.89,-29.63,43.50
19:53:33:156,-7.05,33.05,-27.53,43.59
19:53:33:170,-6.92,33.42,-27.18,43.62
19:53:33:200,-6.09,32.24,-27.01,42.50
19:53:33:214,-6.34,32.05,-27.19,42.51
19:53:33:230,-7.26,31.40,-27.83,42.58
19:53:33:245,-6.62,32.36,-27.99,43.29
19:53:33:260,-5.92,33.42,-28.16,44.10
19:53:33:275,-6.05,32.06,-28.28,43.17
19:53:33:290,-6.09,31.56,-28.32,42.84
19:53:33:305,-6.09,33.50,-28.01,44.09
19:53:33:335,-6.07,33.53,-28.01,44.11
19:53:33:350,-5.92,33.08,-28.16,43.84
19:53:33:365,-5.59,32.97,-27.84,43.51
19:53:33:380,-4.92,32.74,-27.18,42.84
19:53:33:395,-4.74,32.37,-27.54,42.76
19:53:33:410,-4.59,32.07,-27.83,42.71
19:53:33:424,-4.59,31.80,-26.53,41.67
19:53:33:443,-4.59,31.73,-26.20,41.40
19:53:33:470,-4.25,33.75,-28.49,44.37
19:53:33:485,-4.05,33.55,-28.29,44.07
19:53:33:500,-2.92,32.41,-27.18,42.39
19:53:33:516,-3.12,32.75,-27.38,42.80
19:53:33:529,-3.42,33.25,-27.67,43.39
19:53:33:545,-2.19,32.91,-27.34,42.84
19:53:33:559,-1.58,32.74,-27.18,42.58
19:53:33:576,0.06,31.39,-27.32,41.62
19:53:33:604,0.29,31.26,-27.33,41.53
19:53:33:619,1.26,32.24,-27.01,42.08
19:53:33:642,1.12,32.28,-27.40,42.36
19:53:33:654,0.76,32.41,-28.49,43.15
19:53:33:664,2.14,32.65,-27.93,43.02
19:53:33:679,3.59,32.91,-27.34,42.94
19:53:33:737,2.86,33.65,-27.58,43.60
19:53:33:739,2.59,33.92,-27.67,43.85
19:53:33:740,5.11,33.29,-28.59,44.18
19:53:33:754,5.29,32.99,-28.59,43.98
19:53:33:769,5.60,30.22,-28.00,41.57
19:53:33:785,5.31,30.51,-28.51,42.10
19:53:33:799,4.76,31.06,-29.47,43.08
19:53:33:814,6.77,31.26,-28.29,42.70
19:53:33:828,8.10,31.40,-27.50,42.52
19:53:33:844,7.83,31.12,-28.58,42.97
19:53:33:859,7.77,31.06,-28.81,43.07
19:53:33:889,9.44,31.40,-26.20,41.97
19:53:33:904,9.47,30.90,-26.55,41.83
19:53:33:919,9.61,28.87,-28.00,41.35
19:53:33:937,9.68,29.51,-27.93,41.77
19:53:33:948,9.77,30.39,-27.83,42.35
19:53:33:964,11.18,28.76,-28.36,41.91
19:53:33:979,11.94,27.87,-28.65,41.71
19:53:33:994,12.83,27.27,-30.08,42.58
19:53:34:23,12.96,27.19,-30.25,42.69
19:53:34:38,13.95,27.19,-28.32,41.67
19:53:34:53,13.91,26.99,-28.76,41.82
19:53:34:70,13.78,26.35,-30.12,42.33
19:53:34:83,13.70,26.44,-30.04,42.29
19:53:34:98,13.62,26.52,-29.96,42.26
19:53:34:113,15.77,24.61,-30.82,42.47
19:53:34:129,16.45,24.00,-31.10,42.59
19:53:34:143,17.60,24.49,-29.97,42.52
19:53:34:174,17.52,24.40,-29.94,42.41
19:53:34:188,16.79,23.66,-29.79,41.59
19:53:34:204,16.91,23.18,-30.49,41.87
19:53:34:219,17.12,22.32,-31.76,42.42
19:53:34:233,17.22,21.05,-32.23,42.17
19:53:34:249,17.29,20.13,-32.57,42.01
19:53:34:264,18.65,20.13,-32.04,42.18
19:53:34:278,18.96,20.13,-31.92,42.23
19:53:34:311,19.29,18.45,-31.59,41.36
19:53:34:323,19.58,18.45,-32.05,41.84
19:53:34:338,20.96,18.45,-34.21,44.16
19:53:34:353,20.38,17.42,-33.49,42.90
19:53:34:368,19.63,16.09,-32.57,41.29
19:53:34:383,20.43,15.28,-33.14,41.82
19:53:34:398,20.80,14.92,-33.39,42.07
19:53:34:414,20.03,12.60,-33.24,40.80
19:53:34:443,19.92,12.41,-33.24,40.70
19:53:34:459,19.29,12.73,-33.55,40.74
19:53:34:473,19.53,12.68,-33.69,40.96
19:53:34:488,20.13,12.56,-34.04,41.50
19:53:34:503,21.33,11.53,-33.87,41.65
19:53:34:523,22.47,10.54,-33.72,41.86
19:53:34:533,20.58,9.66,-34.33,41.17
19:53:34:548,19.96,9.37,-34.53,40.97
19:53:34:579,21.30,7.01,-35.19,41.72
19:53:34:593,21.37,6.98,-35.22,41.78
19:53:34:608,21.97,6.68,-35.51,42.29
19:53:34:623,22.03,5.73,-35.58,42.23
19:53:34:638,22.13,4.15,-35.68,42.19
19:53:34:653,22.44,4.05,-36.19,42.78
19:53:34:667,22.63,3.99,-36.50,43.13
19:53:34:683,21.21,1.70,-36.22,42.01
19:53:34:698,20.96,1.30,-36.17,41.82
19:53:34:728,21.13,0.45,-38.62,44.03
19:53:34:743,20.76,0.31,-38.40,43.66
19:53:34:763,19.46,-0.22,-37.64,42.37
19:53:34:773,19.16,-0.67,-37.35,41.98
19:53:34:788,18.79,-1.23,-36.99,41.50
19:53:34:803,19.25,-1.46,-37.21,41.92
19:53:34:818,19.46,-1.56,-37.31,42.11
19:53:34:835,19.94,-2.37,-37.47,42.51
19:53:34:863,19.90,-2.43,-37.48,42.50
19:53:34:878,18.46,-2.91,-37.64,42.02
19:53:34:893,18.72,-3.45,-37.90,42.41
19:53:34:908,19.46,-4.93,-38.62,43.53
19:53:34:924,19.02,-5.19,-38.19,42.98
19:53:34:937,18.62,-5.43,-37.80,42.49
19:53:34:953,17.58,-7.01,-38.06,42.50
19:53:34:968,17.29,-7.45,-38.13,42.52
19:53:34:996,17.79,-8.29,-38.29,43.03
19:53:35:14,17.53,-8.14,-38.39,42.98
19:53:35:26,16.12,-7.28,-38.95,42.78
19:53:35:41,17.07,-7.60,-38.64,42.92
19:53:35:56,18.62,-8.12,-38.13,43.21
19:53:35:71,16.71,-7.41,-39.02,43.09
19:53:35:86,15.45,-6.94,-39.60,43.07
19:53:35:101,15.45,-8.45,-38.14,42.01
19:53:35:116,15.45,-8.63,-37.97,41.89
19:53:35:147,16.79,-9.30,-39.27,43.71
19:53:35:161,16.65,-9.16,-39.21,43.57
19:53:35:176,16.12,-8.63,-38.95,43.03
19:53:35:190,15.97,-8.47,-38.65,42.66
19:53:35:205,15.79,-8.29,-38.29,42.24
19:53:35:221,15.31,-8.53,-38.53,42.32
19:53:35:236,15.12,-8.63,-38.62,42.36
19:53:35:251,15.43,-7.04,-38.93,42.46
19:53:35:281,15.57,-7.07,-38.96,42.55
19:53:35:296,16.96,-8.46,-39.11,43.46
19:53:35:318,16.43,-8.25,-39.11,43.22
19:53:35:327,15.28,-7.79,-39.11,42.71
19:53:35:341,16.54,-7.60,-39.46,43.46
19:53:35:359,17.62,-7.45,-39.76,44.13
19:53:35:415,16.06,-6.93,-39.26,42.98
19:53:35:417,15.62,-6.78,-39.11,42.66
19:53:35:418,16.79,-5.94,-37.64,41.64
19:53:35:430,16.68,-5.78,-37.70,41.63
19:53:35:445,15.95,-4.76,-38.13,41.61
19:53:35:460,16.48,-5.16,-38.00,41.74
19:53:35:475,17.29,-5.77,-37.80,41.97
19:53:35:490,17.83,-4.13,-37.91,42.10
19:53:35:505,18.12,-3.25,-37.97,42.20
19:53:35:522,19.73,-4.57,-38.11,43.16
19:53:35:550,19.94,-4.73,-38.13,43.29
19:53:35:565,18.79,-3.25,-38.29,42.78
19:53:35:580,19.08,-3.37,-38.33,42.95
19:53:35:596,19.96,-3.75,-38.46,43.49
19:53:35:611,19.65,-3.12,-38.15,43.02
19:53:35:626,19.29,-2.40,-37.80,42.51
19:53:35:640,19.89,-1.08,-37.69,42.63
19:53:35:655,20.13,-0.55,-37.64,42.69
19:53:35:670,21.28,-1.72,-36.51,42.29
19:53:35:700,21.32,-1.64,-36.56,42.35
19:53:35:715,21.63,-0.39,-37.48,43.27
19:53:35:730,21.63,0.18,-37.26,43.08
19:53:35:746,21.63,1.30,-36.82,42.73
19:53:35:761,21.24,1.49,-36.82,42.54
19:53:35:775,20.96,1.63,-36.82,42.40
19:53:35:790,21.37,3.13,-37.75,43.49
19:53:35:805,21.46,3.48,-37.97,43.75
19:53:35:836,20.29,3.65,-35.51,41.07
19:53:35:850,20.23,3.89,-35.63,41.16
19:53:35:866,19.96,5.00,-36.17,41.61
19:53:35:880,20.63,5.13,-36.17,41.95
19:53:35:895,21.63,5.33,-36.17,42.48
19:53:35:910,21.30,5.66,-36.27,42.45
19:53:35:925,21.13,5.84,-36.33,42.43
19:53:35:942,22.05,7.07,-34.22,41.32
19:53:35:955,22.13,7.18,-34.04,41.24
19:53:35:985,21.97,8.36,-35.19,42.31
19:53:36:0,22.06,8.08,-35.19,42.31
19:53:36:15,22.30,7.35,-35.19,42.30
19:53:36:33,22.90,7.78,-35.44,42.91
19:53:36:45,23.47,8.19,-35.68,43.48
19:53:36:60,22.72,8.19,-35.19,42.68
19:53:36:75,22.47,8.19,-35.02,42.41
19:53:36:90,23.76,8.84,-34.39,42.72
19:53:36:121,23.65,8.82,-34.33,42.61
19:53:36:137,22.47,8.53,-34.04,41.67
19:53:36:150,23.03,8.41,-33.71,41.68
19:53:36:169,24.13,8.19,-33.06,41.75
19:53:36:179,21.97,9.18,-34.03,41.53
19:53:36:194,20.46,9.87,-34.70,41.47
19:53:36:209,21.89,10.16,-34.14,41.81
19:53:36:224,22.13,10.21,-34.04,41.87
19:53:36:254,24.47,11.22,-34.37,43.66
19:53:36:270,23.90,11.29,-34.02,43.09
19:53:36:284,21.80,11.55,-32.73,40.99
19:53:36:299,22.92,11.55,-33.01,41.82
19:53:36:320,24.47,11.55,-33.39,42.98
19:53:36:330,23.68,12.57,-33.06,42.56
19:53:36:344,23.30,13.07,-32.90,42.38
19:53:36:360,23.15,12.92,-33.05,42.36
19:53:36:390,23.10,12.96,-33.04,42.35
19:53:36:405,22.30,14.41,-32.57,42.02
19:53:36:420,22.57,14.32,-32.75,42.27
19:53:36:434,23.30,14.08,-33.23,42.95
19:53:36:449,24.04,13.99,-31.85,42.29
19:53:36:464,24.80,13.91,-30.45,41.66
19:53:36:479,24.56,14.40,-31.17,42.21
19:53:36:494,24.47,14.58,-31.43,42.41
19:53:36:524,23.80,12.23,-31.43,41.28
19:53:36:539,23.85,12.40,-31.47,41.39
19:53:36:555,24.30,14.08,-31.92,42.52
19:53:36:571,24.60,13.77,-31.62,42.37
19:53:36:584,25.14,13.24,-31.10,42.12
19:53:36:599,25.64,13.13,-31.80,42.91
19:53:36:614,25.97,13.07,-32.24,43.42
19:53:36:630,25.00,12.93,-31.84,42.49
19:53:36:644,24.80,12.90,-31.76,42.31
19:53:36:674,24.13,13.57,-30.77,41.40
19:53:36:689,24.44,13.33,-31.34,41.92
19:53:36:704,25.64,12.39,-33.55,44.01
19:53:36:719,25.57,12.47,-32.78,43.40
19:53:36:734,25.47,12.56,-31.76,42.60
19:53:36:749,25.25,11.88,-31.97,42.44
19:53:36:764,25.14,11.55,-32.08,42.36
19:53:36:779,24.66,10.76,-31.31,41.28
19:53:36:809,24.62,10.77,-31.30,41.25
19:53:36:825,24.13,12.90,-32.73,42.67
19:53:36:839,24.63,12.50,-32.44,42.61
19:53:36:855,25.81,11.55,-31.76,42.52
19:53:36:870,24.99,11.64,-31.84,42.12
19:53:36:885,24.30,11.72,-31.92,41.79
19:53:36:899,23.53,11.46,-30.91,40.51
19:53:36:915,23.30,11.39,-30.61,40.12
19:53:36:930,25.12,12.22,-31.75,42.29
19:53:36:959,25.00,12.23,-31.67,42.16
19:53:36:974,24.13,12.23,-31.10,41.22
19:53:36:989,24.07,12.04,-31.28,41.27
19:53:37:4,23.97,11.72,-31.59,41.35
19:53:37:19,23.87,11.62,-32.65,42.08
19:53:37:34,23.80,11.55,-33.39,42.60
19:53:37:122,24.77,11.42,-33.25,43.00
19:53:37:124,24.97,11.39,-33.23,43.09
19:53:37:126,24.30,11.72,-31.59,41.55
19:53:37:128,24.30,11.66,-31.89,41.76
19:53:37:130,24.30,11.39,-33.23,42.71
19:53:37:139,24.67,10.86,-32.57,42.28
19:53:37:154,25.14,10.21,-31.76,41.77
19:53:37:170,25.60,11.15,-31.52,42.12
19:53:37:184,25.81,11.55,-31.43,42.27
19:53:37:199,25.65,12.33,-31.28,42.29
19:53:37:229,25.58,12.38,-31.30,42.27
19:53:37:244,24.80,12.23,-31.76,42.11
19:53:37:258,25.10,12.23,-31.76,42.28
19:53:37:273,25.81,12.23,-31.76,42.71
19:53:37:289,24.93,12.05,-31.24,41.75
19:53:37:304,24.13,11.89,-30.77,40.88
19:53:37:318,24.52,13.30,-31.15,41.81
19:53:37:333,24.64,13.74,-31.26,42.11
19:53:37:363,24.64,14.08,-30.61,41.74
19:53:37:379,24.67,13.92,-30.42,41.57
19:53:37:393,24.97,12.73,-28.97,40.31
19:53:37:408,24.97,12.60,-29.48,40.63
