time,x,y,z,
56451.3,0.07,0.20,-0.02,
56451.3,0.06,0.17,-0.02,
56451.4,0.06,0.14,-0.02,
56451.4,0.06,0.11,-0.02,
56451.4,0.06,0.08,-0.02,
56451.4,0.06,0.06,-0.03,
56451.4,0.06,0.05,-0.03,
56451.4,0.06,0.05,-0.03,
56451.4,0.06,0.04,-0.04,
56451.4,0.07,0.04,-0.05,
56451.4,0.08,0.04,-0.05,
56451.4,0.09,0.04,-0.06,
56451.4,0.11,0.04,-0.07,
56451.4,0.12,0.04,-0.08,
56451.4,0.12,0.05,-0.09,
56451.4,0.13,0.04,-0.10,
56451.4,0.14,0.03,-0.12,
56451.4,0.14,0.00,-0.13,
56451.4,0.14,-0.02,-0.14,
56451.4,0.13,-0.05,-0.15,
56451.4,0.12,-0.09,-0.17,
56451.4,0.11,-0.14,-0.18,
56451.5,0.09,-0.18,-0.20,
56451.5,0.08,-0.22,-0.21,
56451.5,0.07,-0.26,-0.23,
56451.5,0.07,-0.30,-0.25,
56451.5,0.07,-0.32,-0.26,
56451.5,0.07,-0.35,-0.28,
56451.5,0.07,-0.37,-0.29,
56451.5,0.07,-0.39,-0.31,
56451.5,0.07,-0.41,-0.32,
56451.5,0.07,-0.42,-0.34,
56451.5,0.07,-0.42,-0.35,
56451.5,0.07,-0.42,-0.36,
56451.5,0.07,-0.42,-0.37,
56451.5,0.07,-0.41,-0.38,
56451.5,0.06,-0.40,-0.39,
56451.5,0.05,-0.38,-0.39,
56451.5,0.05,-0.37,-0.40,
56451.5,0.04,-0.35,-0.40,
56451.5,0.03,-0.33,-0.40,
56451.5,0.03,-0.31,-0.41,
56451.5,0.02,-0.30,-0.41,
56451.6,0.01,-0.29,-0.42,
56451.6,0.01,-0.29,-0.43,
56451.6,0.00,-0.29,-0.44,
56451.6,0.00,-0.30,-0.45,
56451.6,0.00,-0.31,-0.47,
56451.6,-0.00,-0.33,-0.48,
56451.6,-0.00,-0.36,-0.49,
56451.6,-0.01,-0.38,-0.51,
56451.6,-0.01,-0.40,-0.51,
56451.6,-0.01,-0.41,-0.52,
56451.6,-0.01,-0.41,-0.52,
56451.6,-0.01,-0.41,-0.52,
56451.6,-0.01,-0.39,-0.52,
56451.6,-0.00,-0.37,-0.53,
56451.6,0.01,-0.34,-0.53,
56451.6,0.02,-0.31,-0.52,
56451.6,0.04,-0.27,-0.52,
56451.6,0.05,-0.23,-0.51,
56451.6,0.07,-0.18,-0.51,
56451.6,0.09,-0.13,-0.51,
56451.7,0.11,-0.08,-0.50,
56451.7,0.12,-0.04,-0.50,
56451.7,0.14,-0.01,-0.50,
56451.7,0.15,0.02,-0.49,
56451.7,0.15,0.03,-0.49,
56451.7,0.14,0.05,-0.48,
56451.7,0.14,0.07,-0.48,
56451.7,0.13,0.08,-0.47,
56451.7,0.13,0.10,-0.47,
56451.7,0.13,0.12,-0.47,
56451.7,0.12,0.16,-0.46,
56451.7,0.13,0.19,-0.46,
56451.7,0.13,0.23,-0.45,
56451.7,0.14,0.25,-0.44,
56451.7,0.15,0.27,-0.44,
56451.7,0.16,0.28,-0.43,
56451.7,0.16,0.28,-0.43,
56451.7,0.17,0.27,-0.42,
56451.7,0.17,0.24,-0.41,
56451.7,0.17,0.21,-0.41,
56451.8,0.17,0.16,-0.40,
56451.8,0.16,0.12,-0.40,
56451.8,0.15,0.07,-0.40,
56451.8,0.14,0.01,-0.39,
56451.8,0.13,-0.04,-0.39,
56451.8,0.11,-0.09,-0.39,
56451.8,0.10,-0.14,-0.40,
56451.8,0.08,-0.18,-0.40,
56451.8,0.07,-0.22,-0.40,
56451.8,0.07,-0.24,-0.41,
56451.8,0.06,-0.26,-0.41,
56451.8,0.06,-0.26,-0.41,
56451.8,0.06,-0.26,-0.42,
56451.8,0.06,-0.25,-0.42,
56451.8,0.05,-0.24,-0.42,
56451.8,0.05,-0.23,-0.42,
56451.8,0.05,-0.22,-0.41,
56451.8,0.04,-0.22,-0.41,
56451.8,0.04,-0.21,-0.40,
56451.9,0.03,-0.21,-0.39,
56451.9,0.03,-0.22,-0.38,
56451.9,0.02,-0.22,-0.36,
56451.9,0.02,-0.24,-0.34,
56451.9,0.01,-0.25,-0.32,
56451.9,0.01,-0.26,-0.30,
56451.9,-0.00,-0.27,-0.27,
56451.9,-0.01,-0.28,-0.24,
56451.9,-0.01,-0.28,-0.21,
56451.9,-0.01,-0.28,-0.17,
56451.9,-0.02,-0.28,-0.14,
56451.9,-0.02,-0.26,-0.10,
56451.9,-0.02,-0.25,-0.06,
56451.9,-0.03,-0.24,-0.02,
56451.9,-0.03,-0.23,0.01,
56451.9,-0.04,-0.21,0.05,
56451.9,-0.05,-0.20,0.08,
56451.9,-0.06,-0.19,0.11,
56451.9,-0.06,-0.18,0.14,
56451.9,-0.07,-0.18,0.17,
56451.9,-0.06,-0.18,0.20,
56451.9,-0.06,-0.19,0.22,
56452.0,-0.06,-0.20,0.25,
56452.0,-0.05,-0.21,0.27,
56452.0,-0.05,-0.21,0.29,
56452.0,-0.04,-0.22,0.31,
56452.0,-0.03,-0.22,0.32,
56452.0,-0.02,-0.22,0.33,
56452.0,-0.01,-0.21,0.34,
56452.0,0.00,-0.20,0.35,
56452.0,0.02,-0.19,0.35,
56452.0,0.03,-0.17,0.35,
56452.0,0.04,-0.16,0.35,
56452.0,0.05,-0.15,0.35,
56452.0,0.06,-0.14,0.35,
56452.0,0.06,-0.14,0.34,
56452.0,0.06,-0.13,0.33,
56452.0,0.07,-0.14,0.32,
56452.0,0.07,-0.15,0.32,
56452.0,0.07,-0.16,0.31,
56452.0,0.07,-0.17,0.30,
56452.0,0.07,-0.17,0.29,
56452.1,0.07,-0.17,0.29,
56452.1,0.08,-0.17,0.28,
56452.1,0.08,-0.17,0.27,
56452.1,0.09,-0.17,0.26,
56452.1,0.10,-0.17,0.25,
56452.1,0.11,-0.16,0.24,
56452.1,0.12,-0.14,0.23,
56452.1,0.14,-0.13,0.23,
56452.1,0.14,-0.11,0.22,
56452.1,0.15,-0.10,0.21,
56452.1,0.16,-0.08,0.21,
56452.1,0.16,-0.07,0.20,
56452.1,0.16,-0.07,0.19,
56452.1,0.16,-0.07,0.18,
56452.1,0.16,-0.06,0.18,
56452.1,0.16,-0.06,0.17,
56452.1,0.16,-0.07,0.17,
56452.1,0.16,-0.07,0.17,
56452.1,0.16,-0.07,0.17,
56452.1,0.16,-0.06,0.17,
56452.2,0.16,-0.04,0.18,
56452.2,0.16,-0.02,0.18,
56452.2,0.16,-0.00,0.18,
56452.2,0.16,0.02,0.18,
56452.2,0.15,0.04,0.18,
56452.2,0.15,0.06,0.18,
56452.2,0.15,0.08,0.18,
56452.2,0.14,0.09,0.19,
56452.2,0.14,0.10,0.19,
56452.2,0.13,0.10,0.19,
56452.2,0.12,0.09,0.20,
56452.2,0.11,0.08,0.21,
56452.2,0.11,0.06,0.22,
56452.2,0.10,0.04,0.23,
56452.2,0.09,0.03,0.24,
56452.2,0.08,0.02,0.25,
56452.2,0.07,0.02,0.26,
56452.2,0.06,0.03,0.27,
56452.2,0.06,0.06,0.27,
56452.2,0.06,0.08,0.27,
56452.3,0.06,0.12,0.27,
56452.3,0.06,0.16,0.27,
56452.3,0.06,0.20,0.27,
56452.3,0.06,0.23,0.26,
56452.3,0.06,0.26,0.26,
56452.3,0.05,0.28,0.25,
56452.3,0.05,0.29,0.25,
56452.3,0.05,0.29,0.24,
56452.3,0.05,0.28,0.24,
56452.3,0.04,0.27,0.24,
56452.3,0.04,0.26,0.24,
56452.3,0.03,0.24,0.23,
56452.3,0.03,0.22,0.24,
56452.3,0.02,0.22,0.24,
56452.3,0.02,0.22,0.24,
56452.3,0.02,0.21,0.25,
56452.3,0.02,0.21,0.25,
56452.3,0.01,0.21,0.26,
56452.3,0.01,0.21,0.26,
56452.3,0.01,0.21,0.26,
56452.3,0.01,0.21,0.26,
56452.4,-0.00,0.22,0.27,
56452.4,-0.01,0.21,0.27,
56452.4,-0.02,0.20,0.27,
56452.4,-0.02,0.18,0.27,
56452.4,-0.03,0.15,0.27,
56452.4,-0.04,0.13,0.27,
56452.4,-0.05,0.11,0.27,
56452.4,-0.06,0.09,0.27,
56452.4,-0.07,0.08,0.27,
56452.4,-0.07,0.07,0.28,
56452.4,-0.07,0.06,0.28,
56452.4,-0.07,0.06,0.28,
56452.4,-0.07,0.07,0.28,
56452.4,-0.07,0.08,0.29,
56452.4,-0.07,0.11,0.29,
56452.4,-0.06,0.12,0.30,
56452.4,-0.06,0.14,0.30,
56452.4,-0.05,0.16,0.30,
56452.4,-0.05,0.19,0.30,
56452.4,-0.04,0.21,0.30,
56452.5,-0.04,0.22,0.30,
56452.5,-0.03,0.22,0.30,
56452.5,-0.03,0.22,0.29,
56452.5,-0.03,0.22,0.29,
56452.5,-0.03,0.21,0.29,
56452.5,-0.03,0.20,0.28,
56452.5,-0.04,0.18,0.28,
56452.5,-0.04,0.16,0.28,
56452.5,-0.04,0.14,0.27,
56452.5,-0.04,0.12,0.27,
56452.5,-0.04,0.11,0.27,
56452.5,-0.04,0.10,0.27,
56452.5,-0.03,0.10,0.27,
56452.5,-0.02,0.09,0.27,
56452.5,-0.02,0.09,0.27,
56452.5,-0.01,0.09,0.27,
56452.5,-0.00,0.09,0.27,
56452.5,0.00,0.09,0.27,
56452.5,0.01,0.08,0.27,
56452.5,0.01,0.07,0.26,
56452.5,0.01,0.07,0.26,
56452.6,0.00,0.07,0.25,
56452.6,0.00,0.06,0.25,
56452.6,-0.00,0.05,0.25,
56452.6,0.00,0.05,0.24,
56452.6,0.01,0.05,0.23,
56452.6,0.01,0.06,0.23,
56452.6,0.01,0.07,0.22,
56452.6,0.01,0.08,0.21,
56452.6,0.02,0.09,0.20,
56452.6,0.03,0.11,0.20,
56452.6,0.03,0.14,0.19,
56452.6,0.04,0.17,0.18,
56452.6,0.05,0.19,0.17,
56452.6,0.05,0.21,0.16,
56452.6,0.05,0.23,0.14,
56452.6,0.06,0.24,0.13,
56452.6,0.06,0.25,0.12,
56452.6,0.05,0.25,0.11,
56452.6,0.05,0.25,0.10,
56452.6,0.04,0.24,0.09,
56452.7,0.04,0.23,0.08,
56452.7,0.03,0.21,0.08,
56452.7,0.02,0.20,0.07,
56452.7,0.01,0.18,0.07,
56452.7,0.01,0.16,0.06,
56452.7,-0.00,0.14,0.06,
56452.7,-0.01,0.12,0.05,
56452.7,-0.02,0.10,0.05,
56452.7,-0.02,0.08,0.04,
56452.7,-0.02,0.07,0.03,
56452.7,-0.02,0.06,0.02,
56452.7,-0.02,0.05,0.01,
56452.7,-0.02,0.04,0.00,
56452.7,-0.02,0.03,-0.00,
56452.7,-0.02,0.01,-0.01,
56452.7,-0.02,-0.00,-0.02,
56452.7,-0.02,-0.02,-0.02,
56452.7,-0.02,-0.05,-0.03,
56452.7,-0.02,-0.07,-0.03,
56452.7,-0.01,-0.09,-0.03,
56452.8,-0.01,-0.11,-0.03,
56452.8,-0.01,-0.13,-0.02,
56452.8,-0.00,-0.14,-0.02,
56452.8,-0.00,-0.13,-0.01,
56452.8,-0.00,-0.12,-0.01,
56452.8,0.00,-0.11,-0.01,
56452.8,0.00,-0.09,-0.01,
56452.8,0.00,-0.07,-0.01,
56452.8,0.00,-0.05,-0.01,
56452.8,0.01,-0.03,-0.01,
56452.8,0.01,-0.01,-0.02,
56452.8,0.01,-0.00,-0.02,
56452.8,0.01,0.01,-0.03,
56452.8,0.01,0.02,-0.04,
56452.8,0.01,0.02,-0.04,
56452.8,0.02,0.02,-0.05,
56452.8,0.03,0.02,-0.05,
56452.8,0.04,0.03,-0.05,
56452.8,0.05,0.03,-0.04,
56452.8,0.06,0.03,-0.04,
56452.8,0.07,0.04,-0.04,
56452.9,0.08,0.05,-0.03,
56452.9,0.08,0.06,-0.03,
56452.9,0.08,0.07,-0.03,
56452.9,0.08,0.09,-0.03,
56452.9,0.08,0.11,-0.03,
56452.9,0.07,0.13,-0.03,
56452.9,0.05,0.15,-0.04,
56452.9,0.04,0.16,-0.05,
56452.9,0.03,0.18,-0.06,
56452.9,0.01,0.19,-0.08,
56452.9,0.00,0.20,-0.09,
56452.9,-0.01,0.20,-0.11,
56452.9,-0.02,0.19,-0.12,
56452.9,-0.03,0.18,-0.14,
56452.9,-0.03,0.18,-0.15,
56452.9,-0.04,0.17,-0.17,
56452.9,-0.04,0.17,-0.18,
56452.9,-0.04,0.17,-0.18,
56452.9,-0.04,0.17,-0.19,
56452.9,-0.03,0.16,-0.18,
56453.0,-0.03,0.14,-0.18,
56453.0,-0.02,0.13,-0.17,
56453.0,-0.03,0.11,-0.17,
56453.0,-0.03,0.08,-0.16,
56453.0,-0.04,0.05,-0.15,
56453.0,-0.05,0.01,-0.14,
56453.0,-0.06,-0.03,-0.12,
56453.0,-0.08,-0.07,-0.11,
56453.0,-0.09,-0.11,-0.10,
56453.0,-0.10,-0.13,-0.09,
56453.0,-0.11,-0.16,-0.08,
56453.0,-0.11,-0.18,-0.07,
56453.0,-0.11,-0.20,-0.06,
56453.0,-0.11,-0.22,-0.04,
56453.0,-0.11,-0.22,-0.03,
56453.0,-0.11,-0.22,-0.01,
56453.0,-0.10,-0.22,0.00,
56453.0,-0.10,-0.21,0.02,
56453.0,-0.10,-0.20,0.04,
56453.1,-0.11,-0.18,0.05,
56453.1,-0.11,-0.16,0.07,
56453.1,-0.11,-0.14,0.09,
56453.1,-0.11,-0.12,0.10,
56453.1,-0.10,-0.10,0.11,
56453.1,-0.11,-0.09,0.12,
56453.1,-0.11,-0.08,0.12,
56453.1,-0.11,-0.07,0.13,
56453.1,-0.11,-0.07,0.13,
56453.1,-0.10,-0.07,0.12,
56453.1,-0.10,-0.07,0.12,
56453.1,-0.10,-0.08,0.12,
56453.1,-0.10,-0.09,0.12,
56453.1,-0.09,-0.09,0.12,
56453.1,-0.09,-0.10,0.12,
56453.1,-0.09,-0.11,0.12,
56453.1,-0.08,-0.12,0.12,
56453.1,-0.07,-0.13,0.12,
56453.1,-0.07,-0.14,0.11,
56453.1,-0.06,-0.14,0.11,
56453.1,-0.05,-0.15,0.11,
56453.2,-0.05,-0.16,0.10,
56453.2,-0.04,-0.17,0.10,
56453.2,-0.04,-0.17,0.09,
56453.2,-0.03,-0.17,0.08,
56453.2,-0.03,-0.16,0.07,
56453.2,-0.02,-0.15,0.06,
56453.2,-0.01,-0.13,0.04,
56453.2,-0.01,-0.11,0.03,
56453.2,-0.00,-0.10,0.01,
56453.2,0.00,-0.09,-0.00,
56453.2,0.01,-0.08,-0.01,
56453.2,0.02,-0.08,-0.03,
56453.2,0.03,-0.09,-0.04,
56453.2,0.03,-0.10,-0.04,
56453.2,0.03,-0.13,-0.05,
56453.2,0.03,-0.15,-0.05,
56453.2,0.02,-0.17,-0.05,
56453.2,0.02,-0.20,-0.05,
56453.2,0.02,-0.20,-0.05,
56453.2,0.02,-0.20,-0.05,
56453.2,0.02,-0.18,-0.05,
56453.3,0.03,-0.14,-0.06,
56453.3,0.03,-0.10,-0.06,
56453.3,0.03,-0.06,-0.07,
56453.3,0.03,-0.03,-0.08,
56453.3,0.04,0.01,-0.10,
56453.3,0.04,0.04,-0.11,
56453.3,0.04,0.07,-0.12,
56453.3,0.04,0.09,-0.13,
56453.3,0.04,0.10,-0.14,
56453.3,0.05,0.11,-0.14,
56453.3,0.05,0.12,-0.13,
56453.3,0.05,0.12,-0.12,
56453.3,0.05,0.13,-0.11,
56453.3,0.05,0.13,-0.09,
56453.3,0.05,0.14,-0.07,
56453.3,0.05,0.15,-0.05,
56453.3,0.05,0.15,-0.03,
56453.3,0.05,0.15,-0.02,
56453.3,0.04,0.14,0.00,
56453.3,0.04,0.14,0.01,
56453.4,0.03,0.12,0.03,
56453.4,0.02,0.10,0.04,
56453.4,0.02,0.08,0.05,
56453.4,0.01,0.05,0.06,
56453.4,0.00,0.03,0.07,
56453.4,0.00,0.01,0.08,
56453.4,0.00,0.00,0.09,
56453.4,0.00,-0.00,0.10,
56453.4,0.00,-0.00,0.11,
56453.4,0.01,0.00,0.12,
56453.4,0.01,0.02,0.13,
56453.4,0.01,0.03,0.14,
56453.4,0.01,0.04,0.15,
56453.4,0.02,0.05,0.15,
56453.4,0.02,0.07,0.16,
56453.4,0.01,0.08,0.16,
56453.4,0.01,0.09,0.16,
56453.4,0.01,0.11,0.16,
56453.4,0.00,0.12,0.16,
56453.5,-0.00,0.12,0.16,
56453.5,-0.01,0.13,0.16,
56453.5,-0.02,0.13,0.16,
56453.5,-0.02,0.13,0.16,
56453.5,-0.03,0.12,0.15,
56453.5,-0.04,0.12,0.15,
56453.5,-0.05,0.12,0.15,
56453.5,-0.06,0.12,0.14,
56453.5,-0.06,0.11,0.14,
56453.5,-0.06,0.11,0.14,
56453.5,-0.07,0.10,0.14,
56453.5,-0.07,0.09,0.14,
56453.5,-0.07,0.09,0.14,
56453.5,-0.08,0.08,0.14,
56453.5,-0.08,0.07,0.14,
56453.5,-0.08,0.06,0.14,
56453.5,-0.09,0.05,0.14,
56453.5,-0.09,0.04,0.15,
56453.5,-0.10,0.04,0.14,
56453.5,-0.10,0.04,0.14,
56453.5,-0.11,0.04,0.14,
56453.5,-0.11,0.05,0.14,
56453.6,-0.11,0.06,0.13,
56453.6,-0.12,0.08,0.13,
56453.6,-0.12,0.10,0.12,
56453.6,-0.12,0.11,0.11,
56453.6,-0.12,0.13,0.11,
56453.6,-0.12,0.13,0.10,
56453.6,-0.12,0.14,0.09,
56453.6,-0.12,0.14,0.09,
56453.6,-0.12,0.15,0.08,
56453.6,-0.12,0.15,0.08,
56453.6,-0.12,0.15,0.08,
56453.6,-0.12,0.15,0.08,
56453.6,-0.12,0.15,0.08,
56453.6,-0.12,0.15,0.08,
56453.6,-0.12,0.15,0.08,
56453.6,-0.13,0.15,0.08,
56453.6,-0.13,0.15,0.08,
56453.6,-0.14,0.15,0.08,
56453.6,-0.14,0.15,0.08,
56453.6,-0.15,0.17,0.07,
56453.7,-0.16,0.20,0.07,
56453.7,-0.16,0.23,0.06,
56453.7,-0.17,0.27,0.05,
56453.7,-0.17,0.30,0.04,
56453.7,-0.17,0.35,0.04,
56453.7,-0.17,0.40,0.03,
56453.7,-0.18,0.46,0.03,
56453.7,-0.18,0.51,0.02,
56453.7,-0.18,0.56,0.02,
56453.7,-0.19,0.61,0.02,
56453.7,-0.19,0.66,0.02,
56453.7,-0.19,0.70,0.02,
56453.7,-0.20,0.74,0.02,
56453.7,-0.21,0.77,0.03,
56453.7,-0.22,0.80,0.03,
56453.7,-0.23,0.83,0.04,
56453.7,-0.24,0.85,0.05,
56453.7,-0.25,0.86,0.05,
56453.7,-0.25,0.87,0.06,
56453.8,-0.26,0.88,0.06,
56453.8,-0.26,0.89,0.07,
56453.8,-0.27,0.90,0.07,
56453.8,-0.28,0.90,0.08,
56453.8,-0.29,0.88,0.09,
56453.8,-0.30,0.84,0.09,
56453.8,-0.31,0.79,0.10,
56453.8,-0.32,0.74,0.11,
56453.8,-0.33,0.68,0.11,
56453.8,-0.35,0.62,0.12,
56453.8,-0.37,0.56,0.12,
56453.8,-0.38,0.51,0.13,
56453.8,-0.39,0.46,0.14,
56453.8,-0.39,0.43,0.14,
56453.8,-0.39,0.40,0.15,
56453.8,-0.38,0.39,0.15,
56453.8,-0.36,0.38,0.15,
56453.8,-0.35,0.37,0.15,
56453.8,-0.35,0.36,0.15,
56453.8,-0.35,0.35,0.15,
56453.8,-0.34,0.34,0.15,
56453.9,-0.34,0.33,0.15,
56453.9,-0.33,0.31,0.15,
56453.9,-0.33,0.29,0.15,
56453.9,-0.33,0.27,0.15,
56453.9,-0.33,0.25,0.15,
56453.9,-0.33,0.23,0.14,
56453.9,-0.33,0.21,0.15,
56453.9,-0.33,0.19,0.15,
56453.9,-0.33,0.17,0.16,
56453.9,-0.33,0.16,0.16,
56453.9,-0.34,0.15,0.18,
56453.9,-0.34,0.14,0.18,
56453.9,-0.34,0.14,0.20,
56453.9,-0.34,0.13,0.21,
56453.9,-0.34,0.13,0.21,
56453.9,-0.34,0.12,0.22,
56453.9,-0.34,0.11,0.23,
56453.9,-0.33,0.10,0.23,
56453.9,-0.32,0.10,0.23,
