time,x,y,z,
53127.1,23.60,-32.29,-22.91,
53127.1,24.06,-32.89,-22.72,
53127.1,23.77,-33.48,-22.72,
53127.1,23.71,-33.57,-22.72,
53127.1,23.04,-33.57,-23.05,
53127.1,23.27,-33.15,-23.10,
53127.2,23.89,-32.03,-23.22,
53127.2,24.17,-31.94,-22.95,
53127.2,24.41,-31.86,-22.72,
53127.2,23.60,-32.94,-24.04,
53127.2,23.38,-33.23,-24.39,
53127.2,23.72,-32.54,-22.72,
53127.3,23.45,-32.61,-23.18,
53127.3,22.35,-32.89,-25.07,
53127.3,23.20,-33.12,-24.38,
53127.3,24.24,-33.40,-23.56,
53127.3,23.87,-32.80,-24.39,
53127.3,23.72,-32.54,-24.73,
53127.3,23.72,-33.20,-24.08,
53127.4,23.59,-33.25,-24.08,
53127.4,22.53,-33.40,-24.23,
53127.4,23.16,-33.65,-24.23,
53127.4,24.24,-34.08,-24.23,
53127.4,23.48,-33.33,-24.33,
53127.5,23.04,-32.89,-24.39,
53127.5,22.43,-34.10,-23.51,
53127.5,22.44,-34.18,-23.42,
53127.5,24.58,-32.37,-24.23,
53127.5,23.72,-32.52,-24.08,
53127.5,21.67,-32.89,-23.72,
53127.6,22.23,-32.14,-24.28,
53127.6,22.70,-31.52,-24.73,
53127.6,23.52,-33.17,-24.19,
53127.6,23.72,-33.57,-24.06,
53127.6,21.67,-32.54,-25.07,
53127.6,22.07,-32.73,-25.10,
53127.7,23.55,-33.40,-25.23,
53127.7,23.15,-33.00,-23.89,
53127.7,22.70,-32.54,-22.38,
53127.7,22.82,-32.67,-22.75,
53127.7,22.87,-32.71,-22.89,
53127.7,23.87,-32.04,-22.89,
53127.8,23.85,-32.17,-22.89,
53127.8,23.55,-33.06,-22.89,
53127.8,23.28,-33.19,-23.41,
53127.8,22.87,-33.40,-24.23,
53127.8,23.09,-33.62,-24.66,
53127.8,23.21,-33.74,-24.90,
53127.9,23.21,-34.05,-24.90,
53127.9,23.24,-34.02,-24.76,
53127.9,23.72,-32.89,-22.38,
53127.9,23.67,-33.05,-22.54,
53127.9,23.55,-33.40,-22.89,
53127.9,23.55,-33.40,-22.89,
53128.0,23.38,-32.20,-23.39,
53128.0,23.26,-32.32,-23.51,
53128.0,22.70,-32.89,-24.06,
53128.0,23.15,-33.04,-23.32,
53128.0,23.72,-33.23,-22.38,
53128.0,23.24,-32.75,-23.09,
53128.1,23.04,-32.54,-23.39,
53128.1,22.71,-32.54,-24.04,
53128.1,22.63,-32.48,-23.99,
53128.1,22.01,-31.86,-23.39,
53128.1,22.20,-32.17,-23.57,
53128.1,22.53,-32.71,-23.89,
53128.2,23.80,-32.93,-23.89,
53128.2,24.58,-33.06,-23.89,
53128.2,23.37,-33.97,-24.48,
53128.2,23.22,-34.08,-24.54,
53128.2,23.72,-33.57,-23.05,
53128.2,23.77,-33.24,-23.10,
53128.3,23.89,-32.37,-23.22,
53128.3,24.08,-32.37,-23.77,
53128.3,24.24,-32.37,-24.23,
53128.3,23.00,-33.34,-23.28,
53128.3,22.70,-33.57,-23.05,
53128.4,22.01,-34.60,-25.07,
53128.4,22.31,-34.29,-24.70,
53128.4,23.55,-33.06,-23.22,
53128.4,23.71,-32.74,-23.07,
53128.4,23.89,-32.37,-22.89,
53128.4,23.40,-32.62,-23.13,
53128.4,23.21,-32.71,-23.22,
53128.5,22.19,-32.04,-23.55,
53128.5,22.26,-32.11,-23.59,
53128.5,22.87,-32.71,-23.89,
53128.5,23.00,-33.24,-23.38,
53128.5,23.21,-34.08,-22.55,
53128.5,23.21,-33.20,-22.77,
53128.6,23.21,-32.71,-22.89,
53128.6,22.12,-32.25,-23.95,
53128.6,22.06,-32.19,-24.07,
53128.6,23.38,-31.86,-24.39,
53128.6,23.69,-31.86,-23.99,
53128.6,24.41,-31.86,-23.05,
53128.7,23.63,-31.86,-23.24,
53128.7,23.04,-31.86,-23.39,
53128.7,23.60,-32.99,-23.94,
53128.7,23.72,-33.23,-24.06,
53128.7,23.04,-33.23,-25.07,
53128.8,23.07,-33.34,-24.81,
53128.8,23.21,-33.74,-23.89,
53128.8,23.04,-33.91,-23.57,
53128.8,22.87,-34.08,-23.22,
53128.8,22.87,-32.30,-23.97,
53128.8,22.87,-31.69,-24.23,
53128.9,24.06,-31.86,-23.72,
53128.9,23.85,-32.03,-23.89,
53128.9,22.53,-33.06,-24.90,
53128.9,23.35,-32.92,-24.49,
53128.9,24.58,-32.71,-23.89,
53128.9,24.01,-32.60,-23.34,
53128.9,23.72,-32.54,-23.05,
53129.0,22.61,-32.39,-24.14,
53129.0,22.56,-32.36,-24.18,
53129.0,23.04,-32.20,-23.39,
53129.0,22.98,-32.70,-23.23,
53129.0,22.87,-33.74,-22.89,
53129.0,22.87,-33.94,-22.89,
53129.1,22.87,-34.08,-22.89,
53129.1,22.87,-32.64,-23.45,
53129.1,22.87,-32.37,-23.56,
53129.1,22.70,-33.57,-24.06,
53129.1,23.19,-33.57,-23.90,
53129.2,24.75,-33.57,-23.39,
53129.2,23.80,-33.31,-22.80,
53129.2,22.87,-33.06,-22.22,
53129.2,23.00,-32.66,-23.37,
53129.2,23.04,-32.54,-23.72,
53129.2,23.89,-33.40,-24.23,
53129.3,23.65,-33.48,-24.04,
53129.3,22.35,-33.91,-23.05,
53129.3,22.79,-33.48,-23.05,
53129.3,23.38,-32.89,-23.05,
53129.3,22.32,-32.77,-23.63,
53129.3,21.84,-32.71,-23.89,
53129.3,22.65,-32.88,-24.05,
53129.4,22.84,-32.94,-23.98,
53129.4,24.41,-33.57,-23.05,
53129.4,23.99,-33.63,-23.23,
53129.4,23.21,-33.74,-23.56,
53129.4,23.31,-33.02,-23.45,
53129.5,23.38,-32.54,-23.39,
53129.5,22.93,-31.80,-23.24,
53129.5,22.87,-31.69,-23.23,
53129.5,22.35,-34.60,-24.73,
53129.5,22.85,-33.92,-24.15,
53129.5,24.24,-32.03,-22.55,
53129.6,23.96,-32.48,-22.81,
53129.6,23.72,-32.89,-23.05,
53129.6,22.64,-33.70,-23.58,
53129.6,22.35,-33.91,-23.72,
53129.6,25.09,-32.20,-23.72,
53129.6,24.56,-32.23,-23.75,
53129.7,22.18,-32.37,-23.89,
53129.7,23.02,-32.60,-23.37,
53129.7,24.06,-32.89,-22.72,
53129.7,23.70,-33.49,-22.84,
53129.7,23.55,-33.74,-22.89,
53129.7,24.22,-32.41,-21.58,
53129.8,24.04,-32.36,-21.63,
53129.8,22.35,-32.20,-22.38,
53129.8,22.23,-32.82,-22.63,
53129.8,22.01,-33.91,-23.05,
53129.8,22.76,-33.81,-24.21,
53129.8,23.21,-33.74,-24.90,
53129.9,21.68,-32.21,-23.40,
53129.9,21.57,-32.05,-23.21,
53129.9,24.58,-32.71,-22.89,
53129.9,24.09,-32.81,-23.37,
53129.9,22.87,-33.06,-24.56,
53129.9,22.77,-33.15,-23.37,
53130.0,22.70,-33.23,-22.38,
53130.0,23.11,-33.09,-23.88,
53130.0,23.21,-33.06,-24.23,
53130.0,23.21,-34.43,-25.23,
53130.0,23.24,-34.11,-24.64,
53130.0,23.38,-32.89,-22.38,
53130.1,23.78,-32.81,-23.25,
53130.1,24.24,-32.71,-24.23,
53130.1,22.98,-32.46,-23.49,
53130.1,22.53,-32.37,-23.22,
53130.1,23.21,-32.03,-23.89,
53130.1,23.32,-32.14,-23.79,
53130.2,24.06,-32.89,-23.05,
53130.2,23.80,-32.62,-23.70,
53130.2,23.38,-32.20,-24.73,
53130.2,23.16,-32.20,-23.64,
53130.2,23.04,-32.20,-23.05,
53130.2,23.04,-32.51,-22.44,
53130.3,22.98,-32.53,-22.47,
53130.3,21.67,-32.20,-24.39,
53130.3,22.09,-32.41,-24.19,
53130.3,23.04,-32.89,-23.72,
53130.3,23.33,-32.98,-23.44,
53130.3,23.55,-33.06,-23.22,
53130.4,23.84,-32.77,-23.22,
53130.4,23.89,-32.71,-23.22,
53130.4,24.06,-32.54,-23.72,
53130.4,23.79,-32.82,-23.38,
53130.4,22.87,-33.74,-22.22,
53130.4,22.95,-33.32,-22.96,
53130.5,23.04,-32.89,-23.72,
53130.5,23.94,-32.24,-24.86,
53130.5,24.24,-32.03,-25.23,
53130.5,22.70,-33.91,-23.72,
53130.5,22.77,-33.63,-23.70,
53130.5,23.21,-32.03,-23.56,
53130.6,23.42,-31.82,-23.76,
53130.6,23.72,-31.52,-24.06,
53130.6,22.80,-32.44,-23.83,
53130.6,22.35,-32.89,-23.72,
53130.6,24.43,-33.05,-24.19,
53130.7,24.48,-33.15,-24.23,
53130.7,23.21,-34.43,-24.23,
53130.7,22.98,-33.64,-24.01,
53130.7,22.53,-32.03,-23.56,
53130.7,23.03,-32.74,-23.26,
53130.7,23.38,-33.23,-23.05,
53130.7,23.97,-32.06,-23.05,
53130.8,24.06,-31.86,-23.05,
53130.8,23.04,-32.54,-23.39,
53130.8,22.99,-32.85,-23.52,
53130.8,22.87,-33.74,-23.89,
53130.8,22.81,-33.90,-24.25,
53130.8,22.70,-34.25,-25.05,
53130.9,22.96,-33.19,-23.77,
53130.9,23.04,-32.89,-23.39,
53130.9,22.87,-31.69,-24.90,
53130.9,22.66,-31.77,-24.42,
53130.9,21.67,-32.20,-22.05,
53131.0,22.04,-32.42,-22.26,
53131.0,22.53,-32.71,-22.55,
53131.0,23.59,-32.83,-23.36,
53131.0,24.06,-32.89,-23.72,
53131.0,24.23,-33.05,-22.60,
53131.0,24.22,-33.01,-22.60,
53131.1,24.06,-32.54,-23.05,
53131.1,23.76,-32.48,-23.46,
53131.1,23.21,-32.37,-24.23,
53131.1,23.33,-32.50,-23.61,
53131.1,23.54,-32.65,-22.67,
53131.1,23.38,-31.86,-24.06,
53131.2,22.97,-31.92,-23.77,
53131.2,22.18,-32.03,-23.22,
53131.2,22.80,-32.24,-23.02,
53131.2,23.21,-32.37,-22.89,
53131.2,23.65,-32.52,-23.61,
53131.2,23.72,-32.54,-23.72,
53131.3,23.89,-32.37,-22.89,
53131.3,23.89,-32.64,-23.32,
53131.3,23.89,-33.40,-24.56,
53131.3,23.89,-32.69,-24.21,
53131.3,23.89,-32.03,-23.89,
53131.3,24.03,-31.90,-24.29,
53131.3,24.06,-31.86,-24.39,
53131.4,21.84,-32.03,-23.56,
53131.4,21.87,-32.19,-23.35,
53131.4,22.01,-32.89,-22.38,
53131.4,23.07,-32.58,-22.83,
53131.4,24.41,-32.20,-23.39,
53131.4,23.44,-32.69,-24.33,
53131.5,23.04,-32.89,-24.73,
53131.5,22.71,-33.22,-22.46,
53131.5,22.68,-33.21,-22.43,
53131.5,22.53,-33.06,-22.89,
53131.5,22.65,-32.93,-23.01,
53131.6,22.87,-32.71,-23.22,
53131.6,23.51,-33.79,-23.43,
53131.6,23.89,-34.43,-23.56,
53131.6,23.89,-32.91,-23.85,
53131.6,23.88,-32.71,-23.88,
53131.6,23.21,-32.71,-23.22,
53131.7,23.16,-32.86,-23.46,
53131.7,23.04,-33.23,-24.06,
53131.7,22.94,-33.14,-23.60,
53131.7,22.87,-33.06,-23.22,
53131.7,23.28,-33.20,-24.17,
53131.7,23.38,-33.23,-24.39,
53131.8,22.18,-31.69,-23.22,
53131.8,22.18,-32.10,-23.09,
53131.8,22.18,-33.74,-22.55,
53131.8,22.50,-33.11,-23.02,
53131.8,22.87,-32.37,-23.56,
53131.8,23.24,-32.00,-23.43,
53131.9,23.38,-31.86,-23.39,
53131.9,23.89,-33.72,-24.55,
53131.9,23.75,-33.51,-24.46,
53131.9,22.70,-31.86,-23.72,
53131.9,22.76,-32.98,-24.05,
53131.9,22.87,-34.77,-24.56,
53132.0,22.20,-33.66,-24.35,
53132.0,21.84,-33.06,-24.23,
53132.0,22.46,-32.75,-24.53,
53132.0,22.55,-32.75,-24.58,
53132.0,23.04,-33.57,-25.07,
53132.0,22.93,-33.78,-24.86,
53132.1,22.70,-34.25,-24.39,
53132.1,22.70,-33.28,-23.82,
53132.1,22.70,-32.54,-23.39,
53132.1,23.69,-32.97,-23.53,
53132.1,23.89,-33.06,-23.56,
53132.1,22.35,-32.89,-23.72,
53132.2,22.39,-32.85,-23.84,
53132.2,22.53,-32.71,-24.23,
53132.2,22.77,-32.63,-23.98,
53132.2,23.04,-32.54,-23.72,
53132.2,23.17,-33.44,-24.10,
53132.2,23.21,-33.74,-24.23,
53132.3,24.24,-33.74,-22.55,
53132.3,23.93,-33.64,-22.55,
53132.3,22.18,-33.06,-22.55,
53132.3,22.67,-33.41,-22.48,
53132.3,23.38,-33.91,-22.38,
53132.3,22.11,-34.49,-23.85,
53132.4,21.50,-34.77,-24.56,
53132.4,21.98,-33.97,-23.78,
53132.4,22.02,-33.83,-23.67,
53132.4,22.18,-32.71,-22.89,
53132.4,22.18,-32.71,-23.33,
53132.4,22.18,-32.71,-24.23,
53132.5,21.88,-33.63,-23.73,
53132.5,21.67,-34.25,-23.39,
53132.5,22.84,-34.25,-23.96,
53132.5,23.04,-34.25,-24.06,
53132.5,23.21,-33.40,-23.89,
53132.5,23.16,-33.70,-23.77,
53132.6,23.04,-34.60,-23.39,
53132.6,22.24,-33.81,-23.99,
53132.6,21.50,-33.06,-24.56,
53132.6,20.96,-33.33,-24.04,
53132.6,20.81,-33.40,-23.89,
53132.7,23.04,-33.91,-23.72,
53132.7,22.77,-34.00,-23.64,
53132.7,21.50,-34.43,-23.22,
53132.7,21.42,-34.95,-23.88,
53132.7,21.33,-35.62,-24.73,
53132.7,20.97,-35.03,-24.14,
53132.7,20.81,-34.77,-23.89,
53132.8,21.80,-33.45,-23.25,
53132.8,21.74,-33.53,-23.22,
53132.8,20.81,-34.77,-23.22,
53132.8,20.63,-34.71,-23.40,
53132.8,20.30,-34.60,-23.72,
53132.8,19.77,-35.34,-24.04,
53132.9,19.44,-35.80,-24.23,
53132.9,19.75,-36.10,-23.63,
53132.9,19.78,-36.14,-23.57,
53132.9,19.27,-35.97,-24.39,
53132.9,19.37,-35.87,-24.12,
53132.9,19.62,-35.62,-23.39,
53133.0,19.62,-35.99,-23.75,
53133.0,19.62,-36.31,-24.06,
53133.0,18.66,-36.17,-23.92,
53133.0,18.42,-36.14,-23.89,
53133.0,18.42,-35.45,-24.23,
53133.1,18.52,-35.42,-24.33,
53133.1,18.93,-35.28,-24.73,
53133.1,18.93,-35.28,-24.73,
53133.1,18.93,-35.28,-24.73,
53133.1,18.81,-36.14,-25.09,
53133.1,18.76,-36.48,-25.23,
53133.1,16.06,-36.48,-25.23,
53133.2,16.32,-36.42,-25.25,
53133.2,18.59,-35.97,-25.40,
53133.2,18.46,-35.84,-25.78,
53133.2,18.25,-35.62,-26.41,
53133.2,17.15,-34.75,-25.98,
53133.2,16.54,-34.25,-25.74,
53133.3,16.54,-36.11,-26.64,
53133.3,16.54,-36.30,-26.72,
53133.3,16.54,-35.97,-26.07,
53133.3,16.33,-35.76,-26.37,
53133.3,15.85,-35.28,-27.08,
53133.3,16.43,-35.86,-26.70,
53133.4,16.88,-36.31,-26.41,
53133.4,15.89,-35.32,-26.82,
53133.4,15.68,-35.11,-26.91,
53133.4,16.19,-36.31,-27.75,
53133.4,15.74,-35.85,-27.82,
53133.5,14.14,-34.25,-28.08,
53133.5,14.56,-34.67,-28.32,
53133.5,15.00,-35.11,-28.58,
53133.5,13.97,-35.11,-28.58,
53133.5,13.63,-35.11,-28.58,
53133.5,14.65,-35.80,-27.91,
53133.6,14.33,-35.77,-27.94,
53133.6,12.43,-35.62,-28.08,
53133.6,12.99,-34.93,-28.90,
53133.6,13.80,-33.91,-30.09,
53133.6,12.42,-33.91,-28.74,
53133.6,11.75,-33.91,-28.08,
53133.6,11.75,-34.87,-29.02,
53133.7,11.77,-34.92,-29.09,
53133.7,12.09,-34.60,-29.09,
53133.7,11.52,-34.48,-29.20,
53133.7,10.38,-34.25,-29.42,
53133.7,10.38,-34.87,-30.22,
53133.7,10.38,-35.28,-30.76,
53133.8,8.47,-34.84,-30.33,
53133.8,8.15,-34.77,-30.26,
53133.8,8.32,-34.60,-30.76,
53133.8,8.37,-34.12,-30.80,
53133.8,8.49,-32.71,-30.93,
53133.9,7.52,-33.86,-30.50,
53133.9,6.61,-34.94,-30.09,
53133.9,6.48,-35.07,-32.05,
53133.9,6.44,-35.11,-32.61,
53133.9,6.61,-36.31,-30.09,
53133.9,6.11,-36.28,-30.30,
53134.0,3.70,-36.14,-31.27,
53134.0,3.48,-35.91,-31.34,
53134.0,3.19,-35.62,-31.43,
53134.0,2.83,-36.94,-30.62,
53134.0,2.68,-37.51,-30.26,
53134.0,2.84,-36.35,-30.42,
53134.1,2.62,-36.41,-30.49,
53134.1,0.45,-37.34,-31.10,
53134.1,0.33,-37.58,-30.62,
53134.1,0.11,-38.02,-29.76,
53134.1,-0.53,-37.59,-28.92,
53134.1,-0.92,-37.34,-28.42,
53134.1,-1.98,-37.79,-28.56,
53134.2,-2.14,-37.87,-28.59,
53134.2,-3.65,-39.39,-29.42,
53134.2,-3.75,-39.10,-28.95,
53134.2,-3.99,-38.36,-27.75,
53134.2,-3.63,-38.73,-28.47,
53134.3,-3.31,-39.05,-29.09,
53134.3,-5.93,-38.91,-29.49,
53134.3,-6.56,-38.87,-29.59,
53134.3,-6.39,-40.07,-29.42,
53134.3,-6.70,-39.83,-29.05,
53134.3,-7.93,-38.87,-27.58,
53134.4,-8.33,-39.59,-28.12,
53134.4,-8.79,-40.41,-28.75,
53134.4,-8.79,-39.67,-28.51,
53134.4,-8.79,-39.39,-28.42,
53134.4,-9.47,-39.73,-27.42,
53134.4,-9.64,-39.73,-27.45,
53134.5,-10.84,-39.73,-27.75,
53134.5,-10.97,-39.86,-27.23,
53134.5,-11.18,-40.07,-26.41,
53134.5,-10.40,-39.96,-26.95,
53134.5,-9.98,-39.90,-27.24,
53134.5,-9.52,-40.06,-26.48,
53134.6,-9.49,-40.05,-26.44,
53134.6,-9.98,-39.56,-27.24,
53134.6,-9.83,-40.25,-27.29,
53134.6,-9.47,-41.78,-27.41,
53134.6,-9.28,-41.00,-27.79,
53134.6,-9.13,-40.41,-28.08,
53134.7,-9.27,-40.84,-27.94,
53134.7,-9.30,-40.93,-27.91,
53134.7,-10.84,-41.44,-26.07,
53134.7,-10.60,-41.52,-26.22,
53134.7,-9.81,-41.78,-26.74,
53134.7,-9.98,-41.62,-25.59,
53134.8,-10.15,-41.44,-24.39,
53134.8,-9.64,-40.92,-25.15,
53134.8,-9.47,-40.76,-25.40,
53134.8,-10.33,-40.93,-25.57,
53134.8,-10.30,-40.85,-25.79,
53134.8,-10.15,-40.41,-27.08,
53134.9,-9.52,-40.91,-27.15,
53134.9,-8.62,-41.61,-27.24,
53134.9,-8.38,-40.92,-27.47,
53134.9,-8.27,-40.59,-27.58,
53134.9,-7.95,-41.55,-25.69,
53134.9,-8.00,-41.49,-25.66,
53135.0,-8.96,-39.90,-26.91,
53135.0,-8.73,-40.36,-27.02,
53135.0,-8.27,-41.27,-27.24,
53135.0,-8.38,-41.17,-27.14,
53135.0,-8.44,-41.10,-27.08,
53135.0,-7.27,-41.39,-27.36,
53135.1,-7.08,-41.44,-27.41,
53135.1,-7.25,-41.95,-27.24,
53135.1,-7.38,-41.91,-27.20,
53135.1,-7.76,-41.78,-27.08,
53135.1,-7.76,-41.43,-27.08,
53135.1,-7.76,-41.10,-27.08,
53135.2,-7.36,-40.97,-27.21,
53135.2,-7.25,-40.93,-27.24,
53135.2,-8.27,-41.61,-28.58,
53135.2,-8.18,-41.64,-28.20,
53135.2,-7.76,-41.78,-26.41,
53135.2,-7.76,-42.09,-26.11,
53135.3,-7.76,-42.47,-25.74,
53135.3,-8.48,-41.99,-25.74,
53135.3,-8.79,-41.78,-25.74,
53135.3,-7.96,-41.62,-27.51,
53135.3,-7.80,-41.58,-27.42,
53135.3,-6.56,-41.27,-25.90,
53135.4,-6.81,-41.39,-25.90,
53135.4,-7.25,-41.61,-25.90,
53135.4,-7.57,-42.79,-26.43,
53135.4,-7.76,-43.49,-26.74,
53135.4,-8.52,-43.04,-26.89,
53135.5,-8.61,-42.98,-26.91,
53135.5,-8.27,-42.64,-27.24,
53135.5,-8.42,-42.40,-27.38,
53135.5,-8.79,-41.78,-27.75,
53135.5,-8.42,-41.41,-27.56,
53135.5,-8.10,-41.10,-27.41,
53135.6,-9.07,-41.51,-26.73,
53135.6,-9.30,-41.61,-26.57,
53135.6,-8.44,-41.78,-26.41,
53135.6,-8.51,-41.92,-26.34,
53135.6,-8.79,-42.47,-26.07,
53135.6,-8.79,-42.63,-26.38,
53135.6,-8.79,-42.81,-26.74,
53135.7,-8.29,-43.06,-26.74,
53135.7,-8.10,-43.15,-26.74,
53135.7,-9.12,-42.48,-25.41,
53135.7,-8.94,-42.36,-25.42,
53135.7,-7.59,-41.61,-25.57,
53135.8,-8.25,-42.01,-25.70,
53135.8,-9.30,-42.64,-25.90,
53135.8,-9.63,-41.64,-27.10,
53135.8,-9.81,-41.10,-27.75,
53135.8,-8.57,-41.72,-25.62,
53135.8,-8.36,-41.83,-25.44,
53135.9,-6.39,-42.81,-26.41,
53135.9,-7.02,-42.71,-26.20,
53135.9,-8.44,-42.47,-25.74,
53135.9,-7.67,-42.47,-25.54,
53135.9,-7.08,-42.47,-25.40,
53135.9,-8.07,-41.47,-26.37,
53135.9,-8.27,-41.27,-26.57,
53136.0,-9.47,-41.78,-26.74,
53136.0,-9.01,-41.94,-26.66,
53136.0,-7.42,-42.47,-26.41,
53136.0,-7.92,-42.47,-25.75,
53136.0,-8.44,-42.47,-25.07,
53136.0,-9.73,-42.73,-25.57,
53136.1,-10.15,-42.81,-25.74,
53136.1,-10.84,-42.12,-25.40,
53136.1,-10.56,-42.05,-25.62,
53136.1,-8.96,-41.61,-26.91,
53136.1,-8.54,-41.61,-26.36,
53136.1,-7.93,-41.61,-25.57,
53136.2,-8.74,-41.50,-26.13,
53136.2,-9.13,-41.44,-26.41,
53136.2,-8.97,-40.96,-25.93,
53136.2,-8.92,-40.92,-25.85,
53136.2,-8.44,-40.76,-25.07,
53136.3,-8.67,-41.21,-25.62,
53136.3,-9.13,-42.12,-26.74,
53136.3,-8.82,-41.82,-26.44,
53136.3,-8.62,-41.61,-26.24,
53136.3,-8.76,-42.05,-26.95,
53136.3,-8.79,-42.12,-27.08,
53136.4,-10.15,-41.10,-26.07,
53136.4,-9.43,-40.97,-26.28,
53136.4,-7.25,-40.59,-26.91,
53136.4,-7.69,-41.55,-26.99,
53136.4,-8.10,-42.47,-27.08,
53136.4,-7.70,-41.54,-25.64,
53136.4,-7.59,-41.27,-25.23,
53136.5,-8.62,-41.61,-25.57,
53136.5,-8.82,-41.47,-25.48,
53136.5,-9.81,-40.76,-25.07,
53136.5,-9.52,-40.61,-25.07,
53136.5,-9.13,-40.41,-25.07,
53136.6,-8.06,-40.77,-26.35,
53136.6,-7.59,-40.93,-26.91,
53136.6,-8.74,-41.75,-27.07,
53136.6,-8.75,-41.91,-27.04,
53136.6,-8.44,-43.15,-26.74,
53136.6,-8.51,-42.48,-26.44,
53136.7,-8.62,-41.27,-25.90,
53136.7,-8.72,-42.01,-25.59,
53136.7,-8.79,-42.47,-25.40,
53136.7,-8.03,-42.02,-26.73,
53136.7,-7.94,-41.96,-26.90,
53136.7,-8.79,-42.12,-26.41,
53136.8,-8.50,-41.94,-26.31,
53136.8,-7.76,-41.44,-26.07,
53136.8,-7.95,-41.81,-25.89,
53136.8,-8.10,-42.12,-25.74,
53136.8,-6.73,-41.58,-25.74,
53136.8,-6.39,-41.44,-25.74,
53136.9,-8.27,-40.24,-28.92,
53136.9,-8.24,-40.48,-28.35,
53136.9,-8.10,-41.44,-26.07,
53136.9,-7.71,-41.84,-26.46,
53136.9,-7.25,-42.30,-26.91,
53136.9,-7.50,-42.55,-26.42,
53137.0,-7.59,-42.64,-26.24,
53137.0,-9.62,-40.95,-26.24,
53137.0,-9.43,-40.93,-26.20,
53137.0,-7.93,-40.93,-25.90,
53137.0,-7.73,-41.78,-26.23,
53137.0,-7.42,-43.15,-26.74,
