time,x,y,z,MF
19:59:17:567,30.27,13.43,-26.50,42.41
19:59:17:581,29.73,13.11,-27.02,42.26
19:59:17:616,29.48,12.90,-27.34,42.23
19:59:17:617,30.06,12.55,-27.68,42.74
19:59:17:629,30.27,12.43,-27.80,42.94
19:59:17:656,30.27,11.42,-26.17,41.61
19:59:17:671,30.22,11.99,-26.47,41.93
19:59:17:685,30.10,13.60,-27.31,42.86
19:59:17:705,29.65,14.05,-27.37,42.73
19:59:17:721,28.93,14.78,-27.48,42.55
19:59:17:735,29.30,13.42,-27.11,42.12
19:59:17:749,29.43,12.93,-26.99,41.97
19:59:17:764,30.56,12.77,-27.14,42.82
19:59:17:791,30.54,12.73,-27.08,42.75
19:59:17:804,29.93,12.43,-26.50,41.86
19:59:17:820,30.06,12.67,-26.62,42.10
19:59:17:834,30.27,13.10,-26.82,42.51
19:59:17:855,30.27,13.10,-27.54,42.97
19:59:17:869,30.27,13.10,-28.13,43.35
19:59:17:884,30.12,11.82,-26.88,42.07
19:59:17:897,30.10,11.58,-26.66,41.84
19:59:17:925,30.10,11.92,-27.31,42.36
19:59:17:939,30.48,12.63,-27.05,42.66
19:59:17:953,31.27,14.11,-26.50,43.34
19:59:17:974,30.71,13.66,-26.50,42.80
19:59:17:988,29.60,12.76,-26.50,41.72
19:59:18:2,29.37,12.07,-26.72,41.50
19:59:18:15,29.26,11.75,-26.82,41.40
19:59:18:31,30.17,12.66,-27.70,42.87
19:59:18:59,30.27,12.78,-27.76,43.02
19:59:18:74,30.27,13.10,-27.15,42.72
19:59:18:94,30.20,13.03,-27.46,42.85
19:59:18:108,30.10,12.93,-27.97,43.07
19:59:18:123,29.54,13.11,-26.70,41.92
19:59:18:138,29.10,13.27,-25.68,41.01
19:59:18:152,29.23,12.60,-26.84,41.64
19:59:18:166,29.26,12.43,-27.15,41.81
19:59:18:195,29.93,12.76,-27.80,42.80
19:59:18:209,29.67,12.65,-27.47,42.37
19:59:18:225,28.76,12.26,-26.33,40.88
19:59:18:239,29.50,13.19,-26.33,41.69
19:59:18:253,30.10,13.94,-26.33,42.35
19:59:18:273,29.93,12.59,-26.82,42.12
19:59:18:287,29.77,11.25,-27.31,41.93
19:59:18:302,29.77,13.95,-28.77,43.68
19:59:18:330,29.73,14.22,-28.90,43.83
19:59:18:344,28.76,12.59,-27.64,41.83
19:59:18:358,29.49,12.79,-27.70,42.43
19:59:18:372,30.60,13.10,-27.80,43.37
19:59:18:393,30.09,12.41,-27.80,42.80
19:59:18:407,29.60,11.75,-27.80,42.28
19:59:18:423,29.11,12.24,-27.32,41.76
19:59:18:437,28.93,12.43,-27.15,41.57
19:59:18:467,29.77,12.93,-28.95,43.49
19:59:18:512,29.62,12.88,-28.99,43.41
19:59:18:514,28.76,12.59,-29.27,42.93
19:59:18:515,28.88,12.59,-28.81,42.69
19:59:18:525,29.10,12.59,-27.97,42.28
19:59:18:539,28.80,12.49,-28.46,42.37
19:59:18:554,28.60,12.43,-28.78,42.43
19:59:18:569,28.88,13.83,-28.78,43.05
19:59:18:583,28.93,14.11,-28.78,43.18
19:59:18:612,29.93,13.43,-27.80,43.01
19:59:18:628,30.03,13.33,-28.09,43.23
19:59:18:642,30.43,12.93,-29.27,44.16
19:59:18:662,29.80,12.45,-28.34,42.97
19:59:18:677,29.10,11.92,-27.31,41.65
19:59:18:692,29.43,12.48,-27.86,42.40
19:59:18:706,29.60,12.76,-28.13,42.78
19:59:18:721,27.56,11.97,-27.36,40.64
19:59:18:754,27.58,11.92,-27.36,40.64
19:59:18:767,29.43,11.92,-27.97,42.31
19:59:18:782,29.07,12.28,-27.82,42.07
19:59:18:797,28.26,13.10,-27.48,41.54
19:59:18:812,29.11,13.38,-27.75,42.38
19:59:18:827,29.77,13.60,-27.97,43.05
19:59:18:842,29.46,13.08,-27.66,42.47
19:59:18:857,29.26,12.76,-27.48,42.12
19:59:18:873,29.79,13.55,-27.22,42.57
19:59:18:904,29.99,13.71,-27.27,42.79
19:59:18:918,30.27,13.43,-27.80,43.24
19:59:18:935,30.21,13.38,-27.85,43.22
19:59:18:947,30.10,13.27,-27.97,43.17
19:59:18:960,29.48,12.39,-27.60,42.24
19:59:18:969,29.26,12.09,-27.48,41.92
19:59:18:984,30.44,12.38,-29.20,43.96
19:59:19:14,30.59,12.43,-29.41,44.22
19:59:19:28,30.10,12.59,-27.64,42.76
19:59:19:44,29.62,12.88,-27.64,42.51
19:59:19:58,28.43,13.60,-27.64,41.92
19:59:19:74,29.01,13.52,-27.88,42.45
19:59:19:88,29.60,13.43,-28.13,42.99
19:59:19:104,30.23,14.58,-27.76,43.55
19:59:19:118,30.43,14.95,-27.64,43.74
19:59:19:133,29.61,12.13,-26.83,41.76
19:59:19:163,29.84,12.29,-26.90,42.01
19:59:19:178,31.60,13.77,-27.48,44.08
19:59:19:193,31.48,13.53,-27.24,43.78
19:59:19:211,31.27,13.10,-26.82,43.23
19:59:19:226,30.56,13.20,-26.72,42.69
19:59:19:239,30.10,13.27,-26.66,42.34
19:59:19:258,29.55,13.27,-28.53,43.17
19:59:19:274,29.43,13.27,-28.95,43.36
19:59:19:301,27.93,13.43,-27.80,41.64
19:59:19:315,28.12,13.01,-27.76,41.60
19:59:19:329,28.76,11.58,-27.64,41.54
19:59:19:344,29.70,12.05,-27.79,42.42
19:59:19:364,30.77,12.59,-27.97,43.44
19:59:19:374,29.34,12.35,-27.97,42.38
19:59:19:391,28.76,12.26,-27.97,41.95
19:59:19:406,29.23,12.41,-27.51,42.01
19:59:19:434,29.17,12.48,-27.53,42.00
19:59:19:479,27.76,13.27,-28.29,41.80
19:59:19:489,28.20,13.38,-27.97,41.91
19:59:19:498,29.10,13.60,-27.31,42.16
19:59:19:500,29.91,13.87,-27.93,43.22
19:59:19:512,30.60,14.11,-28.46,44.11
19:59:19:527,28.45,13.57,-28.46,42.47
19:59:19:537,27.93,13.43,-28.46,42.08
19:59:19:570,28.60,13.43,-27.80,42.09
19:59:19:585,29.08,13.30,-27.85,42.40
19:59:19:601,30.43,12.93,-27.97,43.31
19:59:19:623,30.03,12.93,-27.97,43.03
19:59:19:631,29.43,12.93,-27.97,42.61
19:59:19:644,29.54,14.13,-27.86,42.99
19:59:19:657,29.60,14.78,-27.80,43.22
19:59:19:672,29.14,12.77,-27.35,41.96
19:59:19:705,29.10,12.61,-27.35,41.88
19:59:19:724,29.10,12.93,-27.97,42.38
19:59:19:725,29.10,12.93,-27.97,42.38
19:59:19:747,29.26,13.43,-26.17,41.49
19:59:19:763,29.75,13.43,-26.80,42.23
19:59:19:778,30.27,13.43,-27.48,43.03
19:59:19:794,30.01,12.17,-27.23,42.31
19:59:19:810,29.93,11.75,-27.15,42.09
19:59:19:825,29.29,13.37,-28.73,43.15
19:59:19:853,29.34,13.43,-28.64,43.14
19:59:19:867,29.93,13.43,-27.48,42.80
19:59:19:882,29.68,13.18,-27.48,42.54
19:59:19:896,29.26,12.76,-27.48,42.12
19:59:19:912,29.85,12.96,-27.67,42.71
19:59:19:927,30.27,13.10,-27.80,43.14
19:59:19:942,29.41,13.39,-27.80,42.62
19:59:19:956,29.26,13.43,-27.80,42.54
19:59:19:990,29.10,13.27,-27.97,42.48
19:59:20:3,28.91,13.45,-28.00,42.44
19:59:20:18,28.26,14.11,-28.13,42.30
19:59:20:34,28.10,14.27,-27.66,41.93
19:59:20:48,27.93,14.44,-27.15,41.54
19:59:20:63,28.51,13.63,-27.94,42.18
19:59:20:77,28.76,13.27,-28.29,42.47
19:59:20:96,29.41,13.91,-27.98,42.91
19:59:20:124,29.38,13.92,-28.05,42.94
19:59:20:139,28.93,13.77,-28.78,43.07
19:59:20:250,28.98,13.61,-28.43,42.82
19:59:20:252,29.10,13.27,-27.64,42.27
19:59:20:253,28.90,13.07,-27.45,41.95
19:59:20:254,28.76,12.93,-27.31,41.72
19:59:20:255,29.96,12.79,-27.44,42.60
19:59:20:257,30.27,12.76,-27.48,42.82
19:59:20:258,28.93,13.10,-26.50,41.36
19:59:20:277,28.79,13.10,-26.63,41.35
19:59:20:287,28.26,13.10,-27.15,41.32
19:59:20:307,29.31,13.17,-27.35,42.20
19:59:20:327,30.77,13.27,-27.64,43.44
19:59:20:346,29.58,12.92,-28.14,42.82
19:59:20:347,28.43,12.59,-28.62,42.26
19:59:20:363,28.88,13.65,-27.00,41.83
19:59:20:385,28.93,13.77,-26.82,41.79
19:59:20:413,29.43,11.92,-27.31,41.89
19:59:20:428,29.16,12.55,-27.49,41.99
19:59:20:440,28.43,14.27,-27.97,42.36
19:59:20:452,29.04,14.01,-27.88,42.62
19:59:20:467,29.60,13.77,-27.80,42.88
19:59:20:483,29.23,14.14,-28.40,43.14
19:59:20:498,29.10,14.27,-28.62,43.24
19:59:20:558,30.60,13.10,-27.48,43.16
19:59:20:560,30.21,13.00,-27.43,42.83
19:59:20:565,27.93,12.43,-27.15,40.88
19:59:20:578,28.63,12.36,-26.96,41.22
19:59:20:586,29.77,12.26,-26.66,41.80
19:59:20:606,29.55,12.68,-27.07,42.04
19:59:20:626,29.43,12.93,-27.31,42.18
19:59:20:629,29.05,13.57,-26.94,41.87
19:59:20:646,28.93,13.77,-26.82,41.79
19:59:20:674,30.94,14.78,-26.50,43.33
19:59:20:689,30.73,14.23,-26.54,43.02
19:59:20:712,30.10,12.59,-26.66,42.13
19:59:20:719,29.95,13.21,-27.11,42.50
19:59:20:735,29.77,13.94,-27.64,42.94
19:59:20:749,29.89,14.06,-27.76,43.15
19:59:20:764,29.93,14.11,-27.80,43.22
19:59:20:779,28.67,11.88,-27.80,41.67
19:59:20:811,28.60,11.78,-27.83,41.60
19:59:20:834,28.60,12.09,-28.13,41.89
19:59:20:842,29.01,12.09,-28.13,42.18
19:59:20:858,29.93,12.09,-28.13,42.82
19:59:20:872,29.65,12.18,-27.67,42.34
19:59:20:887,29.43,12.26,-27.31,41.98
19:59:20:909,29.29,12.67,-27.18,41.92
19:59:20:924,29.26,12.76,-27.15,41.91
19:59:20:950,28.93,12.76,-27.15,41.68
19:59:20:959,29.02,12.66,-27.12,41.69
19:59:20:974,29.43,12.26,-26.99,41.77
19:59:20:991,29.22,12.18,-27.75,42.10
19:59:21:10,28.93,12.09,-28.78,42.56
19:59:21:25,28.93,11.41,-28.56,42.23
19:59:21:41,28.93,11.08,-28.46,42.07
19:59:21:57,29.37,12.41,-26.87,41.70
19:59:21:85,29.44,12.64,-26.71,41.71
19:59:21:88,29.58,13.33,-27.38,42.45
19:59:21:118,29.84,13.58,-27.52,42.81
19:59:21:126,30.43,13.94,-27.64,43.41
19:59:21:143,29.53,14.12,-27.46,42.73
19:59:21:154,28.76,14.27,-27.31,42.16
19:59:21:170,28.63,12.57,-27.69,41.77
19:59:21:184,28.60,12.09,-27.80,41.68
19:59:21:198,30.25,12.09,-27.80,42.83
19:59:21:229,30.02,12.11,-27.74,42.63
19:59:21:244,28.43,12.26,-27.31,41.29
19:59:21:258,28.76,12.32,-27.38,41.58
19:59:21:274,29.26,12.43,-27.48,42.02
19:59:21:288,29.37,12.53,-28.17,42.58
19:59:21:305,29.43,12.59,-28.62,42.94
19:59:21:319,28.99,12.44,-28.48,42.50
19:59:21:348,28.93,12.45,-28.45,42.44
19:59:21:362,29.10,13.60,-27.97,42.59
19:59:21:392,29.25,13.29,-28.27,42.79
19:59:21:395,29.77,12.26,-29.27,43.51
19:59:21:423,29.64,11.74,-27.89,42.36
19:59:21:425,29.43,10.91,-25.68,40.55
19:59:21:455,29.60,11.75,-28.78,42.93
19:59:21:457,29.60,11.75,-28.78,42.93
19:59:21:470,30.26,11.75,-28.78,43.38
19:59:21:490,30.27,11.75,-28.78,43.39
19:59:21:515,30.27,12.76,-27.15,42.61
19:59:21:535,29.87,12.93,-27.09,42.35
19:59:21:545,29.10,13.27,-26.99,41.84
19:59:21:562,29.10,12.68,-27.56,42.03
19:59:21:578,29.10,12.26,-27.97,42.18
19:59:21:589,29.10,11.98,-28.50,42.46
19:59:21:605,29.10,11.92,-28.62,42.52
19:59:21:634,30.10,12.59,-28.62,43.40
19:59:21:652,30.01,12.68,-28.47,43.27
19:59:21:665,29.60,13.10,-27.80,42.67
19:59:21:680,29.38,13.47,-27.87,42.68
19:59:21:695,29.10,13.94,-27.97,42.70
19:59:21:714,29.27,13.59,-28.14,42.81
19:59:21:722,29.43,13.27,-28.29,42.93
19:59:21:737,28.66,13.42,-27.23,41.75
19:59:21:767,28.63,13.36,-27.22,41.70
19:59:21:781,29.10,12.26,-28.29,42.40
19:59:21:799,29.29,12.65,-28.20,42.58
19:59:21:811,29.77,13.60,-27.97,43.05
19:59:21:828,28.85,13.23,-27.97,42.30
19:59:21:851,28.10,12.93,-27.97,41.70
19:59:21:866,27.72,13.06,-27.84,41.40
19:59:21:874,27.60,13.10,-27.80,41.30
19:59:21:908,28.93,11.75,-28.13,42.03
19:59:21:917,28.62,11.94,-28.31,41.99
19:59:21:932,28.10,12.26,-28.62,41.94
19:59:21:952,28.91,13.07,-28.22,42.46
19:59:21:966,29.43,13.60,-27.97,42.82
19:59:21:977,29.43,13.38,-28.18,42.89
19:59:22:1,29.43,13.27,-28.29,42.93
19:59:22:13,28.85,13.27,-27.73,42.16
19:59:22:23,28.76,13.27,-27.64,42.04
19:59:22:57,28.76,12.26,-29.93,43.28
19:59:22:67,28.76,12.53,-29.21,42.87
19:59:22:84,28.76,13.27,-27.31,41.83
19:59:22:102,28.12,13.10,-27.95,41.75
19:59:22:116,27.43,12.93,-28.62,41.70
19:59:22:127,28.91,12.93,-28.38,42.53
19:59:22:143,29.43,12.93,-28.29,42.82
19:59:22:162,29.06,12.56,-28.65,42.70
19:59:22:189,28.88,12.44,-28.70,42.57
19:59:22:206,28.43,12.59,-27.97,41.82
19:59:22:216,28.68,12.51,-27.88,41.91
19:59:22:231,28.93,12.43,-27.80,42.00
19:59:22:248,28.44,11.93,-27.13,41.07
19:59:22:271,28.10,11.58,-26.66,40.43
19:59:22:280,28.76,12.53,-27.57,41.77
19:59:22:296,28.93,12.76,-27.80,42.11
19:59:22:315,29.61,13.45,-28.20,43.05
19:59:22:336,29.48,13.46,-28.22,42.98
19:59:22:366,28.43,12.93,-27.97,41.92
19:59:22:369,28.78,12.87,-28.02,42.18
19:59:22:385,30.43,12.59,-28.29,43.42
19:59:22:405,29.74,12.59,-27.84,42.64
19:59:22:415,29.43,12.59,-27.64,42.29
19:59:22:427,29.43,12.90,-29.42,43.56
19:59:22:464,29.43,12.93,-29.52,43.65
19:59:22:472,29.43,12.93,-27.97,42.61
19:59:22:490,29.85,12.18,-27.86,42.61
19:59:22:505,30.77,10.57,-27.64,42.69
19:59:22:520,30.15,11.37,-27.38,42.29
19:59:22:530,29.60,12.09,-27.15,41.94
19:59:22:549,29.99,12.48,-26.76,42.09
19:59:22:565,30.10,12.59,-26.66,42.13
19:59:22:593,30.43,12.26,-26.99,42.48
19:59:22:612,30.18,12.36,-27.03,42.36
19:59:22:621,28.76,12.93,-27.31,41.72
19:59:22:638,28.90,12.64,-27.86,42.09
19:59:22:663,29.10,12.26,-28.62,42.62
19:59:22:667,28.78,11.72,-28.10,41.90
19:59:22:682,28.60,11.42,-27.80,41.49
19:59:22:700,28.00,12.93,-27.51,41.32
19:59:22:715,27.93,13.10,-27.48,41.31
19:59:22:741,28.26,13.77,-27.80,41.97
19:59:22:759,28.30,13.47,-28.01,42.04
19:59:22:774,28.43,12.59,-28.62,42.26
19:59:22:784,28.59,13.26,-28.30,42.36
19:59:22:806,28.76,13.94,-27.97,42.47
19:59:22:822,28.52,12.94,-27.97,41.99
19:59:22:830,28.43,12.59,-27.97,41.82
19:59:22:847,28.75,11.63,-28.28,41.97
19:59:22:875,28.84,11.75,-28.22,42.03
19:59:22:890,29.60,13.43,-27.48,42.56
19:59:22:910,29.78,12.89,-28.24,43.02
19:59:22:919,30.10,11.92,-29.60,43.87
19:59:22:939,30.00,12.01,-28.39,43.02
19:59:22:955,29.93,12.09,-27.48,42.39
19:59:22:965,29.37,11.52,-27.20,41.65
19:59:22:983,29.26,11.42,-27.15,41.52
19:59:23:10,30.10,12.93,-27.97,43.07
19:59:23:32,30.00,12.96,-27.93,42.99
19:59:23:42,29.60,13.10,-27.80,42.67
19:59:23:56,28.51,12.94,-28.11,42.08
19:59:23:72,27.26,12.76,-28.46,41.42
19:59:23:90,28.61,12.53,-28.23,42.11
19:59:23:101,29.26,12.43,-28.13,42.45
19:59:23:124,29.26,13.38,-27.90,42.59
19:59:23:146,29.26,13.36,-27.60,42.39
19:59:23:164,29.26,12.43,-27.15,41.81
19:59:23:176,29.12,12.57,-27.68,42.10
19:59:23:191,28.76,12.93,-28.95,42.81
19:59:23:204,29.03,13.02,-28.50,42.72
19:59:23:219,29.26,13.10,-28.13,42.65
19:59:23:236,30.05,13.10,-28.13,43.19
19:59:23:254,30.27,13.10,-28.13,43.35
19:59:23:265,30.93,12.43,-27.16,43.00
19:59:23:297,30.52,12.20,-27.37,42.77
19:59:23:317,28.76,11.25,-28.29,41.89
19:59:23:333,29.23,11.86,-27.70,41.98
19:59:23:342,29.93,12.76,-26.82,42.17
19:59:23:367,29.11,12.93,-27.14,41.85
19:59:23:370,28.26,13.10,-27.48,41.54
19:59:23:386,29.14,12.21,-28.91,42.83
19:59:23:425,29.27,12.09,-29.09,43.00
19:59:23:426,29.54,12.37,-28.29,42.73
19:59:23:449,30.16,12.99,-28.31,43.36
19:59:23:465,31.10,13.94,-28.62,44.51
19:59:23:474,30.93,13.42,-28.29,44.01
19:59:23:494,30.77,12.93,-27.97,43.54
19:59:23:582,30.67,13.23,-28.26,43.75
19:59:23:585,30.60,13.43,-28.46,43.89
19:59:23:585,29.28,12.10,-27.81,42.15
19:59:23:587,29.41,12.20,-27.87,42.31
19:59:23:587,30.43,12.93,-28.29,43.52
19:59:23:598,29.75,13.50,-28.40,43.29
19:59:23:610,28.43,14.61,-28.62,42.91
19:59:23:629,28.72,13.72,-28.72,42.87
19:59:23:639,28.93,13.10,-28.78,42.86
19:59:23:657,28.52,12.96,-27.57,41.73
