time,ax,ay,az,gx,gy,gz,mx,my,mz,
71202.6,0.10,0.54,0.71,0.08,-0.24,-0.04,17.33,-15.89,-31.77,
71202.7,0.10,0.55,0.72,0.05,-0.36,-0.06,17.97,-17.00,-30.17,
71202.8,0.16,0.53,0.76,0.02,-0.41,-0.08,16.24,-15.86,-31.61,
71202.9,0.15,0.55,0.71,0.21,0.05,-0.06,18.07,-17.03,-30.14,
71203.1,0.08,0.51,0.81,-0.24,0.11,0.08,17.04,-16.88,-31.30,
71203.2,0.11,0.54,0.79,-0.20,0.15,0.09,17.57,-17.20,-31.61,
71203.3,0.08,0.50,0.82,-0.24,0.12,0.02,17.96,-16.81,-31.04,
71203.4,0.10,0.37,0.79,-0.25,0.11,0.02,18.24,-16.53,-30.63,
71203.5,0.07,0.30,0.72,-0.24,0.06,0.04,19.08,-11.65,-34.06,
71203.6,0.08,0.51,0.83,-0.23,0.08,0.08,18.10,-16.94,-31.57,
71203.7,0.10,0.52,0.84,-0.22,0.10,0.07,18.07,-17.03,-31.77,
71203.8,0.08,0.51,0.83,-0.22,0.12,0.07,18.57,-4.86,-34.14,
71203.9,0.08,0.51,0.80,-0.22,0.13,0.08,19.15,0.19,-32.76,
71204.1,-0.05,-0.35,1.17,-1.15,0.43,-0.11,21.78,12.85,-26.77,
71204.2,0.09,-0.19,1.21,-0.52,0.13,-0.04,20.99,8.20,-30.08,
71204.3,0.08,-0.20,1.21,-1.86,0.60,0.02,23.08,17.95,-23.60,
71204.4,-0.07,-0.48,0.86,-1.86,0.61,-0.01,21.25,9.37,-29.32,
71204.5,-0.07,-0.48,0.82,-1.77,0.59,-0.10,22.86,10.40,-28.32,
71204.6,0.04,-0.26,1.22,-1.55,0.54,-0.15,24.25,20.47,-20.49,
71204.7,0.02,-0.28,1.25,-1.45,0.54,-0.17,23.08,10.55,-28.18,
71204.8,-0.02,-0.31,1.21,-1.31,0.55,-0.16,25.24,22.23,-18.97,
71204.9,-0.05,-0.34,1.19,-1.23,0.50,-0.14,20.58,6.34,-31.28,
71205.1,-0.09,-0.55,0.80,0.01,0.04,0.03,25.75,21.53,-19.78,
71205.2,-0.09,-0.55,0.81,-0.01,0.00,0.03,25.92,21.48,-19.84,
71205.3,-0.08,-0.55,0.81,-0.01,-0.04,0.03,24.93,21.80,-20.18,
71205.4,-0.08,-0.55,0.82,-0.01,-0.02,0.01,24.45,23.85,-18.97,
71205.5,-0.09,-0.54,0.80,-0.00,-0.01,0.01,25.09,23.33,-20.33,
71205.6,-0.09,-0.56,0.82,0.02,0.02,0.02,23.13,22.59,-19.34,
71205.7,-0.08,-0.56,0.82,0.01,0.03,0.02,24.25,24.12,-18.87,
71205.8,-0.08,-0.56,0.81,0.01,0.04,0.03,24.09,22.65,-19.35,
71205.9,-0.08,-0.55,0.81,0.01,0.04,0.03,24.59,22.15,-19.51,
71206.1,-0.09,-0.55,0.79,-0.00,0.02,0.01,26.59,21.81,-18.86,
71206.2,-0.09,-0.55,0.79,-0.00,0.02,0.00,24.84,21.31,-18.83,
71206.3,-0.10,-0.55,0.80,-0.01,0.02,0.00,26.22,21.55,-19.33,
71206.4,-0.09,-0.55,0.79,-0.01,0.02,-0.00,25.09,24.33,-19.02,
71206.5,-0.10,-0.55,0.80,-0.01,0.02,-0.00,24.59,22.87,-18.86,
71206.6,-0.09,-0.55,0.79,-0.01,0.01,0.02,25.07,21.96,-19.36,
71206.7,-0.10,-0.55,0.80,-0.01,0.02,-0.00,25.92,22.15,-18.86,
71206.8,-0.09,-0.55,0.80,-0.00,0.03,0.01,25.70,21.74,-18.75,
71206.9,-0.10,-0.55,0.80,-0.00,0.03,0.01,24.80,20.76,-19.36,
71207.1,-0.10,-0.55,0.80,-0.01,0.02,-0.00,25.21,22.70,-19.20,
71207.2,-0.10,-0.56,0.80,-0.00,0.01,0.01,25.89,22.80,-19.11,
71207.3,-0.09,-0.55,0.80,-0.00,0.01,0.01,25.77,22.28,-18.37,
71207.4,-0.10,-0.55,0.80,-0.00,0.00,0.01,25.34,20.98,-20.14,
71207.5,-0.09,-0.55,0.81,-0.01,0.00,0.01,25.83,22.73,-19.20,
71207.6,-0.09,-0.56,0.80,-0.01,0.01,0.00,24.59,22.49,-19.84,
71207.7,-0.10,-0.55,0.81,-0.01,0.00,0.01,25.25,22.15,-17.23,
71207.8,-0.09,-0.55,0.80,-0.01,0.02,0.00,25.42,22.31,-19.46,
71207.9,-0.10,-0.55,0.81,-0.01,0.02,-0.00,26.09,22.99,-19.68,
71208.1,-0.10,-0.55,0.80,-0.01,-0.00,0.01,25.21,21.77,-19.27,
71208.2,-0.10,-0.55,0.81,-0.02,0.00,-0.00,24.59,21.14,-20.17,
71208.3,-0.09,-0.55,0.80,-0.02,0.01,-0.01,25.25,20.90,-19.20,
71208.4,-0.09,-0.56,0.80,-0.02,-0.02,-0.00,24.72,21.11,-20.03,
71208.5,-0.09,-0.55,0.80,-0.02,-0.02,-0.01,25.42,20.97,-19.35,
71208.6,-0.09,-0.55,0.80,-0.02,-0.01,-0.01,25.02,20.64,-19.94,
71208.7,-0.09,-0.55,0.80,-0.02,0.00,-0.00,25.09,21.04,-19.15,
71208.8,-0.10,-0.55,0.79,-0.01,0.00,0.01,24.59,21.14,-18.86,
71208.9,-0.09,-0.55,0.80,-0.01,0.00,0.01,21.13,18.76,-24.77,
71209.1,0.07,-0.31,0.96,1.07,-0.21,-0.33,19.08,13.24,-29.49,
71209.2,0.05,-0.38,0.96,1.14,-0.23,-0.22,19.41,17.61,-27.52,
71209.3,0.10,-0.28,0.95,1.15,-0.24,-0.21,19.41,17.25,-27.70,
71209.4,0.05,-0.37,0.96,1.11,-0.21,-0.26,19.41,15.59,-28.50,
71209.5,0.07,-0.35,0.96,1.06,-0.14,-0.31,18.53,-2.91,-32.73,
71209.6,-0.04,0.27,0.80,1.06,-0.14,-0.32,19.19,14.92,-28.58,
71209.7,0.07,-0.34,0.95,1.06,-0.15,-0.32,18.91,14.08,-28.67,
71209.8,0.07,-0.34,0.96,1.06,-0.18,-0.32,18.80,-12.72,-31.67,
71209.9,0.07,-0.32,0.96,1.07,-0.20,-0.33,19.02,13.49,-29.24,
71210.1,0.06,0.51,0.78,0.18,-0.01,-0.19,17.07,-13.67,-30.49,
71210.2,0.07,0.53,0.81,0.18,0.01,-0.17,19.62,-13.96,-31.90,
71210.3,0.08,0.52,0.80,0.18,0.01,-0.16,17.74,-13.33,-30.79,
71210.4,0.07,0.50,0.79,0.18,0.02,-0.15,18.57,-16.53,-32.26,
71210.5,0.07,0.48,0.80,0.16,0.03,-0.12,18.16,-13.93,-31.37,
71210.6,0.07,0.52,0.78,0.16,0.06,-0.12,20.24,-14.17,-32.26,
71210.7,0.07,0.47,0.77,0.18,0.02,-0.13,18.66,-13.92,-33.55,
71210.8,0.07,0.48,0.74,0.15,0.12,-0.10,17.68,-14.13,-32.56,
71210.9,0.08,0.50,0.73,0.13,0.15,-0.09,17.41,-14.01,-32.76,
71211.1,0.13,0.45,0.76,-0.34,0.17,-0.01,19.33,-15.01,-31.02,
71211.2,0.08,0.45,0.74,-0.29,-0.14,0.04,17.74,-15.01,-30.79,
71211.3,0.06,0.23,0.79,-0.30,-0.12,0.03,21.67,-8.11,-32.50,
71211.4,0.07,0.45,0.74,-0.30,-0.09,0.02,18.83,-14.65,-30.62,
71211.5,0.05,0.46,0.76,-0.31,-0.05,0.01,19.74,-14.34,-30.47,
71211.6,0.05,0.46,0.75,-0.31,-0.00,0.00,18.47,4.80,-32.37,
71211.7,0.12,0.44,0.74,-0.31,0.05,-0.00,20.14,-13.42,-30.34,
71211.8,0.08,0.45,0.73,-0.44,0.32,0.11,20.40,12.70,-28.50,
71211.9,-0.10,-0.41,1.02,-0.46,0.25,0.10,23.28,18.61,-23.41,
71212.1,-0.05,-0.50,0.98,-0.71,-0.13,0.08,23.68,21.52,-23.01,
71212.2,-0.05,-0.50,0.97,-0.50,-0.17,0.08,23.57,25.82,-19.17,
71212.3,0.00,-0.65,0.80,-0.31,-0.08,0.08,22.86,22.15,-22.00,
71212.4,-0.06,-0.50,0.98,-0.23,0.00,0.05,22.42,22.99,-21.31,
71212.5,-0.06,-0.50,0.98,-1.07,-0.05,-0.01,20.91,27.19,-16.57,
71212.6,-0.03,-0.57,0.97,-1.07,-0.24,-0.01,22.27,22.85,-20.61,
71212.7,-0.04,-0.66,0.72,-0.81,-0.21,0.08,22.25,22.82,-20.49,
71212.8,-0.05,-0.65,0.75,-0.76,-0.18,0.08,23.31,26.96,-16.39,
71212.9,-0.03,-0.57,0.96,-0.73,-0.15,0.08,23.31,27.50,-16.43,
71213.1,-0.05,-0.63,0.73,0.00,0.04,0.00,22.17,25.87,-17.02,
71213.2,-0.05,-0.64,0.73,-0.00,0.02,0.01,23.29,26.10,-17.16,
71213.3,-0.04,-0.64,0.73,-0.01,0.04,-0.00,23.08,25.68,-17.06,
71213.4,-0.04,-0.64,0.75,0.03,0.03,0.04,23.92,27.53,-17.23,
71213.5,-0.05,-0.64,0.74,0.03,0.02,0.04,22.62,27.38,-16.91,
71213.6,-0.05,-0.64,0.74,0.00,0.04,0.01,23.75,27.03,-17.39,
71213.7,-0.05,-0.64,0.73,0.00,0.03,0.00,23.52,25.98,-17.03,
71213.8,-0.05,-0.64,0.74,0.00,0.03,-0.00,22.53,27.40,-16.91,
71213.9,-0.05,-0.64,0.75,-0.00,0.04,-0.00,21.75,25.34,-17.06,
71214.1,-0.05,-0.64,0.73,0.00,-0.01,0.01,23.49,26.19,-16.03,
71214.2,-0.05,-0.65,0.73,-0.01,-0.00,0.02,23.89,25.37,-15.89,
71214.3,-0.06,-0.65,0.73,-0.01,0.01,0.01,22.75,27.03,-14.77,
71214.4,-0.05,-0.65,0.73,-0.01,0.00,0.01,24.92,25.18,-16.90,
71214.5,-0.05,-0.65,0.74,-0.00,0.01,0.00,23.75,26.35,-17.06,
71214.6,-0.05,-0.64,0.75,-0.01,-0.00,0.01,23.08,27.36,-15.10,
71214.7,-0.05,-0.64,0.73,-0.01,0.02,-0.00,24.12,26.77,-15.63,
71214.8,-0.05,-0.65,0.74,-0.00,0.03,0.01,23.25,26.19,-15.92,
71214.9,-0.05,-0.64,0.74,0.00,-0.02,0.01,24.23,25.97,-16.87,
71215.1,-0.06,-0.64,0.75,-0.01,0.02,0.01,23.25,24.84,-16.90,
71215.2,-0.05,-0.64,0.74,-0.01,-0.02,0.01,23.66,25.42,-15.89,
71215.3,-0.06,-0.64,0.74,-0.01,0.01,0.00,22.92,25.94,-16.68,
71215.4,-0.06,-0.64,0.74,-0.01,0.03,0.01,23.33,25.19,-16.56,
71215.5,-0.01,-0.63,0.81,-0.01,0.04,0.01,23.22,26.39,-15.75,
71215.6,-0.06,-0.64,0.73,-0.01,0.03,0.01,23.22,25.01,-17.06,
71215.7,-0.06,-0.64,0.74,-0.01,0.02,0.01,23.75,25.01,-17.06,
71215.8,-0.06,-0.65,0.73,-0.01,0.02,0.01,23.60,25.47,-16.76,
71215.9,-0.06,-0.65,0.74,-0.01,0.02,0.01,21.25,22.15,-23.44,
71216.1,0.12,-0.39,0.95,0.86,-0.12,-0.70,20.36,20.94,-24.91,
71216.2,0.12,-0.37,0.95,1.13,0.07,-0.49,16.07,16.94,-27.85,
71216.3,0.10,-0.43,0.94,0.89,-0.26,-0.46,19.41,20.30,-24.91,
71216.4,0.09,-0.42,0.94,0.85,-0.25,-0.56,19.25,20.46,-25.48,
71216.5,0.09,-0.42,0.95,0.83,-0.22,-0.60,15.07,1.46,-34.72,
71216.6,0.11,-0.40,0.95,0.90,-0.26,-0.44,18.91,20.80,-26.71,
71216.7,0.11,-0.39,0.95,0.84,-0.22,-0.64,18.72,20.05,-26.52,
71216.8,0.07,0.49,0.66,0.85,-0.20,-0.67,19.08,-11.65,-31.77,
71216.9,0.13,-0.35,0.97,0.85,-0.17,-0.69,18.57,19.46,-26.38,
71217.1,0.03,0.55,0.78,0.02,0.07,-0.01,21.98,-14.74,-28.34,
71217.2,0.07,0.55,0.69,-0.03,-0.15,0.08,21.41,-15.69,-31.12,
71217.3,0.06,0.56,0.71,-0.08,-0.21,0.07,21.55,-15.55,-30.32,
71217.4,0.04,0.56,0.76,-0.05,-0.02,0.06,21.58,-14.51,-30.96,
71217.5,0.03,0.56,0.76,-0.10,-0.02,-0.02,21.75,-15.35,-29.16,
71217.6,0.03,0.55,0.76,-0.01,0.05,-0.00,22.17,-14.50,-29.99,
71217.7,0.04,0.54,0.77,-0.03,-0.00,-0.00,20.24,-13.50,-30.30,
71217.8,0.01,0.50,0.83,-0.05,0.05,0.00,19.48,-15.69,-30.58,
71217.9,0.07,0.48,0.84,-0.06,0.10,-0.00,20.02,-14.28,-30.41,
71218.1,0.05,0.48,0.77,-0.15,0.12,-0.00,22.25,-13.84,-30.63,
71218.2,0.05,0.48,0.74,-0.63,-0.08,0.08,21.21,-14.08,-30.71,
71218.3,0.02,0.47,0.71,-0.67,-0.22,0.08,20.90,-10.72,-32.20,
71218.4,0.02,0.47,0.73,-0.86,-0.13,0.07,20.08,-14.34,-30.79,
71218.5,0.03,0.48,0.71,-0.16,0.13,-0.00,21.13,-14.93,-30.68,
71218.6,0.03,0.48,0.72,-0.20,0.13,0.00,18.74,1.46,-33.08,
71218.7,0.03,0.48,0.73,-0.11,0.11,0.01,21.58,-15.18,-30.63,
71218.8,0.03,0.46,0.71,-0.13,0.11,0.00,20.02,-14.56,-31.55,
71218.9,0.01,-0.19,1.11,-0.37,0.08,0.00,20.91,12.73,-28.67,
71219.1,-0.02,-0.24,1.07,-0.46,0.06,0.18,19.08,14.25,-28.83,
71219.2,-0.01,-0.25,1.04,-0.44,0.05,0.18,21.58,18.45,-26.05,
71219.3,-0.01,-0.27,1.01,-0.84,0.34,0.14,19.91,14.08,-27.36,
71219.4,-0.01,-0.27,0.98,-0.50,0.09,0.18,20.17,16.20,-27.88,
71219.5,-0.00,-0.27,0.96,-0.40,0.05,0.18,22.75,23.66,-20.66,
71219.6,-0.03,-0.57,0.86,-0.38,0.06,0.18,20.24,16.77,-28.02,
71219.7,-0.02,-0.24,1.08,-0.39,0.11,0.16,22.79,25.38,-18.18,
71219.8,-0.02,-0.23,1.08,-0.48,0.07,0.18,22.42,26.02,-17.72,
71219.9,-0.01,-0.23,1.07,-0.44,0.09,0.15,19.74,16.94,-27.52,
71220.1,-0.04,-0.64,0.72,-0.04,0.03,-0.01,23.42,26.69,-17.06,
71220.2,-0.05,-0.64,0.72,-0.04,0.02,-0.01,23.92,26.19,-15.92,
71220.3,-0.06,-0.64,0.72,-0.04,0.01,-0.02,22.78,25.32,-16.20,
71220.4,-0.06,-0.64,0.71,-0.04,0.05,-0.01,22.58,25.18,-16.24,
71220.5,-0.06,-0.64,0.71,-0.04,0.01,-0.02,23.46,27.06,-15.95,
71220.6,-0.06,-0.64,0.72,-0.04,0.02,-0.02,23.47,26.25,-16.23,
71220.7,-0.06,-0.64,0.72,-0.04,0.04,-0.01,22.25,27.87,-16.57,
71220.8,-0.06,-0.65,0.72,-0.03,0.03,-0.01,22.25,27.19,-16.57,
71220.9,-0.07,-0.65,0.73,-0.03,0.04,-0.00,22.50,27.08,-16.68,
71221.1,-0.04,-0.65,0.72,-0.01,0.02,-0.00,21.58,26.86,-17.23,
71221.2,-0.04,-0.65,0.74,-0.01,0.02,-0.00,22.92,28.19,-16.23,
71221.3,-0.04,-0.65,0.74,-0.02,0.04,-0.00,22.25,25.85,-17.23,
71221.4,-0.04,-0.65,0.74,-0.02,0.04,0.00,22.88,26.82,-15.62,
71221.5,-0.05,-0.65,0.73,-0.01,0.03,0.00,22.89,28.10,-16.18,
71221.6,-0.05,-0.65,0.73,-0.01,0.02,0.00,22.92,27.53,-16.90,
71221.7,-0.04,-0.65,0.74,-0.01,0.01,0.01,22.58,26.52,-15.26,
71221.8,-0.04,-0.65,0.74,-0.01,0.01,-0.00,22.25,26.63,-15.91,
71221.9,-0.04,-0.65,0.73,-0.01,-0.01,0.01,23.25,27.53,-15.59,
71222.1,-0.08,-0.64,0.70,0.00,-0.02,0.02,22.76,27.25,-17.41,
71222.2,0.01,-0.62,0.76,-0.02,0.03,-0.02,23.75,28.37,-16.73,
71222.3,0.00,-0.62,0.74,-0.02,0.04,-0.03,21.58,26.52,-16.24,
71222.4,-0.03,-0.64,0.72,-0.03,0.07,-0.05,21.61,26.49,-16.28,
71222.5,-0.04,-0.64,0.71,-0.04,0.09,-0.06,21.75,26.35,-16.41,
71222.6,-0.05,-0.64,0.70,-0.05,0.09,-0.06,25.01,23.68,-19.36,
71222.7,-0.06,-0.64,0.70,0.02,-0.06,0.05,22.31,26.78,-17.24,
71222.8,-0.08,-0.64,0.70,-0.07,0.07,-0.07,23.08,27.36,-18.37,
71222.9,-0.08,-0.64,0.69,0.01,-0.04,0.03,21.25,12.73,-28.67,
71223.1,0.04,0.14,0.90,1.43,-0.06,-0.03,19.74,6.17,-30.47,
71223.2,0.00,-0.03,0.92,1.41,-0.09,-0.03,19.96,-3.89,-32.08,
71223.3,0.03,0.02,0.91,1.41,-0.09,-0.04,19.97,5.31,-30.95,
71223.4,0.05,0.06,0.89,1.39,-0.10,-0.06,20.58,2.98,-32.26,
71223.5,0.05,0.08,0.90,1.38,-0.10,-0.07,21.93,-11.76,-30.34,
71223.6,0.04,0.10,0.90,1.35,-0.07,-0.10,19.92,2.81,-31.94,
71223.7,0.05,0.11,0.89,1.34,-0.06,-0.12,20.70,7.14,-29.53,
71223.8,0.04,0.13,0.90,1.31,-0.04,-0.16,21.08,-15.01,-30.14,
71223.9,0.10,0.53,0.74,1.43,-0.05,-0.03,20.23,2.39,-31.85,
71224.1,0.05,0.51,0.88,-0.12,-0.20,0.01,16.57,-14.85,-31.61,
71224.2,0.08,0.54,0.85,-0.12,-0.19,0.01,19.07,-13.79,-31.56,
71224.3,0.07,0.53,0.84,-0.12,-0.18,0.02,18.74,-14.34,-32.10,
71224.4,0.07,0.55,0.83,-0.11,-0.14,0.00,19.23,-12.94,-31.86,
71224.5,0.07,0.53,0.83,-0.12,-0.12,-0.00,18.74,-14.54,-31.32,
71224.6,0.07,0.54,0.83,-0.12,-0.07,-0.02,19.24,-13.50,-31.28,
71224.7,0.07,0.52,0.86,-0.13,-0.21,0.00,18.37,-14.22,-30.75,
71224.8,0.05,0.52,0.88,-0.11,-0.01,-0.02,18.88,-13.96,-31.21,
71224.9,0.05,0.52,0.87,-0.60,0.18,0.22,18.91,-13.84,-31.28,
71225.1,0.06,0.30,0.78,-0.85,0.38,0.26,19.46,-9.32,-31.54,
71225.2,0.09,0.22,0.99,-0.87,0.41,0.26,18.91,-9.13,-32.26,
71225.3,0.15,0.08,1.12,-0.88,0.42,0.26,18.08,0.72,-33.34,
71225.4,0.07,0.29,0.74,-0.91,0.42,0.29,19.79,-8.69,-31.83,
71225.5,0.07,0.30,0.75,-0.81,0.33,0.27,20.24,-8.46,-31.61,
71225.6,-0.04,0.22,0.82,-0.83,0.35,0.27,19.88,11.62,-29.87,
71225.7,-0.02,0.20,0.81,-0.95,0.33,0.45,19.47,-7.36,-32.07,
71225.8,-0.01,0.20,0.83,-0.96,0.26,0.50,21.91,18.79,-25.40,
71225.9,0.00,0.25,0.85,-0.79,0.22,0.07,22.25,21.81,-21.80,
71226.1,-0.02,-0.54,0.93,-0.60,-0.03,0.13,21.75,21.64,-21.31,
71226.2,-0.05,-0.57,0.79,-0.54,-0.08,0.13,23.25,24.17,-18.21,
71226.3,-0.02,-0.62,0.81,-0.53,-0.08,0.13,22.65,22.56,-21.19,
71226.4,-0.02,-0.53,0.92,-0.50,-0.06,0.13,22.25,25.85,-17.88,
71226.5,-0.02,-0.55,0.91,-0.58,-0.04,0.13,22.75,25.64,-16.53,
71226.6,-0.03,-0.55,0.89,-0.05,0.04,-0.03,22.70,22.79,-21.24,
71226.7,-0.07,-0.65,0.75,-0.03,0.04,0.02,22.42,28.03,-16.41,
71226.8,-0.04,-0.57,0.86,-0.00,0.01,0.03,23.58,26.70,-15.75,
71226.9,-0.04,-0.57,0.84,-0.01,0.01,0.02,21.75,22.65,-21.64,
71227.1,-0.05,-0.64,0.74,-0.01,-0.04,0.00,23.69,26.96,-16.60,
71227.2,-0.07,-0.65,0.73,-0.02,-0.03,-0.00,22.99,28.13,-16.17,
71227.3,-0.07,-0.65,0.73,-0.02,-0.03,-0.01,22.75,28.37,-16.41,
71227.4,-0.07,-0.65,0.74,-0.02,-0.02,-0.01,22.81,26.63,-15.57,
71227.5,-0.07,-0.64,0.74,-0.03,-0.03,-0.00,24.42,26.69,-14.77,
71227.6,-0.07,-0.64,0.74,-0.02,-0.03,-0.00,22.92,25.85,-15.92,
71227.7,-0.07,-0.64,0.73,-0.02,-0.03,0.01,22.84,26.07,-16.13,
71227.8,-0.07,-0.65,0.74,-0.02,-0.04,0.01,24.42,26.69,-14.77,
71227.9,-0.06,-0.64,0.74,-0.01,-0.04,0.00,22.58,26.86,-16.90,
71228.1,-0.09,-0.64,0.74,0.00,0.04,0.00,23.07,25.71,-16.71,
71228.2,-0.09,-0.66,0.74,0.00,0.03,0.01,22.58,27.19,-16.24,
71228.3,-0.08,-0.64,0.73,0.00,0.02,0.02,23.16,25.79,-16.62,
71228.7,-0.08,-0.65,0.73,-0.00,0.00,0.03,24.20,26.91,-15.21,
71228.8,-0.08,-0.65,0.73,0.00,-0.02,0.05,24.09,25.68,-15.75,
71228.9,-0.07,-0.65,0.73,0.01,-0.01,0.05,23.45,26.14,-15.49,
71231.5,-0.06,-0.64,0.83,0.11,-0.04,0.02,22.55,25.74,-17.16,
71231.6,-0.03,-0.57,0.81,0.22,-0.08,-0.03,21.14,9.66,-30.21,
71231.7,0.02,-0.34,1.02,0.95,-0.09,0.03,21.63,-14.05,-30.23,
71231.8,0.05,0.22,0.94,0.87,-0.09,-0.09,18.92,-14.04,-30.57,
71231.9,0.01,0.51,0.73,0.34,-0.05,-0.19,20.58,-13.17,-32.26,
71232.0,0.04,0.49,0.84,-0.06,0.17,-0.09,18.91,-15.18,-30.96,
71232.1,0.04,0.49,0.83,-0.06,0.16,-0.08,19.04,-14.88,-31.08,
71232.2,0.04,0.50,0.84,-0.06,0.15,-0.06,20.74,-15.34,-30.79,
71232.3,0.04,0.50,0.83,-0.05,0.14,-0.05,19.41,-14.01,-31.45,
71232.4,0.04,0.51,0.81,-0.05,0.13,-0.02,19.49,-13.76,-30.90,
71232.5,0.03,0.52,0.82,-0.05,0.12,-0.00,21.91,-10.48,-30.96,
71232.6,0.04,0.52,0.82,-0.05,0.09,0.01,19.58,-13.50,-30.30,
71232.7,0.04,0.52,0.81,-0.04,0.05,0.02,19.70,-12.65,-31.37,
71232.8,0.04,0.52,0.82,-0.02,0.03,0.02,21.25,-3.75,-31.94,
71232.9,0.04,0.51,0.82,-0.01,0.01,0.02,19.74,-12.32,-31.77,
71233.1,0.08,-0.24,1.00,-1.51,0.34,-0.25,20.24,13.74,-28.67,
71233.2,0.08,-0.25,1.03,-1.51,0.33,-0.26,18.57,9.70,-31.94,
71233.3,0.08,-0.26,1.04,-1.47,0.35,-0.26,19.24,10.67,-31.00,
71233.4,0.08,-0.27,1.03,-1.46,0.37,-0.26,22.53,22.68,-21.31,
71233.5,0.07,-0.30,1.03,-1.40,0.52,-0.26,20.08,11.89,-29.81,
71233.6,0.06,-0.31,1.03,-1.38,0.56,-0.26,19.23,10.62,-29.61,
71233.7,0.04,-0.35,1.01,-1.37,0.59,-0.26,20.75,26.35,-17.72,
