time,x,y,z,MF
15:24:21:0,2.33,-26.17,-37.72,45.97
15:24:21:1,3.38,-25.92,-37.98,46.10
15:24:21:1,3.70,-25.83,-38.06,46.15
15:24:21:1,4.73,-26.52,-38.06,46.62
15:24:21:1,4.70,-26.60,-37.86,46.51
15:24:21:1,4.56,-27.03,-36.88,45.95
15:24:21:2,4.33,-26.21,-37.69,46.11
15:24:21:2,4.04,-25.15,-38.73,46.35
15:24:21:2,4.04,-24.67,-38.96,46.29
15:24:21:2,4.04,-24.46,-39.06,46.27
15:24:21:2,3.38,-26.81,-38.08,46.69
15:24:21:2,3.32,-26.75,-38.02,46.60
15:24:21:3,3.02,-25.83,-37.72,45.82
15:24:21:3,3.08,-26.16,-37.79,46.06
15:24:21:3,3.19,-26.69,-37.89,46.45
15:24:21:3,3.07,-26.58,-38.22,46.65
15:24:21:3,3.02,-26.52,-38.39,46.76
15:24:21:3,2.86,-26.36,-37.31,45.77
15:24:21:4,2.91,-26.36,-37.29,45.75
15:24:21:4,4.04,-26.52,-38.39,46.83
15:24:21:4,3.59,-25.96,-38.06,46.21
15:24:21:4,2.67,-24.81,-37.39,44.95
15:24:21:4,3.80,-25.52,-37.08,45.18
15:24:21:4,4.56,-26.00,-36.88,45.36
15:24:21:4,2.77,-26.60,-38.34,46.74
15:24:21:5,2.51,-26.69,-38.55,46.96
15:24:21:5,3.53,-26.35,-36.88,45.46
15:24:21:5,3.72,-26.35,-37.16,45.70
15:24:21:5,4.21,-26.35,-37.89,46.34
15:24:21:5,4.68,-25.88,-37.07,45.45
15:24:21:6,5.07,-25.49,-36.38,44.71
15:24:21:6,3.82,-26.19,-37.88,46.21
15:24:21:6,3.53,-26.35,-38.22,46.56
15:24:21:6,2.16,-25.66,-38.22,46.09
15:24:21:6,2.24,-25.96,-38.22,46.26
15:24:21:6,2.50,-27.03,-38.22,46.88
15:24:21:7,3.26,-27.11,-38.63,47.31
15:24:21:7,4.04,-27.20,-39.06,47.77
15:24:21:7,3.91,-26.29,-38.43,46.73
15:24:21:7,3.87,-26.00,-38.22,46.39
15:24:21:7,3.02,-26.86,-37.05,45.86
15:24:21:7,3.02,-26.75,-37.05,45.80
15:24:21:8,3.02,-26.17,-37.05,45.46
15:24:21:8,3.02,-26.47,-37.34,45.87
15:24:21:8,3.02,-26.86,-37.72,46.41
15:24:21:8,3.86,-27.22,-37.84,46.77
15:24:21:8,4.21,-27.37,-37.89,46.93
15:24:21:8,2.88,-24.71,-37.24,44.78
15:24:21:9,2.86,-24.80,-37.27,44.86
15:24:21:9,3.06,-26.27,-37.50,45.88
15:24:21:9,3.30,-26.74,-36.34,45.24
15:24:21:9,3.36,-26.86,-36.05,45.08
15:24:21:9,2.69,-26.52,-35.39,44.31
15:24:21:9,2.85,-26.46,-35.67,44.50
15:24:22:0,4.21,-26.00,-37.89,46.15
15:24:22:0,3.55,-26.80,-38.02,46.65
15:24:22:0,2.50,-28.06,-38.22,47.48
15:24:22:0,2.50,-26.94,-37.78,46.47
15:24:22:0,2.50,-26.35,-37.55,45.94
15:24:22:0,3.93,-26.82,-36.78,45.69
15:24:22:1,3.99,-26.85,-36.74,45.68
15:24:22:1,3.19,-26.69,-37.22,45.91
15:24:22:1,2.96,-26.69,-37.66,46.25
15:24:22:1,2.50,-26.69,-38.56,46.96
15:24:22:1,3.74,-26.69,-37.55,46.22
15:24:22:1,4.56,-26.69,-36.88,45.75
15:24:22:2,3.07,-27.58,-37.17,46.39
15:24:22:2,2.85,-27.71,-37.23,46.49
15:24:22:2,4.21,-26.00,-39.23,47.25
15:24:22:2,4.59,-25.82,-38.68,46.73
15:24:22:2,5.58,-25.32,-37.22,45.36
15:24:22:2,4.28,-26.44,-37.40,46.00
15:24:22:3,3.19,-27.37,-37.55,46.58
15:24:22:3,3.88,-26.68,-37.96,46.56
15:24:22:3,4.04,-26.52,-38.06,46.56
15:24:22:3,3.87,-27.03,-36.55,45.62
15:24:22:3,3.72,-26.73,-36.84,45.67
15:24:22:3,3.19,-25.66,-37.89,45.87
15:24:22:4,3.35,-25.83,-37.72,45.84
15:24:22:4,3.53,-26.00,-37.55,45.81
15:24:22:4,3.53,-26.52,-38.06,46.53
15:24:22:4,3.53,-26.69,-38.22,46.75
15:24:22:4,4.04,-26.86,-37.39,46.21
15:24:22:4,4.13,-26.89,-37.41,46.26
15:24:22:5,4.56,-27.03,-37.55,46.49
15:24:22:5,3.37,-26.73,-36.97,45.75
15:24:22:5,1.82,-26.35,-36.21,44.82
15:24:22:5,2.06,-26.11,-37.16,45.46
15:24:22:5,2.16,-26.00,-37.55,45.73
15:24:22:5,4.50,-28.01,-37.55,47.06
15:24:22:6,4.48,-27.91,-37.48,46.94
15:24:22:6,3.87,-26.69,-36.88,45.69
15:24:22:6,3.68,-26.75,-37.33,46.07
15:24:22:6,3.36,-26.86,-38.06,46.70
15:24:22:6,2.80,-26.53,-37.73,46.21
15:24:22:6,2.50,-26.35,-37.55,45.94
15:24:22:7,2.50,-26.66,-37.55,46.12
15:24:22:7,2.50,-26.65,-37.52,46.09
15:24:22:7,2.50,-26.00,-36.88,45.20
15:24:22:7,2.95,-26.45,-37.32,45.83
15:24:22:7,3.87,-27.37,-38.22,47.17
15:24:22:7,3.87,-26.36,-37.63,46.10
15:24:22:8,3.87,-25.66,-37.22,45.37
15:24:22:8,3.87,-25.66,-36.93,45.14
15:24:22:8,3.87,-25.66,-36.88,45.10
15:24:22:8,3.19,-25.66,-35.54,43.95
15:24:22:8,3.14,-25.71,-36.13,44.45
15:24:22:8,3.02,-25.83,-37.72,45.82
15:24:22:9,3.38,-26.39,-37.36,45.86
15:24:22:9,3.70,-26.86,-37.05,45.91
15:24:22:9,2.46,-25.61,-37.73,45.67
15:24:22:9,2.16,-25.32,-37.89,45.62
15:24:22:9,3.82,-26.32,-38.43,46.73
15:24:22:9,3.73,-26.04,-37.57,45.86
15:24:23:0,2.85,-25.32,-36.55,44.55
15:24:23:0,4.07,-26.00,-37.21,45.58
15:24:23:0,4.39,-26.17,-37.39,45.85
15:24:23:0,3.53,-27.03,-37.55,46.40
15:24:23:0,3.53,-26.74,-37.63,46.29
15:24:23:0,3.53,-25.66,-37.89,45.90
15:24:23:1,4.18,-26.32,-38.05,46.45
15:24:23:1,4.90,-27.03,-38.22,47.07
15:24:23:1,3.38,-25.26,-37.48,45.32
15:24:23:1,2.85,-24.64,-37.22,44.72
15:24:23:1,3.53,-24.98,-38.89,46.36
15:24:23:2,3.48,-25.30,-38.68,46.35
15:24:23:2,3.19,-27.03,-37.55,46.38
15:24:23:2,3.62,-27.03,-37.69,46.53
15:24:23:2,4.21,-27.03,-37.89,46.73
15:24:23:2,3.63,-26.21,-37.32,45.75
15:24:23:2,3.36,-25.83,-37.05,45.29
15:24:23:2,3.36,-27.46,-38.00,47.00
15:24:23:3,3.40,-27.44,-38.06,47.04
15:24:23:3,3.70,-26.52,-38.06,46.53
15:24:23:3,3.39,-26.45,-37.62,46.12
15:24:23:3,2.85,-26.35,-36.88,45.42
15:24:23:3,3.17,-26.02,-38.89,46.90
15:24:23:3,3.36,-25.83,-40.07,47.79
15:24:23:4,2.44,-27.67,-37.37,46.56
15:24:23:4,2.40,-27.80,-37.14,46.45
15:24:23:4,3.70,-26.17,-38.73,46.89
15:24:23:4,3.27,-26.39,-38.83,47.06
15:24:23:4,2.33,-26.86,-39.06,47.46
15:24:23:4,3.12,-26.46,-38.09,46.49
15:24:23:5,3.70,-26.17,-37.39,45.79
15:24:23:5,3.12,-25.89,-37.67,45.81
15:24:23:5,3.02,-25.83,-37.72,45.82
15:24:23:5,3.36,-27.89,-38.39,47.57
15:24:23:5,3.49,-27.40,-38.00,46.98
15:24:23:6,3.87,-26.00,-36.88,45.29
15:24:23:6,4.23,-26.00,-37.58,45.90
15:24:23:6,4.56,-26.00,-38.22,46.46
15:24:23:6,3.48,-26.27,-38.49,46.73
15:24:23:6,3.19,-26.35,-38.56,46.81
15:24:23:6,4.21,-26.35,-38.22,46.62
15:24:23:7,4.04,-26.31,-37.98,46.38
15:24:23:7,3.36,-26.17,-37.05,45.49
15:24:23:7,3.12,-26.58,-37.44,46.02
15:24:23:7,2.85,-27.03,-37.89,46.63
15:24:23:7,3.59,-27.28,-37.40,46.43
15:24:23:7,3.87,-27.37,-37.22,46.36
15:24:23:7,3.19,-27.37,-38.22,47.12
15:24:23:8,3.14,-27.22,-38.02,46.87
15:24:23:8,2.85,-26.35,-36.88,45.42
15:24:23:8,3.06,-26.28,-37.09,45.56
15:24:23:8,3.36,-26.17,-37.39,45.76
15:24:23:8,3.94,-26.29,-37.95,46.34
15:24:23:8,4.21,-26.35,-38.22,46.62
15:24:23:9,4.53,-26.67,-38.85,47.34
15:24:23:9,4.46,-26.66,-38.70,47.20
15:24:23:9,3.53,-26.35,-36.88,45.46
15:24:23:9,4.02,-26.22,-37.12,45.63
15:24:23:9,4.90,-26.00,-37.55,45.94
15:24:24:0,3.72,-25.47,-37.66,45.62
15:24:24:0,3.02,-25.15,-37.72,45.44
15:24:24:0,2.56,-26.82,-38.76,47.20
15:24:24:0,2.55,-27.02,-38.85,47.39
15:24:24:0,3.53,-26.69,-37.89,46.48
15:24:24:0,3.79,-26.74,-37.73,46.40
15:24:24:1,4.39,-26.86,-37.39,46.24
15:24:24:1,4.29,-26.76,-37.67,46.41
15:24:24:1,4.21,-26.69,-37.89,46.54
15:24:24:1,4.50,-26.69,-37.05,45.88
15:24:24:1,4.56,-26.69,-36.88,45.75
15:24:24:1,4.73,-27.89,-37.72,47.15
15:24:24:2,4.42,-27.58,-37.76,46.97
15:24:24:2,3.53,-26.69,-37.89,46.48
15:24:24:2,3.09,-26.42,-37.28,45.80
15:24:24:2,2.67,-26.17,-36.72,45.17
15:24:24:2,2.14,-27.24,-37.24,46.19
15:24:24:2,1.99,-27.54,-37.39,46.48
15:24:24:3,4.21,-27.03,-37.22,46.19
15:24:24:3,4.04,-27.00,-37.66,46.51
15:24:24:3,3.36,-26.86,-39.40,47.80
15:24:24:3,3.44,-26.46,-38.69,47.00
15:24:24:3,3.53,-26.00,-37.89,46.09
15:24:24:3,3.90,-25.38,-38.01,45.87
15:24:24:3,4.04,-25.15,-38.06,45.79
15:24:24:4,3.70,-25.83,-37.72,45.87
15:24:24:4,3.57,-25.81,-37.80,45.91
15:24:24:4,2.85,-25.66,-38.22,46.13
15:24:24:4,3.06,-25.87,-38.43,46.43
15:24:24:4,3.36,-26.17,-38.73,46.86
15:24:24:5,3.59,-25.94,-38.27,46.38
15:24:24:5,3.70,-25.83,-38.06,46.15
15:24:24:5,4.02,-25.83,-38.37,46.43
15:24:24:5,4.01,-26.10,-38.36,46.57
15:24:24:5,3.70,-28.57,-38.06,47.73
15:24:24:5,3.64,-28.02,-38.12,47.45
15:24:24:6,3.53,-27.03,-38.22,46.95
15:24:24:6,3.42,-26.50,-38.54,46.89
15:24:24:6,3.36,-26.17,-38.73,46.86
15:24:24:6,3.81,-26.02,-38.28,46.45
15:24:24:6,3.88,-25.98,-38.22,46.38
15:24:24:6,4.04,-25.49,-38.06,45.98
15:24:24:7,3.31,-25.60,-38.06,45.98
15:24:24:7,1.65,-25.83,-38.06,46.03
15:24:24:7,2.91,-26.13,-37.39,45.71
15:24:24:7,3.87,-26.35,-36.88,45.49
15:24:24:7,3.02,-26.92,-37.72,46.44
15:24:24:7,2.85,-27.03,-37.89,46.63
15:24:24:8,3.36,-26.17,-36.72,45.22
15:24:24:8,3.49,-26.31,-37.18,45.68
15:24:24:8,3.87,-26.69,-38.56,47.05
15:24:24:8,3.25,-26.60,-38.30,46.74
15:24:24:8,2.67,-26.52,-38.06,46.46
15:24:24:8,3.21,-26.25,-37.27,45.70
15:24:24:9,3.36,-26.17,-37.05,45.49
15:24:24:9,4.90,-27.03,-37.89,46.80
15:24:24:9,4.90,-26.90,-37.89,46.72
15:24:24:9,4.90,-26.35,-37.89,46.41
15:24:24:9,3.87,-26.11,-37.66,45.98
15:24:24:9,2.67,-25.83,-37.39,45.52
15:24:25:0,3.67,-25.59,-37.87,45.85
15:24:25:0,4.04,-25.49,-38.06,45.98
15:24:25:0,3.20,-28.03,-38.89,48.04
15:24:25:0,3.19,-27.81,-38.80,47.84
15:24:25:0,3.19,-26.35,-38.22,46.53
15:24:25:0,3.33,-26.91,-38.22,46.86
15:24:25:1,3.53,-27.71,-38.22,47.35
15:24:25:1,3.88,-25.99,-38.11,46.29
15:24:25:1,4.04,-25.15,-38.06,45.79
15:24:25:1,3.72,-25.79,-38.68,46.64
15:24:25:1,3.73,-26.03,-38.66,46.76
15:24:25:1,4.04,-27.89,-38.06,47.35
15:24:25:2,3.80,-27.52,-38.06,47.12
15:24:25:2,3.36,-26.86,-38.06,46.70
15:24:25:2,3.36,-26.65,-37.85,46.41
15:24:25:2,3.36,-26.52,-37.72,46.23
15:24:25:2,3.51,-26.97,-37.57,46.38
15:24:25:3,3.59,-27.05,-37.56,46.43
15:24:25:3,5.07,-27.54,-37.72,46.98
15:24:25:3,5.12,-27.08,-37.57,46.59
15:24:25:3,5.24,-26.00,-37.22,45.71
15:24:25:3,3.97,-26.88,-37.70,46.47
15:24:25:3,3.02,-27.54,-38.06,47.08
15:24:25:3,2.45,-25.83,-38.06,46.06
15:24:25:4,2.33,-25.49,-38.06,45.86
15:24:25:4,3.87,-26.35,-36.88,45.49
15:24:25:4,3.83,-26.13,-37.09,45.53
15:24:25:4,3.70,-25.49,-37.72,45.68
15:24:25:4,3.88,-26.37,-37.72,46.19
15:24:25:4,4.04,-27.20,-37.72,46.68
15:24:25:5,3.91,-27.07,-36.55,45.65
15:24:25:5,3.87,-27.03,-36.21,45.36
15:24:25:5,3.19,-26.35,-37.22,45.71
15:24:25:5,3.22,-26.45,-37.45,45.96
15:24:25:5,3.36,-26.86,-38.39,46.97
15:24:25:5,3.76,-26.31,-37.69,46.12
15:24:25:6,4.21,-25.66,-36.88,45.13
15:24:25:6,3.47,-26.41,-36.88,45.49
15:24:25:6,3.19,-26.69,-36.88,45.64
15:24:25:6,3.36,-26.18,-39.04,47.13
15:24:25:6,3.36,-26.17,-38.67,46.82
15:24:25:7,3.36,-26.17,-36.38,44.94
15:24:25:7,3.36,-26.04,-37.07,45.42
15:24:25:7,3.36,-25.83,-38.06,46.12
15:24:25:7,4.05,-26.75,-37.61,46.33
15:24:25:7,4.39,-27.20,-37.39,46.44
15:24:25:7,3.43,-26.24,-37.39,45.80
15:24:25:8,3.38,-26.29,-37.49,45.91
15:24:25:8,3.53,-27.37,-38.56,47.42
15:24:25:8,3.29,-27.01,-38.68,47.29
15:24:25:8,2.85,-26.35,-38.89,47.06
15:24:25:8,2.53,-25.60,-38.37,46.20
15:24:25:8,2.33,-25.15,-38.06,45.67
15:24:25:8,3.69,-27.11,-37.32,46.27
15:24:25:9,3.81,-27.33,-37.22,46.34
15:24:25:9,2.16,-26.35,-37.22,45.65
15:24:25:9,2.16,-26.24,-37.63,45.92
15:24:25:9,2.16,-26.00,-38.56,46.56
15:24:25:9,2.16,-26.59,-38.37,46.73
15:24:25:9,2.16,-27.03,-38.22,46.87
15:24:26:0,4.15,-26.46,-37.11,45.77
15:24:26:0,4.56,-26.35,-36.88,45.56
15:24:26:0,4.21,-27.03,-37.89,46.73
15:24:26:0,4.09,-26.65,-37.85,46.47
15:24:26:0,3.70,-25.49,-37.72,45.68
15:24:26:1,3.61,-25.76,-37.98,46.03
15:24:26:1,3.53,-26.00,-38.22,46.37
15:24:26:1,2.60,-26.14,-38.09,46.27
15:24:26:1,2.33,-26.17,-38.06,46.25
15:24:26:1,3.02,-26.86,-38.39,46.95
15:24:26:1,2.75,-26.66,-38.32,46.76
15:24:26:2,1.65,-25.83,-38.06,46.03
15:24:26:2,2.75,-26.62,-37.90,46.40
15:24:26:2,4.04,-27.54,-37.72,46.88
15:24:26:2,4.66,-26.43,-37.84,46.39
15:24:26:2,4.90,-26.00,-37.89,46.21
15:24:26:2,3.72,-27.86,-38.72,47.85
15:24:26:3,3.78,-27.52,-38.41,47.40
15:24:26:3,4.21,-25.32,-36.55,44.66
15:24:26:3,4.35,-26.01,-37.50,45.85
15:24:26:3,4.56,-27.03,-38.89,47.58
15:24:26:3,3.52,-27.38,-37.88,46.87
15:24:26:3,3.02,-27.54,-37.39,46.53
15:24:26:3,2.70,-27.86,-36.76,46.21
15:24:26:4,2.80,-27.73,-36.90,46.24
15:24:26:4,4.04,-26.17,-38.73,46.92
15:24:26:4,3.62,-26.60,-37.84,46.39
15:24:26:4,2.85,-27.37,-36.21,45.48
15:24:26:4,2.53,-27.48,-37.56,46.60
15:24:26:5,2.33,-27.54,-38.39,47.31
15:24:26:5,2.78,-26.19,-37.95,46.19
15:24:26:5,2.87,-26.00,-37.90,46.05
15:24:26:5,3.53,-26.00,-38.22,46.37
15:24:26:5,3.32,-25.69,-38.22,46.18
15:24:26:5,2.85,-24.98,-38.22,45.75
15:24:26:6,3.23,-25.56,-38.03,45.94
15:24:26:6,3.53,-26.00,-37.89,46.09
