time,x,y,z,MF
11:16:16:9,24.86,12.89,-40.01,48.84
11:16:16:9,24.57,13.18,-39.73,48.54
11:16:17:0,24.87,13.18,-39.73,48.69
11:16:17:0,24.92,13.17,-39.74,48.72
11:16:17:0,25.60,12.15,-41.07,49.90
11:16:17:1,25.04,12.43,-40.70,49.38
11:16:17:1,23.55,13.18,-39.73,48.03
11:16:17:1,24.10,13.18,-39.37,48.00
11:16:17:1,24.57,13.18,-39.06,47.99
11:16:17:1,24.99,13.87,-39.20,48.51
11:16:17:1,25.09,14.03,-39.23,48.63
11:16:17:1,25.94,14.54,-41.07,50.71
11:16:17:1,25.82,14.34,-40.72,50.30
11:16:17:1,25.43,13.69,-39.56,48.98
11:16:17:2,25.60,13.69,-40.24,49.62
11:16:17:2,25.77,13.69,-40.91,50.25
11:16:17:2,24.98,13.16,-40.39,49.28
11:16:17:2,24.75,13.01,-40.23,48.99
11:16:17:2,25.43,12.32,-40.23,49.17
11:16:17:2,25.36,12.53,-40.10,49.07
11:16:17:3,25.09,13.35,-39.56,48.71
11:16:17:3,25.25,12.71,-40.19,49.13
11:16:17:3,25.43,11.98,-40.91,49.63
11:16:17:3,26.68,13.23,-39.18,49.22
11:16:17:3,27.14,13.69,-38.56,49.10
11:16:17:4,25.94,12.15,-41.41,50.35
11:16:17:4,25.72,12.37,-41.30,50.20
11:16:17:4,24.57,13.52,-40.74,49.46
11:16:17:4,24.65,13.15,-40.52,49.22
11:16:17:4,24.75,12.66,-40.23,48.90
11:16:17:4,25.94,12.19,-40.47,49.59
11:16:17:4,26.46,11.98,-40.57,49.89
11:16:17:5,24.81,12.64,-39.60,48.41
11:16:17:5,24.79,12.75,-39.44,48.30
11:16:17:5,25.09,13.35,-38.56,47.90
11:16:17:5,25.22,12.82,-39.47,48.56
11:16:17:5,25.43,11.98,-40.91,49.63
11:16:17:5,25.09,11.64,-39.91,48.56
11:16:17:6,24.92,11.47,-39.40,48.00
11:16:17:6,26.02,12.88,-39.24,48.82
11:16:17:6,26.06,13.01,-39.23,48.86
11:16:17:6,25.43,13.01,-39.23,48.53
11:16:17:6,25.13,12.59,-39.29,48.31
11:16:17:6,24.57,11.81,-39.40,47.91
11:16:17:7,25.94,12.33,-40.53,49.68
11:16:17:7,26.80,12.66,-41.24,50.79
11:16:17:7,25.59,13.87,-40.35,49.75
11:16:17:7,25.36,13.97,-40.20,49.54
11:16:17:7,23.89,12.49,-39.40,47.74
11:16:17:7,24.63,12.70,-39.71,48.42
11:16:17:8,26.29,13.18,-40.40,49.97
11:16:17:8,25.79,12.48,-40.11,49.29
11:16:17:8,25.43,11.98,-39.90,48.81
11:16:17:8,24.71,11.83,-40.32,48.75
11:16:17:8,24.58,11.81,-40.40,48.74
11:16:17:9,25.60,12.49,-40.74,49.71
11:16:17:9,25.37,12.45,-40.51,49.39
11:16:17:9,24.75,12.32,-39.90,48.54
11:16:17:9,24.38,12.87,-39.72,48.35
11:16:17:9,24.06,13.35,-39.56,48.19
11:16:17:9,24.20,12.66,-40.78,49.08
11:16:17:9,24.23,12.49,-41.07,49.30
11:16:18:0,25.09,13.01,-40.23,49.17
11:16:18:0,25.09,12.52,-40.39,49.17
11:16:18:0,25.09,10.95,-40.91,49.22
11:16:18:0,25.86,11.72,-40.82,49.72
11:16:18:0,26.63,12.49,-40.74,50.25
11:16:18:0,25.58,13.28,-40.99,50.11
11:16:18:1,25.26,13.52,-41.07,50.08
11:16:18:1,24.92,13.18,-40.74,49.54
11:16:18:1,24.75,12.95,-40.96,49.58
11:16:18:1,24.06,11.98,-41.91,49.79
11:16:18:1,24.93,12.37,-40.90,49.47
11:16:18:1,25.94,12.83,-39.73,49.16
11:16:18:2,25.82,12.71,-40.59,49.75
11:16:18:2,25.77,12.66,-40.91,49.98
11:16:18:2,24.75,13.69,-39.57,48.64
11:16:18:2,24.93,13.66,-39.75,48.87
11:16:18:2,25.94,13.52,-40.74,50.15
11:16:18:3,25.44,13.73,-40.67,49.89
11:16:18:3,24.75,14.03,-40.57,49.55
11:16:18:3,26.04,14.15,-39.53,49.41
11:16:18:3,26.63,14.20,-39.06,49.36
11:16:18:3,26.30,13.55,-40.34,50.03
11:16:18:3,26.42,13.62,-40.46,50.20
11:16:18:4,27.48,14.37,-40.91,51.33
11:16:18:4,26.70,13.46,-40.65,50.46
11:16:18:4,25.43,11.98,-40.23,49.08
11:16:18:5,25.54,13.20,-40.13,49.36
11:16:18:5,25.60,13.86,-40.07,49.53
11:16:18:5,25.29,13.23,-39.45,48.69
11:16:18:5,25.31,13.15,-39.60,48.80
11:16:18:5,25.94,12.83,-42.08,51.07
11:16:18:5,25.94,12.83,-42.08,51.07
11:16:18:5,26.08,12.69,-40.01,49.42
11:16:18:5,26.12,12.66,-39.56,49.07
11:16:18:5,24.57,13.52,-40.07,48.91
11:16:18:6,24.66,13.60,-39.67,48.65
11:16:18:6,24.92,13.86,-38.39,47.82
11:16:18:6,25.18,12.73,-38.82,47.99
11:16:18:6,25.43,11.64,-39.23,48.18
11:16:18:6,25.83,11.77,-40.15,49.17
11:16:18:6,25.94,11.81,-40.40,49.44
11:16:18:7,25.94,13.52,-39.73,49.34
11:16:18:7,25.88,13.32,-39.86,49.36
11:16:18:7,25.60,12.49,-40.40,49.44
11:16:18:7,25.60,12.33,-40.72,49.65
11:16:18:7,25.60,12.15,-41.07,49.90
11:16:18:8,25.85,12.65,-40.58,49.75
11:16:18:8,25.94,12.83,-40.40,49.70
11:16:18:8,25.60,13.52,-41.07,50.25
11:16:18:8,25.42,13.49,-40.94,50.04
11:16:18:8,24.40,13.35,-40.23,48.91
11:16:18:8,24.70,12.91,-40.09,48.82
11:16:18:8,25.09,12.32,-39.90,48.72
11:16:18:9,25.09,12.56,-40.13,48.97
11:16:18:9,25.09,12.66,-40.23,49.08
11:16:18:9,26.09,13.66,-38.93,48.81
11:16:18:9,25.98,13.67,-38.95,48.77
11:16:18:9,24.92,13.52,-39.40,48.54
11:16:18:9,24.98,13.58,-40.11,49.17
11:16:19:0,25.09,13.69,-41.24,50.18
11:16:19:0,25.65,13.12,-40.02,49.32
11:16:19:0,25.94,12.83,-39.40,48.89
11:16:19:0,26.42,12.99,-40.81,50.32
11:16:19:0,26.38,12.98,-40.81,50.30
11:16:19:0,25.43,12.66,-39.56,48.71
11:16:19:1,25.61,12.96,-39.27,48.64
11:16:19:1,25.94,13.52,-38.73,48.53
11:16:19:1,24.56,12.78,-39.87,48.54
11:16:19:1,23.72,12.32,-40.57,48.58
11:16:19:1,25.40,14.00,-41.02,50.24
11:16:19:1,25.62,14.14,-41.01,50.38
11:16:19:2,26.29,12.15,-39.06,48.63
11:16:19:2,26.13,12.52,-39.11,48.67
11:16:19:2,25.77,13.35,-39.23,48.80
11:16:19:2,25.57,13.15,-40.59,49.74
11:16:19:2,25.43,13.01,-41.58,50.44
11:16:19:2,24.99,13.44,-40.86,49.75
11:16:19:3,24.92,13.52,-40.74,49.63
11:16:19:3,24.75,13.01,-40.23,48.99
11:16:19:3,25.15,13.05,-40.10,49.10
11:16:19:3,26.29,13.18,-39.73,49.43
11:16:19:3,25.46,12.53,-39.82,48.90
11:16:19:3,24.75,11.98,-39.90,48.46
11:16:19:4,25.44,12.95,-41.40,50.28
11:16:19:4,25.60,13.18,-41.74,50.71
11:16:19:4,27.48,12.66,-38.89,49.28
11:16:19:4,27.18,12.74,-39.04,49.25
11:16:19:4,26.12,13.01,-39.56,49.16
11:16:19:4,26.88,12.75,-39.65,49.57
11:16:19:5,27.66,12.49,-39.73,50.00
11:16:19:5,25.81,13.02,-38.96,48.51
11:16:19:5,25.26,13.18,-38.73,48.08
11:16:19:5,26.80,12.66,-40.23,49.97
11:16:19:5,26.43,12.66,-40.17,49.72
11:16:19:5,24.75,12.66,-39.90,48.63
11:16:19:6,24.82,13.05,-39.82,48.71
11:16:19:6,24.92,13.52,-39.73,48.81
11:16:19:6,25.79,13.64,-40.34,49.79
11:16:19:6,26.12,13.69,-40.57,50.15
11:16:19:6,26.80,12.32,-40.23,49.89
11:16:19:6,26.70,12.61,-40.04,49.75
11:16:19:7,26.12,14.37,-38.89,49.00
11:16:19:7,25.83,13.95,-39.31,49.06
11:16:19:7,25.43,13.35,-39.90,49.16
11:16:19:7,25.31,12.76,-40.48,49.41
11:16:19:7,25.26,12.49,-40.74,49.53
11:16:19:7,25.42,13.31,-41.22,50.23
11:16:19:8,25.48,13.40,-41.15,50.23
11:16:19:8,25.94,13.86,-40.40,49.98
11:16:19:8,25.75,13.28,-40.46,49.77
11:16:19:8,25.43,12.32,-40.57,49.44
11:16:19:8,26.32,12.76,-40.14,49.66
11:16:19:8,26.80,13.01,-39.90,49.79
11:16:19:9,26.96,13.48,-39.13,49.39
11:16:19:9,26.81,13.47,-39.16,49.33
11:16:19:9,24.40,12.66,-40.57,49.01
11:16:19:9,24.58,12.61,-40.40,48.94
11:16:19:9,24.92,12.49,-40.07,48.81
11:16:20:0,25.23,13.22,-39.35,48.58
11:16:20:0,25.43,13.69,-38.89,48.44
11:16:20:0,25.43,12.18,-39.19,48.28
11:16:20:1,25.43,11.99,-39.24,48.28
11:16:20:1,25.43,12.66,-39.90,48.98
11:16:20:1,25.94,12.86,-39.70,49.14
11:16:20:1,27.14,13.35,-39.23,49.53
11:16:20:1,26.66,13.44,-39.70,49.68
11:16:20:1,26.29,13.52,-40.07,49.79
11:16:20:1,25.56,13.95,-39.08,48.74
11:16:20:1,25.43,14.03,-38.89,48.54
11:16:20:1,24.92,12.83,-39.40,48.35
11:16:20:2,25.09,12.92,-39.23,48.32
11:16:20:2,25.60,13.18,-38.73,48.26
11:16:20:2,25.24,13.90,-38.90,48.41
11:16:20:2,24.92,14.54,-39.06,48.56
11:16:20:2,26.29,13.45,-39.33,49.18
11:16:20:2,26.63,13.18,-39.40,49.34
11:16:20:3,25.43,13.35,-39.23,48.62
11:16:20:3,25.61,13.09,-39.48,48.85
11:16:20:3,26.29,12.15,-40.40,49.71
11:16:20:3,26.03,12.23,-39.83,49.13
11:16:20:3,25.77,12.32,-39.23,48.53
11:16:20:3,25.38,12.97,-39.87,49.01
11:16:20:3,25.26,13.18,-40.07,49.16
11:16:20:4,24.57,12.49,-41.07,49.47
11:16:20:4,24.75,12.55,-40.84,49.38
11:16:20:4,25.60,12.83,-39.73,48.98
11:16:20:4,25.60,12.83,-39.28,48.61
11:16:20:4,25.60,12.83,-38.73,48.17
11:16:20:4,26.34,12.59,-39.69,49.27
11:16:20:5,26.63,12.49,-40.07,49.70
11:16:20:5,25.61,14.19,-40.73,50.16
11:16:20:5,25.60,14.07,-40.34,49.81
11:16:20:5,25.60,13.18,-37.72,47.45
11:16:20:5,25.60,13.87,-38.13,47.97
11:16:20:5,25.60,14.89,-38.73,48.75
11:16:20:6,25.72,13.61,-39.98,49.45
11:16:20:6,25.77,13.01,-40.57,49.79
11:16:20:6,26.59,13.82,-39.45,49.54
11:16:20:6,26.55,13.75,-39.38,49.45
11:16:20:6,25.77,12.66,-39.23,48.62
11:16:20:7,25.96,13.35,-39.66,49.24
11:16:20:7,26.29,14.54,-40.40,50.35
11:16:20:7,25.63,14.11,-40.19,49.71
11:16:20:7,25.26,13.86,-40.07,49.35
11:16:20:7,25.26,13.55,-39.45,48.77
11:16:20:7,25.31,13.47,-39.41,48.74
11:16:20:8,26.29,12.49,-39.73,49.25
11:16:20:8,25.84,12.60,-40.06,49.31
11:16:20:8,24.92,12.83,-40.74,49.45
11:16:20:8,25.43,12.32,-40.03,49.00
11:16:20:8,25.77,11.98,-39.56,48.71
11:16:20:8,25.92,13.92,-39.71,49.42
11:16:20:9,25.94,14.19,-39.73,49.52
11:16:20:9,25.26,12.83,-39.06,48.26
11:16:20:9,25.50,12.59,-39.20,48.43
11:16:20:9,26.12,11.98,-39.56,48.90
11:16:20:9,25.25,12.64,-39.47,48.53
11:16:20:9,24.57,13.18,-39.40,48.27
11:16:21:0,25.09,13.52,-40.23,49.30
11:16:21:0,25.34,13.81,-40.62,49.83
11:16:21:0,24.75,13.69,-39.56,48.63
11:16:21:0,26.03,12.60,-39.85,49.24
11:16:21:0,26.97,11.81,-40.07,49.72
11:16:21:0,25.95,12.24,-39.07,48.48
11:16:21:0,25.77,12.32,-38.89,48.26
11:16:21:1,26.46,14.03,-38.56,48.82
11:16:21:1,26.37,13.85,-38.73,48.86
11:16:21:1,26.12,13.35,-39.23,48.98
11:16:21:1,26.75,13.44,-39.68,49.71
11:16:21:1,27.31,13.52,-40.07,50.34
11:16:21:2,25.23,13.66,-40.47,49.61
11:16:21:2,24.75,13.69,-40.57,49.45
11:16:21:2,24.57,13.18,-39.06,47.99
11:16:21:2,25.10,13.02,-39.14,48.28
11:16:21:2,26.97,12.49,-39.40,49.35
11:16:21:2,26.97,12.66,-39.73,49.66
11:16:21:3,26.97,12.83,-40.07,49.98
11:16:21:3,26.18,13.10,-40.58,50.04
11:16:21:3,25.94,13.18,-40.74,50.06
11:16:21:3,25.09,13.01,-40.23,49.17
11:16:21:3,25.06,13.10,-39.96,48.95
11:16:21:3,24.92,13.52,-38.73,47.99
11:16:21:4,24.76,12.90,-38.88,47.86
11:16:21:4,24.57,12.15,-39.06,47.72
11:16:21:4,25.32,13.64,-39.55,48.90
11:16:21:4,25.60,14.20,-39.73,49.35
11:16:21:4,25.26,12.49,-40.07,48.99
11:16:21:4,25.26,12.49,-39.97,48.91
11:16:21:5,25.26,12.49,-39.40,48.44
11:16:21:5,25.19,13.69,-39.47,48.78
11:16:21:5,25.09,15.40,-39.56,49.31
11:16:21:5,25.56,14.46,-39.33,49.09
11:16:21:5,25.77,14.03,-39.23,48.99
11:16:21:5,26.10,14.03,-39.55,49.42
11:16:21:6,26.05,13.97,-39.56,49.39
11:16:21:6,25.43,13.35,-39.56,48.89
11:16:21:6,25.05,13.60,-39.31,48.56
11:16:21:6,24.40,14.03,-38.89,48.01
11:16:21:6,25.62,15.02,-39.87,49.71
11:16:21:6,26.29,15.57,-40.40,50.65
11:16:21:7,25.50,13.21,-40.25,49.44
11:16:21:7,25.45,13.01,-40.19,49.32
11:16:21:7,25.77,13.01,-39.56,48.98
11:16:21:7,25.77,13.34,-39.56,49.07
11:16:21:7,25.77,14.03,-39.56,49.26
11:16:21:8,26.60,13.82,-40.38,50.29
11:16:21:8,27.14,13.69,-40.91,50.96
11:16:21:8,25.19,12.64,-39.58,48.59
11:16:21:8,24.95,12.50,-39.38,48.27
11:16:21:8,26.97,12.83,-38.73,48.91
11:16:21:8,26.47,12.83,-39.31,49.10
11:16:21:8,25.26,12.83,-40.74,49.62
11:16:21:9,25.84,13.03,-40.74,49.97
11:16:21:9,26.29,13.18,-40.74,50.24
11:16:21:9,25.28,13.32,-38.06,47.59
11:16:21:9,25.09,13.35,-37.55,47.09
11:16:21:9,24.75,11.98,-38.22,47.09
11:16:21:9,24.92,12.75,-38.56,47.65
11:16:22:0,25.43,15.06,-39.56,49.38
11:16:22:0,24.62,14.79,-39.48,48.82
11:16:22:0,23.89,14.54,-39.40,48.32
11:16:22:0,25.12,14.41,-38.73,48.36
11:16:22:0,25.43,14.37,-38.56,48.37
11:16:22:1,25.43,14.72,-40.23,49.82
11:16:22:1,25.61,14.61,-40.13,49.79
11:16:22:1,26.29,14.20,-39.73,49.71
11:16:22:1,25.54,14.12,-40.14,49.63
11:16:22:1,24.75,14.03,-40.57,49.55
11:16:22:1,25.92,13.90,-40.44,50.00
11:16:22:1,26.29,13.86,-40.40,50.15
11:16:22:2,24.92,14.20,-40.07,49.28
11:16:22:2,25.30,14.35,-39.98,49.44
11:16:22:2,27.14,15.06,-39.56,50.29
11:16:22:2,25.92,14.14,-39.71,49.49
11:16:22:2,24.40,13.01,-39.90,48.55
11:16:22:2,25.14,13.25,-39.90,48.99
11:16:22:3,25.43,13.35,-39.90,49.16
11:16:22:3,25.09,13.01,-39.90,48.89
11:16:22:3,25.04,13.23,-39.94,48.97
11:16:22:3,24.75,14.72,-40.23,49.48
11:16:22:3,25.23,14.51,-40.03,49.49
11:16:22:3,25.94,14.20,-39.73,49.53
11:16:22:4,25.36,14.32,-39.16,48.80
11:16:22:4,25.09,14.37,-38.89,48.46
11:16:22:4,26.07,14.37,-39.85,49.74
11:16:22:4,25.99,14.31,-39.90,49.72
11:16:22:4,24.75,13.69,-39.90,48.91
11:16:22:4,24.87,13.44,-39.78,48.80
11:16:22:5,25.09,13.01,-39.56,48.62
11:16:22:5,24.98,13.55,-39.46,48.62
11:16:22:5,24.92,13.86,-39.40,48.63
11:16:22:5,25.23,14.17,-40.62,49.87
11:16:22:5,25.25,14.23,-40.63,49.91
11:16:22:6,25.09,14.72,-38.56,48.30
11:16:22:6,25.25,14.77,-38.72,48.53
11:16:22:6,25.60,14.89,-39.06,49.02
11:16:22:6,25.40,13.86,-39.26,48.77
11:16:22:6,25.26,13.18,-39.40,48.62
11:16:22:6,25.11,13.62,-39.83,49.02
11:16:22:7,25.08,13.69,-39.90,49.08
11:16:22:7,24.06,14.03,-40.23,48.94
11:16:22:7,23.58,14.03,-40.61,49.01
11:16:22:7,22.35,14.03,-41.58,49.24
11:16:22:7,22.16,14.03,-40.83,48.53
11:16:22:7,22.01,14.03,-40.23,47.96
11:16:22:7,23.15,14.03,-40.79,48.95
11:16:22:8,23.38,14.03,-40.91,49.16
11:16:22:8,22.69,15.40,-39.56,48.14
11:16:22:8,22.69,14.99,-39.97,48.34
11:16:22:8,22.69,13.69,-41.24,49.02
11:16:22:8,21.81,13.87,-40.37,47.94
11:16:22:8,20.98,14.03,-39.56,46.93
11:16:22:9,21.79,14.30,-41.42,48.94
11:16:22:9,22.01,14.37,-41.91,49.47
11:16:22:9,20.64,12.66,-40.23,46.96
11:16:22:9,20.78,13.08,-40.03,46.96
11:16:22:9,21.32,14.72,-39.23,47.01
11:16:23:0,21.08,14.63,-40.26,47.75
11:16:23:0,20.81,14.54,-41.41,48.57
11:16:23:0,19.78,14.80,-41.41,48.22
11:16:23:0,19.44,14.89,-41.41,48.11
11:16:23:0,20.30,14.03,-41.91,48.64
11:16:23:0,20.32,14.11,-41.77,48.55
11:16:23:1,20.47,14.54,-41.07,48.14
11:16:23:1,19.72,14.54,-41.22,47.95
11:16:23:1,18.76,14.54,-41.41,47.73
11:16:23:1,18.51,14.06,-41.17,47.28
11:16:23:1,18.42,13.86,-41.07,47.10
11:16:23:1,18.42,14.53,-39.75,46.16
11:16:23:2,18.54,14.59,-39.90,46.35
11:16:23:2,19.44,14.89,-41.07,47.82
11:16:23:2,19.78,14.68,-41.01,47.84
11:16:23:2,20.30,14.37,-40.91,47.87
11:16:23:2,21.10,14.49,-41.47,48.73
11:16:23:2,21.50,14.54,-41.74,49.15
11:16:23:2,20.68,12.76,-41.90,48.44
11:16:23:3,20.71,12.76,-41.87,48.42
11:16:23:3,21.50,13.86,-41.41,48.67
11:16:23:3,21.13,13.86,-41.41,48.51
11:16:23:3,20.47,13.86,-41.41,48.23
11:16:23:3,20.47,14.29,-41.83,48.71
11:16:23:3,20.47,14.54,-42.08,49.00
11:16:23:4,23.10,14.39,-42.84,50.75
11:16:23:4,23.29,14.40,-42.84,50.85
11:16:23:4,21.32,15.06,-41.24,48.81
11:16:23:4,21.49,15.22,-41.29,48.97
11:16:23:4,21.84,15.57,-41.41,49.33
11:16:23:5,22.55,15.06,-40.51,48.75
11:16:23:5,23.03,14.72,-39.90,48.37
11:16:23:5,24.07,14.57,-40.05,48.94
11:16:23:5,24.22,14.54,-40.06,49.02
11:16:23:5,22.35,14.72,-38.56,46.94
11:16:23:5,22.73,15.10,-38.37,47.08
11:16:23:6,23.72,16.09,-37.89,47.51
11:16:23:6,24.57,15.61,-38.91,48.59
11:16:23:6,25.26,15.23,-39.73,49.48
11:16:23:6,24.98,15.23,-38.90,48.67
11:16:23:6,24.92,15.23,-38.73,48.50
11:16:23:6,27.14,15.74,-38.22,49.45
11:16:23:7,27.02,16.03,-38.18,49.45
11:16:23:7,26.63,16.94,-38.06,49.44
11:16:23:7,26.19,17.03,-38.14,49.30
11:16:23:7,25.77,17.11,-38.22,49.17
11:16:23:7,27.25,16.98,-39.15,50.63
11:16:23:7,27.66,16.94,-39.40,51.03
11:16:23:8,29.02,15.91,-36.38,49.18
11:16:23:8,28.75,16.18,-36.85,49.46
11:16:23:8,27.66,17.28,-38.73,50.63
11:16:23:8,27.66,17.28,-38.41,50.39
11:16:23:8,27.66,17.28,-38.06,50.12
11:16:23:8,27.53,17.15,-37.68,49.72
11:16:23:9,27.48,17.11,-37.55,49.58
11:16:23:9,28.51,15.74,-36.88,49.20
11:16:23:9,28.45,16.12,-37.10,49.45
11:16:23:9,28.17,18.14,-38.22,50.83
11:16:23:9,28.31,18.14,-38.22,50.91
11:16:23:9,28.51,18.14,-38.22,51.02
11:16:24:0,27.06,17.17,-37.51,49.34
11:16:24:0,26.46,16.77,-37.22,48.65
11:16:24:0,28.14,17.10,-37.88,50.19
11:16:24:0,28.15,17.29,-37.79,50.19
11:16:24:0,28.00,18.65,-37.05,50.04
11:16:24:0,28.00,17.71,-37.31,49.90
11:16:24:1,28.00,16.26,-37.72,49.71
11:16:24:1,28.00,16.71,-37.94,50.03
11:16:24:1,28.00,16.94,-38.06,50.19
11:16:24:1,28.64,14.69,-38.06,49.84
11:16:24:1,28.68,14.68,-37.95,49.78
11:16:24:1,28.68,16.26,-36.72,49.35
11:16:24:2,28.50,16.20,-36.89,49.35
11:16:24:2,28.17,16.09,-37.22,49.37
11:16:24:2,28.06,16.19,-36.90,49.11
11:16:24:2,28.00,16.26,-36.72,48.95
11:16:24:2,28.00,15.95,-36.11,48.40
11:16:24:3,28.02,15.90,-36.07,48.36
11:16:24:3,28.68,15.57,-36.72,49.12
11:16:24:3,28.25,15.79,-36.72,48.94
11:16:24:3,27.31,16.26,-36.72,48.56
11:16:24:3,27.81,16.16,-36.81,48.89
11:16:24:3,28.17,16.09,-36.88,49.12
11:16:24:3,27.28,16.38,-36.88,48.71
11:16:24:4,27.14,16.43,-36.88,48.65
11:16:24:4,28.34,16.94,-37.05,49.63
11:16:24:4,28.71,17.12,-36.78,49.70
11:16:24:4,29.71,17.63,-36.05,49.92
11:16:24:4,29.43,16.97,-37.05,50.27
11:16:24:4,29.19,16.43,-37.89,50.57
11:16:24:5,29.33,17.69,-38.58,51.59
11:16:24:5,29.37,17.97,-38.73,51.82
11:16:24:5,28.68,16.60,-37.72,50.21
11:16:24:5,28.52,16.60,-37.88,50.24
11:16:24:5,28.00,16.60,-38.39,50.33
11:16:24:5,28.52,16.94,-38.22,50.61
11:16:24:6,29.02,17.28,-38.06,50.89
11:16:24:6,27.16,18.08,-38.06,50.13
11:16:24:6,26.63,18.31,-38.06,49.93
11:16:24:6,26.63,15.23,-38.39,49.14
11:16:24:6,26.69,15.16,-38.71,49.41
11:16:24:6,26.97,14.89,-40.07,50.54
11:16:24:7,26.57,16.40,-39.68,50.49
11:16:24:7,26.12,18.14,-39.23,50.50
11:16:24:7,26.12,17.38,-38.49,49.65
11:16:24:7,26.12,17.11,-38.22,49.36
11:16:24:7,26.29,19.34,-38.73,50.64
11:16:24:8,26.41,19.05,-38.70,50.58
11:16:24:8,27.14,17.45,-38.56,50.28
11:16:24:8,26.63,17.23,-38.91,50.21
11:16:24:8,25.94,16.94,-39.40,50.12
11:16:24:8,27.50,17.30,-39.51,51.16
11:16:24:8,28.17,17.45,-39.56,51.61
11:16:24:8,28.17,18.79,-38.26,51.09
11:16:24:9,28.15,18.84,-38.13,51.00
11:16:24:9,28.00,18.99,-37.39,50.42
11:16:24:9,28.59,18.66,-38.75,51.65
11:16:24:9,29.54,18.14,-40.91,53.62
11:16:24:9,28.86,18.36,-39.35,52.14
11:16:24:9,28.51,18.48,-38.56,51.39
11:16:25:0,29.63,18.32,-40.29,53.26
11:16:25:0,29.57,18.35,-40.44,53.35
11:16:25:0,27.83,18.82,-40.91,52.93
11:16:25:0,28.24,18.76,-40.26,52.64
11:16:25:0,29.02,18.65,-39.06,52.12
11:16:25:0,28.92,18.12,-39.38,52.10
11:16:25:1,28.85,17.80,-39.56,52.10
11:16:25:1,30.39,19.33,-39.26,53.28
11:16:25:1,30.57,19.45,-39.23,53.40
11:16:25:1,30.91,17.80,-39.23,53.02
11:16:25:1,30.43,18.27,-39.28,52.94
11:16:25:1,29.37,19.34,-39.40,52.80
11:16:25:2,29.07,18.04,-38.91,51.81
