time,x,y,z,MF
11:13:40:7,27.29,9.49,-38.65,48.26
11:13:40:8,27.31,9.41,-38.73,48.31
11:13:40:8,28.17,9.24,-38.56,48.64
11:13:40:8,28.12,9.38,-38.60,48.67
11:13:40:8,28.00,9.75,-38.73,48.77
11:13:40:8,28.27,9.48,-38.82,48.95
11:13:40:8,28.51,9.24,-38.89,49.10
11:13:40:9,26.84,10.35,-39.44,48.82
11:13:40:9,26.46,10.61,-39.56,48.76
11:13:40:9,27.48,11.64,-38.89,49.03
11:13:40:9,27.79,11.48,-38.75,49.04
11:13:40:9,28.85,10.95,-38.22,49.13
11:13:40:9,28.77,9.85,-38.64,49.17
11:13:41:0,28.68,8.73,-39.06,49.24
11:13:41:0,28.15,10.04,-39.06,49.19
11:13:41:0,28.00,10.44,-39.06,49.18
11:13:41:0,29.71,9.07,-39.06,49.91
11:13:41:0,29.49,9.35,-39.15,49.90
11:13:41:0,28.51,10.61,-39.56,49.91
11:13:41:1,28.35,9.83,-39.11,49.29
11:13:41:1,28.17,8.90,-38.56,48.57
11:13:41:1,27.92,10.64,-37.83,48.20
11:13:41:1,27.83,11.29,-37.55,48.08
11:13:41:1,28.68,7.70,-39.06,49.07
11:13:41:2,28.49,7.94,-39.02,48.96
11:13:41:2,27.31,9.41,-38.73,48.31
11:13:41:2,28.16,8.99,-38.73,48.72
11:13:41:2,29.37,8.39,-38.73,49.32
11:13:41:2,28.07,9.68,-38.84,48.89
11:13:41:2,27.48,10.27,-38.89,48.72
11:13:41:2,28.30,9.12,-37.13,47.57
11:13:41:3,28.35,9.02,-37.23,47.66
11:13:41:3,28.51,8.56,-38.89,48.98
11:13:41:3,28.89,8.94,-39.02,49.36
11:13:41:3,29.54,9.58,-39.23,50.03
11:13:41:3,29.43,9.25,-38.91,49.65
11:13:41:3,29.37,9.07,-38.73,49.44
11:13:41:4,27.80,9.70,-37.81,47.92
11:13:41:4,27.69,9.67,-37.81,47.85
11:13:41:4,28.34,8.04,-39.40,49.19
11:13:41:4,28.73,8.43,-38.69,48.92
11:13:41:4,29.54,9.24,-37.22,48.41
11:13:41:4,29.43,8.73,-38.93,49.57
11:13:41:5,29.37,8.39,-40.07,50.38
11:13:41:5,28.62,9.43,-38.46,48.86
11:13:41:5,28.51,9.57,-38.24,48.64
11:13:41:5,28.34,8.73,-39.40,49.31
11:13:41:5,28.05,8.44,-39.30,49.02
11:13:41:5,27.31,7.70,-39.06,48.28
11:13:41:6,27.79,7.99,-38.97,48.52
11:13:41:6,28.17,8.22,-38.89,48.72
11:13:41:6,27.74,8.36,-39.59,49.06
11:13:41:6,27.66,8.39,-39.73,49.13
11:13:41:6,27.31,5.99,-40.07,48.86
11:13:41:7,27.56,6.40,-39.91,48.92
11:13:41:7,28.34,7.70,-39.40,49.14
11:13:41:7,28.51,8.58,-39.22,49.25
11:13:41:7,28.68,9.41,-39.06,49.37
11:13:41:7,28.14,8.07,-38.53,48.39
11:13:41:7,28.00,7.70,-38.39,48.14
11:13:41:8,29.37,8.39,-38.06,48.80
11:13:41:8,29.20,8.49,-38.02,48.68
11:13:41:8,28.51,8.90,-37.89,48.24
11:13:41:8,28.19,8.26,-38.67,48.56
11:13:41:8,27.83,7.53,-39.56,48.95
11:13:41:8,28.84,8.80,-39.07,49.35
11:13:41:8,29.19,9.24,-38.89,49.50
11:13:41:9,27.66,9.07,-38.39,48.18
11:13:41:9,27.81,8.86,-38.34,48.19
11:13:41:9,28.68,7.70,-38.06,48.27
11:13:41:9,28.39,8.14,-38.34,48.40
11:13:41:9,28.00,8.73,-38.73,48.58
11:13:41:9,28.12,7.89,-38.61,48.41
11:13:42:0,28.17,7.53,-38.56,48.34
11:13:42:0,29.00,8.36,-39.70,49.87
11:13:42:0,28.87,8.35,-39.81,49.88
11:13:42:0,27.66,8.04,-40.40,49.62
11:13:42:0,27.59,7.58,-40.08,49.25
11:13:42:1,27.48,6.85,-39.56,48.66
11:13:42:1,27.15,7.63,-39.01,48.14
11:13:42:1,26.97,8.04,-38.73,47.87
11:13:42:1,26.17,8.20,-38.88,47.58
11:13:42:1,26.28,8.19,-38.94,47.68
11:13:42:1,28.51,7.87,-39.56,49.40
11:13:42:2,27.98,8.05,-39.62,49.17
11:13:42:2,26.97,8.39,-39.73,48.75
11:13:42:2,27.70,8.70,-39.83,49.30
11:13:42:2,28.17,8.90,-39.90,49.65
11:13:42:2,27.41,8.75,-38.57,48.12
11:13:42:2,27.32,8.74,-38.38,47.91
11:13:42:3,27.66,9.07,-38.06,47.91
11:13:42:3,27.86,8.97,-38.16,48.09
11:13:42:3,28.34,8.73,-38.39,48.51
11:13:42:3,28.04,9.41,-38.68,48.69
11:13:42:4,27.83,9.93,-38.89,48.84
11:13:42:4,27.25,9.06,-38.61,48.12
11:13:42:4,27.14,8.90,-38.56,47.99
11:13:42:4,27.48,10.95,-38.22,48.34
11:13:42:4,27.70,10.47,-38.44,48.52
11:13:42:4,28.34,9.07,-39.06,49.10
11:13:42:4,28.27,8.87,-38.80,48.82
11:13:42:4,28.00,8.04,-37.72,47.66
11:13:42:5,28.00,9.33,-38.67,48.64
11:13:42:5,28.00,10.78,-39.73,49.79
11:13:42:5,27.87,10.14,-38.36,48.49
11:13:42:5,27.83,9.93,-37.89,48.05
11:13:42:5,29.54,9.93,-39.56,50.36
11:13:42:5,29.41,9.95,-39.34,50.11
11:13:42:6,28.68,10.10,-38.06,48.71
11:13:42:6,28.75,9.15,-38.70,49.07
11:13:42:6,28.85,7.87,-39.56,49.60
11:13:42:6,29.21,9.66,-39.45,50.03
11:13:42:6,29.37,10.44,-39.40,50.23
11:13:42:6,27.70,8.44,-39.40,48.90
11:13:42:7,27.71,8.37,-39.32,48.83
11:13:42:7,28.29,8.26,-38.52,48.50
11:13:42:7,28.27,8.70,-39.18,49.09
11:13:42:7,28.17,8.90,-39.56,49.38
11:13:42:7,26.48,8.90,-38.24,47.36
11:13:42:7,26.64,8.79,-38.12,47.33
11:13:42:8,28.00,8.04,-37.39,47.39
11:13:42:8,27.93,7.98,-38.11,47.92
11:13:42:8,27.83,7.87,-39.23,48.74
11:13:42:8,27.48,8.90,-38.44,48.09
11:13:42:8,27.31,9.41,-38.06,47.78
11:13:42:8,28.92,9.41,-38.37,48.96
11:13:42:9,28.93,9.43,-38.32,48.93
11:13:42:9,27.83,9.58,-37.55,47.71
11:13:42:9,28.13,9.40,-38.08,48.27
11:13:42:9,28.68,9.07,-39.06,49.30
11:13:42:9,27.93,9.39,-38.75,48.68
11:13:42:9,27.48,9.58,-38.56,48.31
11:13:43:0,29.17,10.35,-39.61,50.27
11:13:43:0,29.34,10.37,-39.67,50.41
11:13:43:0,28.51,8.56,-37.89,48.18
11:13:43:0,28.35,8.92,-38.04,48.28
11:13:43:0,28.00,9.75,-38.39,48.51
11:13:43:0,28.99,8.56,-38.00,48.56
11:13:43:1,29.71,7.70,-37.72,48.63
11:13:43:1,29.12,8.58,-38.01,48.64
11:13:43:1,29.02,8.73,-38.06,48.65
11:13:43:1,28.34,9.41,-37.39,47.85
11:13:43:1,28.12,9.63,-37.34,47.73
11:13:43:1,27.48,10.27,-37.22,47.39
11:13:43:2,27.94,8.71,-37.84,47.84
11:13:43:2,28.34,7.36,-38.39,48.28
11:13:43:2,28.20,9.71,-38.26,48.51
11:13:43:2,28.17,10.27,-38.22,48.58
11:13:43:2,27.83,9.58,-38.56,48.51
11:13:43:2,27.56,9.55,-38.96,48.67
11:13:43:3,26.63,9.41,-40.40,49.30
11:13:43:3,27.47,9.24,-39.74,49.19
11:13:43:3,28.34,9.07,-39.06,49.10
11:13:43:3,27.82,7.76,-38.80,48.37
11:13:43:3,27.66,7.36,-38.73,48.15
11:13:43:4,26.46,9.24,-36.55,46.06
11:13:43:4,27.00,9.12,-37.02,46.72
11:13:43:4,29.54,8.56,-39.23,49.85
11:13:43:4,28.77,8.71,-38.48,48.82
11:13:43:4,27.83,8.90,-37.55,47.58
11:13:43:4,28.57,8.65,-38.76,48.92
11:13:43:4,28.85,8.56,-39.23,49.44
11:13:43:5,28.85,8.90,-38.90,49.24
11:13:43:5,28.69,8.79,-38.92,49.14
11:13:43:5,27.66,8.04,-39.06,48.53
11:13:43:5,27.79,8.60,-38.38,48.16
11:13:43:5,28.00,9.41,-37.39,47.65
11:13:43:5,28.46,8.25,-37.39,47.71
11:13:43:6,28.68,7.70,-37.39,47.75
11:13:43:6,28.52,8.51,-38.18,48.41
11:13:43:6,28.46,8.63,-38.18,48.40
11:13:43:6,28.00,9.41,-37.72,47.91
11:13:43:6,28.49,8.92,-37.72,48.11
11:13:43:6,29.37,8.04,-37.72,48.48
11:13:43:7,28.82,8.59,-38.68,48.99
11:13:43:7,28.51,8.90,-39.23,49.30
11:13:43:7,28.67,8.74,-37.86,48.29
11:13:43:7,28.68,8.74,-37.78,48.23
11:13:43:7,28.68,9.07,-39.06,49.30
11:13:43:8,28.63,9.12,-38.58,48.90
11:13:43:8,28.51,9.24,-37.55,48.05
11:13:43:8,28.61,10.15,-38.05,48.67
11:13:43:8,28.68,10.78,-38.39,49.12
11:13:43:8,28.09,8.42,-38.68,48.54
11:13:43:8,28.00,8.04,-38.73,48.46
11:13:43:9,28.68,10.10,-39.73,50.03
11:13:43:9,28.26,10.52,-38.86,49.19
11:13:43:9,27.14,11.64,-36.55,46.99
11:13:43:9,27.79,10.05,-37.37,47.64
11:13:43:9,28.34,8.73,-38.06,48.25
11:13:43:9,28.48,9.15,-39.02,49.16
11:13:43:9,28.51,9.24,-39.23,49.37
11:13:44:0,28.00,9.75,-38.39,48.51
11:13:44:0,27.88,9.40,-38.35,48.34
11:13:44:0,27.48,8.22,-38.22,47.79
11:13:44:0,27.83,8.39,-38.22,48.02
11:13:44:0,28.17,8.56,-38.22,48.25
11:13:44:0,28.30,8.42,-37.83,47.99
11:13:44:1,28.34,8.39,-37.72,47.92
11:13:44:1,28.68,10.10,-38.06,48.71
11:13:44:1,28.74,9.84,-37.99,48.65
11:13:44:1,29.02,8.73,-37.72,48.39
11:13:44:1,28.94,8.96,-37.95,48.56
11:13:44:1,28.85,9.24,-38.22,48.78
11:13:44:2,27.98,8.87,-38.84,48.68
11:13:44:2,27.66,8.73,-39.06,48.65
11:13:44:2,27.83,10.27,-38.56,48.65
11:13:44:2,27.90,10.00,-38.63,48.69
11:13:44:2,28.34,8.39,-39.06,48.98
11:13:44:3,27.91,8.81,-38.92,48.70
11:13:44:3,27.31,9.41,-38.73,48.31
11:13:44:3,27.67,9.53,-38.38,48.26
11:13:44:3,27.83,9.58,-38.22,48.24
11:13:44:3,27.99,9.75,-38.38,48.49
11:13:44:3,27.84,9.87,-38.31,48.37
11:13:44:4,26.46,10.95,-37.55,47.23
11:13:44:4,27.09,10.44,-37.93,47.77
11:13:44:4,28.17,9.58,-38.56,48.70
11:13:44:4,28.28,9.03,-39.75,49.61
11:13:44:4,28.34,8.73,-40.40,50.12
11:13:44:4,28.81,9.51,-37.48,48.22
11:13:44:5,28.83,9.58,-37.34,48.14
11:13:44:5,28.51,9.58,-39.56,49.70
11:13:44:5,28.45,9.30,-39.18,49.30
11:13:44:5,28.34,8.73,-38.39,48.51
11:13:44:5,28.85,8.83,-39.30,49.55
11:13:44:5,29.19,8.90,-39.90,50.23
11:13:44:5,28.00,9.50,-37.84,48.02
11:13:44:6,27.83,9.58,-37.55,47.71
11:13:44:6,28.00,9.07,-37.39,47.58
11:13:44:6,28.14,8.92,-38.10,48.20
11:13:44:6,28.51,8.56,-39.90,49.78
11:13:44:6,28.41,8.65,-39.05,49.07
11:13:44:7,28.34,8.73,-38.39,48.51
11:13:44:7,28.77,8.58,-39.09,49.29
11:13:44:7,28.85,8.56,-39.23,49.44
11:13:44:7,28.51,9.58,-38.89,49.17
11:13:44:7,28.84,9.17,-38.73,49.15
11:13:44:7,29.88,7.87,-38.22,49.15
11:13:44:8,28.73,8.67,-38.31,48.66
11:13:44:8,27.66,9.41,-38.39,48.24
11:13:44:8,28.06,9.55,-38.26,48.40
11:13:44:8,28.17,9.58,-38.22,48.44
11:13:44:8,27.83,7.87,-37.89,47.66
11:13:44:8,28.07,8.18,-38.19,48.10
11:13:44:9,29.02,9.41,-39.40,49.83
11:13:44:9,28.62,9.49,-39.48,49.67
11:13:44:9,28.17,9.58,-39.56,49.50
11:13:44:9,27.91,10.35,-39.56,49.51
11:13:44:9,27.83,10.61,-39.56,49.52
11:13:44:9,26.80,9.58,-40.91,49.83
11:13:45:0,26.80,9.48,-40.70,49.64
11:13:45:0,26.80,8.90,-39.56,48.61
11:13:45:0,26.65,9.19,-38.99,48.11
11:13:45:1,26.46,9.58,-38.22,47.47
11:13:45:1,26.94,9.22,-38.69,48.04
11:13:45:1,27.72,8.64,-39.46,48.99
11:13:45:1,27.83,9.22,-38.49,48.38
11:13:45:1,27.83,9.58,-37.89,47.98
11:13:45:1,26.42,9.74,-37.43,46.83
11:13:45:1,26.35,9.75,-37.41,46.78
11:13:45:1,27.48,9.58,-37.89,47.78
11:13:45:1,27.71,10.03,-38.22,48.26
11:13:45:2,28.17,10.95,-38.89,49.26
11:13:45:2,27.96,10.95,-38.69,48.98
11:13:45:2,27.83,10.95,-38.56,48.80
11:13:45:2,27.83,8.86,-39.14,48.84
11:13:45:2,27.83,8.56,-39.23,48.85
11:13:45:3,28.17,8.90,-38.89,48.84
11:13:45:3,28.22,8.85,-38.94,48.90
11:13:45:3,28.34,8.73,-39.06,49.04
11:13:45:3,27.48,9.20,-38.41,48.12
11:13:45:3,26.80,9.58,-37.89,47.39
11:13:45:3,28.07,10.58,-37.75,48.22
11:13:45:3,28.34,10.78,-37.72,48.40
11:13:45:4,28.68,9.41,-38.39,48.84
11:13:45:4,28.23,9.37,-38.67,48.79
11:13:45:4,26.80,9.24,-39.56,48.67
11:13:45:4,27.59,10.03,-39.13,48.92
11:13:45:4,28.34,10.78,-38.73,49.18
11:13:45:4,28.07,10.51,-39.52,49.60
11:13:45:5,28.00,10.44,-39.73,49.71
11:13:45:5,27.66,9.07,-40.07,49.52
11:13:45:5,27.66,9.07,-39.87,49.36
11:13:45:5,27.66,9.07,-39.06,48.71
11:13:45:5,27.82,9.55,-39.53,49.27
11:13:45:5,28.00,10.10,-40.07,49.91
11:13:45:6,27.23,9.33,-39.57,48.93
11:13:45:6,26.97,9.07,-39.40,48.60
11:13:45:6,28.34,8.73,-38.39,48.51
11:13:45:6,28.13,8.68,-38.44,48.42
11:13:45:6,26.97,8.39,-38.73,47.93
11:13:45:6,27.33,9.04,-38.80,48.31
11:13:45:7,27.83,9.93,-38.89,48.84
11:13:45:7,28.18,8.85,-38.31,48.38
11:13:45:7,28.34,8.39,-38.06,48.18
11:13:45:7,28.34,9.38,-39.36,49.40
11:13:45:7,28.30,9.49,-39.25,49.31
11:13:45:7,28.00,10.10,-38.06,48.31
11:13:45:8,28.13,9.71,-38.31,48.51
11:13:45:8,28.34,9.07,-38.73,48.84
11:13:45:8,28.00,9.41,-39.05,48.97
11:13:45:8,27.83,9.58,-39.23,49.04
11:13:45:8,28.46,8.95,-38.92,49.04
11:13:45:9,28.48,8.89,-38.82,48.96
11:13:45:9,28.00,8.73,-37.72,47.78
11:13:45:9,28.28,8.90,-38.23,48.38
11:13:45:9,28.85,9.24,-39.23,49.57
11:13:45:9,28.23,9.66,-38.21,48.47
11:13:45:9,27.83,9.93,-37.55,47.78
11:13:45:9,27.37,9.77,-38.89,48.55
11:13:46:0,27.35,9.75,-39.05,48.67
11:13:46:0,29.02,9.75,-38.73,49.37
11:13:46:0,28.77,9.20,-38.48,48.92
11:13:46:0,28.17,7.87,-37.89,47.86
11:13:46:0,28.85,9.52,-37.60,48.34
11:13:46:0,29.37,10.78,-37.39,48.75
11:13:46:1,28.22,9.34,-39.07,49.09
11:13:46:1,28.00,9.07,-39.40,49.18
11:13:46:1,29.37,10.10,-39.06,49.90
11:13:46:1,29.24,10.05,-39.10,49.85
11:13:46:1,28.85,9.93,-39.23,49.70
11:13:46:1,28.76,8.95,-38.62,48.98
11:13:46:2,28.68,8.04,-38.06,48.33
11:13:46:2,29.09,8.72,-39.78,50.05
11:13:46:2,29.19,8.90,-40.23,50.50
11:13:46:2,29.02,10.10,-39.06,49.70
11:13:46:2,28.88,10.03,-38.86,49.44
11:13:46:3,28.34,9.75,-38.06,48.44
11:13:46:3,28.34,9.59,-38.06,48.41
11:13:46:3,28.34,9.41,-38.06,48.37
11:13:46:3,27.95,10.57,-38.18,48.49
11:13:46:3,27.83,10.95,-38.22,48.53
11:13:46:3,28.00,9.75,-38.73,48.77
11:13:46:4,27.89,9.75,-38.51,48.54
11:13:46:4,27.31,9.75,-37.39,47.32
11:13:46:4,27.83,10.12,-38.33,48.44
11:13:46:4,28.51,10.61,-39.56,49.91
11:13:46:4,28.15,9.52,-39.92,49.76
11:13:46:4,28.00,9.07,-40.07,49.71
11:13:46:4,28.50,11.58,-39.25,49.87
11:13:46:5,28.39,11.40,-39.00,49.56
11:13:46:5,27.48,9.58,-37.22,47.25
11:13:46:5,27.15,9.92,-37.54,47.38
11:13:46:5,26.63,10.44,-38.06,47.61
11:13:46:5,27.65,9.87,-37.50,47.63
11:13:46:5,28.17,9.58,-37.22,47.65
11:13:46:6,28.01,8.78,-37.06,47.28
11:13:46:6,27.97,8.83,-37.20,47.37
11:13:46:6,27.66,10.10,-39.06,48.91
11:13:46:6,27.71,10.15,-38.77,48.73
11:13:46:6,27.83,10.27,-38.22,48.38
11:13:46:6,27.93,10.37,-39.36,49.37
11:13:46:7,28.00,10.44,-40.07,49.98
11:13:46:7,29.52,10.13,-38.87,49.85
11:13:46:7,29.65,10.09,-38.70,49.78
11:13:46:7,27.66,9.75,-37.72,47.78
11:13:46:7,27.50,10.01,-37.97,47.94
11:13:46:8,27.14,10.61,-38.56,48.33
11:13:46:8,26.55,10.02,-38.56,47.88
11:13:46:8,26.12,9.58,-38.56,47.55
11:13:46:8,26.98,10.74,-37.99,47.82
11:13:46:8,27.14,10.95,-37.89,47.88
11:13:46:8,26.29,10.10,-38.06,47.34
11:13:46:9,26.59,9.88,-38.44,47.77
11:13:46:9,27.48,9.24,-39.56,49.05
11:13:46:9,26.94,9.60,-39.21,48.53
11:13:46:9,26.46,9.93,-38.89,48.08
11:13:46:9,28.24,9.24,-38.76,48.84
11:13:46:9,28.68,9.07,-38.73,49.04
11:13:47:0,28.51,9.93,-40.57,50.57
11:13:47:0,28.29,9.71,-40.57,50.41
11:13:47:0,27.48,8.90,-40.57,49.80
11:13:47:0,27.15,9.23,-39.76,49.02
11:13:47:0,26.80,9.58,-38.89,48.20
11:13:47:0,26.41,8.68,-39.27,48.12
11:13:47:0,26.29,8.39,-39.40,48.10
11:13:47:1,26.46,9.24,-40.57,49.31
11:13:47:1,26.17,9.47,-40.68,49.29
11:13:47:1,24.75,10.61,-41.24,49.25
11:13:47:1,24.75,9.71,-40.65,48.57
11:13:47:1,24.75,8.56,-39.90,47.72
11:13:47:2,23.53,8.80,-40.85,47.96
11:13:47:2,23.03,8.90,-41.24,48.07
11:13:47:2,22.02,9.23,-41.24,47.66
11:13:47:2,21.95,9.39,-41.22,47.63
11:13:47:2,21.50,10.44,-41.07,47.52
11:13:47:2,21.90,10.57,-41.07,47.73
11:13:47:3,22.52,10.78,-41.07,48.07
11:13:47:3,22.29,10.55,-41.30,48.10
11:13:47:3,22.18,10.44,-41.41,48.12
11:13:47:3,21.21,10.12,-40.78,47.07
11:13:47:3,21.26,10.12,-40.74,47.05
11:13:47:4,22.52,10.44,-40.74,47.71
11:13:47:4,21.86,10.86,-40.68,47.44
11:13:47:4,20.64,11.64,-40.57,46.98
11:13:47:4,21.17,12.60,-41.30,48.09
11:13:47:4,21.50,13.18,-41.74,48.77
11:13:47:4,22.42,12.87,-41.74,49.10
11:13:47:4,22.49,12.84,-41.71,49.10
11:13:47:5,21.67,13.01,-40.91,48.08
11:13:47:5,21.30,13.16,-40.96,48.00
11:13:47:5,20.47,13.52,-41.07,47.84
11:13:47:5,21.85,13.72,-40.88,48.34
11:13:47:5,22.86,13.86,-40.74,48.73
11:13:47:5,23.45,13.86,-41.59,49.72
11:13:47:6,23.55,13.86,-41.74,49.89
11:13:47:6,22.18,14.20,-41.74,49.36
11:13:47:6,22.31,14.43,-41.79,49.52
11:13:47:6,22.69,15.06,-41.91,49.98
11:13:47:6,23.15,15.33,-41.29,49.75
11:13:47:6,23.55,15.57,-40.74,49.56
11:13:47:7,23.96,16.81,-41.41,50.71
11:13:47:7,24.06,17.11,-41.58,50.99
11:13:47:7,23.55,17.63,-40.07,49.71
11:13:47:7,23.81,17.88,-40.17,50.00
11:13:47:7,24.75,18.82,-40.57,51.11
11:13:47:7,24.58,18.49,-40.24,50.65
11:13:47:8,24.40,18.14,-39.90,50.17
11:13:47:8,25.96,18.92,-39.39,50.83
11:13:47:8,26.46,19.17,-39.23,51.05
11:13:47:8,25.77,19.85,-38.22,50.19
11:13:47:8,25.80,20.11,-38.02,50.16
11:13:47:9,25.94,21.39,-37.05,50.03
11:13:47:9,25.56,20.86,-37.12,49.67
11:13:47:9,25.09,20.19,-37.22,49.22
11:13:47:9,27.54,22.40,-36.50,50.91
11:13:47:9,28.51,23.27,-36.21,51.63
11:13:48:0,28.68,25.80,-34.40,51.68
11:13:48:0,28.77,25.75,-34.28,51.63
11:13:48:0,29.37,25.15,-33.70,51.29
11:13:48:0,29.98,25.49,-33.10,51.42
11:13:48:0,30.91,26.01,-32.19,51.65
11:13:48:0,31.13,26.70,-32.64,52.42
11:13:48:0,31.25,27.04,-32.86,52.79
11:13:48:0,29.95,27.68,-33.49,52.78
11:13:48:1,30.00,27.68,-33.49,52.80
11:13:48:1,31.42,27.21,-33.03,53.09
11:13:48:1,31.36,27.75,-32.49,53.00
11:13:48:1,31.25,28.75,-31.52,52.88
11:13:48:1,30.60,28.10,-32.15,52.53
11:13:48:1,30.22,27.72,-32.53,52.34
11:13:48:2,29.60,26.18,-31.92,50.80
11:13:48:2,29.60,26.10,-31.86,50.71
11:13:48:2,31.25,28.40,-31.86,52.90
11:13:48:2,30.23,28.88,-31.80,52.53
11:13:48:2,28.00,29.94,-31.69,51.81
11:13:48:2,28.80,29.14,-32.28,52.16
11:13:48:3,29.37,28.58,-32.69,52.42
11:13:48:3,28.92,28.72,-32.84,52.34
11:13:48:3,28.85,28.75,-32.86,52.33
11:13:48:3,28.85,29.77,-32.86,52.90
11:13:48:3,29.17,29.45,-32.73,52.82
11:13:48:3,30.05,28.58,-32.36,52.60
11:13:48:4,29.40,29.41,-32.09,52.52
