time,x,y,z,MF
17:02:00:564,43.67,-55.49,54.05,88.92
17:02:00:582,44.06,-55.66,54.32,89.39
17:02:00:593,44.84,-55.99,54.86,90.31
17:02:00:608,45.13,-55.70,55.15,90.44
17:02:00:626,45.34,-55.49,55.35,90.54
17:02:00:645,45.20,-57.29,55.76,91.83
17:02:00:653,45.17,-57.67,55.84,92.11
17:02:00:683,45.84,-55.99,55.52,91.20
17:02:00:706,45.63,-55.92,55.65,91.14
17:02:00:713,44.84,-55.66,56.17,90.90
17:02:00:728,45.06,-55.88,55.95,91.02
17:02:00:742,45.34,-56.16,55.68,91.16
17:02:00:757,44.18,-55.70,57.26,91.29
17:02:00:775,43.67,-55.49,57.97,91.36
17:02:00:827,44.60,-56.12,57.05,91.61
17:02:00:828,44.51,-56.24,56.99,91.61
17:02:00:832,42.67,-57.17,56.99,91.30
17:02:00:848,42.88,-57.06,57.09,91.40
17:02:00:863,43.33,-56.83,57.32,91.61
17:02:00:877,43.33,-56.65,57.68,91.73
17:02:00:892,43.33,-56.50,57.97,91.82
17:02:00:907,43.20,-57.44,57.58,92.09
17:02:00:922,43.17,-57.67,57.48,92.16
17:02:00:951,43.17,-56.67,57.48,91.53
17:02:00:967,42.91,-56.60,57.36,91.30
17:02:00:982,41.83,-56.33,56.82,90.29
17:02:00:997,42.26,-56.33,56.82,90.49
17:02:01:12,42.83,-56.33,56.82,90.75
17:02:01:27,43.95,-56.33,55.73,90.61
17:02:01:41,44.50,-56.33,55.19,90.55
17:02:01:56,44.05,-56.18,56.53,91.06
17:02:01:86,43.98,-56.24,56.68,91.16
17:02:01:101,43.67,-57.51,56.99,91.99
17:02:01:116,43.17,-57.51,56.89,91.69
17:02:01:132,42.00,-57.51,56.66,91.00
17:02:01:146,42.72,-57.14,56.48,91.00
17:02:01:161,43.33,-56.83,56.33,91.00
17:02:01:176,43.33,-57.10,56.33,91.17
17:02:01:191,43.33,-57.17,56.33,91.21
17:02:01:221,43.83,-56.67,56.17,91.04
17:02:01:236,43.56,-56.89,56.50,91.24
17:02:01:251,42.16,-58.01,58.13,92.32
17:02:01:266,42.77,-57.26,57.80,91.92
17:02:01:280,43.67,-56.16,57.32,91.36
17:02:01:296,43.56,-56.92,58.06,92.24
17:02:01:310,43.50,-57.34,58.46,92.72
17:02:01:326,42.76,-58.38,56.00,91.50
17:02:01:355,42.71,-58.42,55.78,91.37
17:02:01:370,44.17,-55.66,58.79,92.22
17:02:01:385,44.03,-56.35,58.30,92.26
17:02:01:400,43.67,-58.18,56.99,92.41
17:02:01:415,42.98,-57.66,57.49,92.07
17:02:01:430,42.33,-57.17,57.97,91.76
17:02:01:445,43.59,-56.92,59.20,92.97
17:02:01:460,44.00,-56.83,59.60,93.37
17:02:01:475,44.50,-56.67,57.17,91.97
17:02:01:505,44.38,-56.69,57.22,91.97
17:02:01:519,43.67,-56.83,57.64,91.97
17:02:01:535,43.86,-57.03,58.08,92.46
17:02:01:550,44.17,-57.34,58.79,93.24
17:02:01:564,43.96,-56.92,58.18,92.50
17:02:01:579,43.83,-56.67,57.80,92.05
17:02:01:594,44.41,-56.38,58.93,92.86
17:02:01:626,44.50,-56.33,59.11,92.99
17:02:01:639,43.33,-56.83,56.99,91.41
17:02:01:654,43.50,-56.75,57.31,91.64
17:02:01:672,44.00,-56.50,58.30,92.34
17:02:01:684,43.51,-56.50,57.82,91.81
17:02:01:700,43.00,-56.50,57.32,91.25
17:02:01:714,43.97,-55.52,58.51,91.86
17:02:01:734,44.33,-55.15,58.95,92.10
17:02:01:771,44.33,-55.75,57.78,91.72
17:02:01:774,44.33,-56.16,56.99,91.47
17:02:01:778,43.00,-56.90,56.84,91.21
17:02:01:808,42.85,-57.00,56.86,91.20
17:02:01:823,43.33,-56.83,57.97,92.02
17:02:01:838,43.15,-56.74,58.06,91.94
17:02:01:853,42.67,-56.50,58.30,91.71
17:02:01:868,43.01,-56.15,57.80,91.34
17:02:01:883,43.33,-55.82,57.32,90.99
17:02:01:899,43.33,-56.33,57.56,91.46
17:02:01:915,43.33,-56.50,57.64,91.61
17:02:01:928,44.16,-56.33,59.43,93.03
17:02:01:958,44.24,-56.26,59.24,92.90
17:02:01:973,44.67,-55.82,57.97,92.04
17:02:01:988,44.29,-55.57,58.09,91.78
17:02:02:3,43.67,-55.15,58.30,91.36
17:02:02:26,43.87,-55.98,59.51,92.74
17:02:02:33,44.00,-56.50,60.26,93.59
17:02:02:48,44.72,-56.64,60.12,93.93
17:02:02:78,44.84,-56.66,60.09,93.97
17:02:02:92,45.34,-55.15,57.97,91.96
17:02:02:107,45.09,-55.40,58.45,92.30
17:02:02:122,44.33,-56.16,59.93,93.33
17:02:02:137,43.93,-55.59,61.44,93.78
17:02:02:152,43.50,-54.98,63.04,94.28
17:02:02:167,43.74,-55.47,62.80,94.52
17:02:02:182,43.83,-55.66,62.71,94.61
17:02:02:197,44.64,-54.52,62.24,94.01
17:02:02:228,44.67,-54.44,62.29,94.02
17:02:02:241,44.67,-54.14,62.87,94.23
17:02:02:256,44.14,-54.20,62.82,93.98
17:02:02:271,43.17,-54.31,62.71,93.52
17:02:02:286,43.56,-54.71,63.87,94.71
17:02:02:301,43.83,-54.98,64.67,95.54
17:02:02:316,44.39,-54.42,64.40,95.29
17:02:02:331,44.50,-54.31,64.34,95.24
17:02:02:361,43.00,-53.81,63.20,93.48
17:02:02:376,42.85,-54.17,63.27,93.67
17:02:02:391,42.33,-55.49,63.53,94.37
17:02:02:407,42.87,-54.95,63.45,94.25
17:02:02:421,43.50,-54.31,63.36,94.11
17:02:02:436,43.73,-54.55,63.59,94.51
17:02:02:451,43.83,-54.65,63.69,94.68
17:02:02:498,44.46,-54.02,61.54,93.17
17:02:02:500,44.47,-54.00,61.51,93.16
17:02:02:510,44.17,-54.31,62.71,93.98
17:02:02:526,43.95,-54.20,62.50,93.68
17:02:02:541,43.50,-53.97,62.06,93.04
17:02:02:556,43.97,-55.02,61.59,93.57
17:02:02:570,44.33,-55.82,61.24,93.98
17:02:02:585,43.26,-55.01,60.45,92.47
17:02:02:600,43.00,-54.82,60.26,92.11
17:02:02:630,44.33,-55.82,60.58,93.55
17:02:02:646,44.30,-55.99,60.37,93.49
17:02:02:662,44.17,-56.67,59.44,93.25
17:02:02:676,44.53,-56.01,59.51,93.07
17:02:02:690,45.00,-55.15,59.60,92.84
17:02:02:706,44.78,-55.60,58.51,92.30
17:02:02:720,44.67,-55.82,57.97,92.04
17:02:02:735,44.67,-56.44,56.48,91.49
17:02:02:765,44.63,-56.46,56.47,91.48
17:02:02:780,44.00,-55.82,58.62,92.14
17:02:02:795,44.05,-55.78,58.09,91.79
17:02:02:809,44.17,-55.66,56.82,90.98
17:02:02:825,44.44,-55.93,56.74,91.22
17:02:02:839,44.67,-56.16,56.66,91.43
17:02:02:855,44.15,-58.00,55.64,91.70
17:02:02:869,44.00,-58.51,55.35,91.78
17:02:02:899,43.00,-57.84,56.99,91.88
17:02:02:914,43.14,-57.76,56.96,91.88
17:02:02:929,43.83,-57.34,56.82,91.86
17:02:02:944,43.36,-57.68,56.09,91.40
17:02:02:959,42.67,-58.18,55.03,90.74
17:02:02:974,42.99,-58.51,55.77,91.55
17:02:02:989,43.17,-58.68,56.17,91.99
17:02:03:4,42.87,-57.49,55.59,90.73
17:02:03:34,42.77,-57.40,55.49,90.57
17:02:03:48,41.16,-59.02,54.86,90.49
17:02:03:64,41.76,-58.51,55.18,90.62
17:02:03:79,43.33,-57.17,56.01,91.01
17:02:03:94,42.64,-57.86,55.50,90.81
17:02:03:114,42.00,-58.51,55.03,90.64
17:02:03:124,42.00,-58.01,54.53,90.01
17:02:03:138,42.00,-57.84,54.37,89.81
17:02:03:154,44.16,-58.35,54.53,91.26
17:02:03:183,43.90,-58.37,54.56,91.17
17:02:03:198,42.33,-58.51,54.70,90.60
17:02:03:213,42.40,-58.71,55.01,90.94
17:02:03:228,42.50,-59.02,55.52,91.50
17:02:03:243,42.39,-57.86,55.01,90.39
17:02:03:258,42.33,-57.17,54.70,89.74
17:02:03:273,41.61,-59.06,54.56,90.53
17:02:03:303,41.49,-59.33,54.54,90.64
17:02:03:318,41.16,-57.00,54.86,89.18
17:02:03:333,41.45,-57.13,54.74,89.32
17:02:03:351,42.33,-57.51,54.37,89.75
17:02:03:369,41.84,-58.00,54.37,89.84
17:02:03:384,41.33,-58.51,54.37,89.94
17:02:03:392,42.06,-58.27,54.61,90.26
17:02:03:407,42.33,-58.18,54.70,90.38
17:02:03:422,42.33,-58.18,55.65,90.96
17:02:03:452,42.20,-58.20,55.62,90.89
17:02:03:467,41.16,-58.35,55.19,90.25
17:02:03:482,41.04,-58.71,55.31,90.50
17:02:03:497,40.83,-59.36,55.52,90.95
17:02:03:512,41.13,-59.05,55.22,90.71
17:02:03:526,41.33,-58.85,55.03,90.55
17:02:03:542,41.33,-59.41,53.93,90.26
17:02:03:556,41.33,-59.52,53.72,90.20
17:02:03:587,41.50,-58.35,54.86,90.20
17:02:03:601,41.12,-58.72,54.72,90.19
17:02:03:616,39.83,-60.03,54.21,90.16
17:02:03:631,40.91,-60.34,53.30,90.31
17:02:03:646,42.16,-60.70,52.25,90.51
17:02:03:666,41.93,-59.99,52.25,89.92
17:02:03:676,41.83,-59.69,52.25,89.68
17:02:03:691,41.20,-60.33,51.94,89.63
17:02:03:721,41.09,-60.35,51.79,89.51
17:02:03:740,40.33,-60.20,50.45,88.29
17:02:03:751,40.22,-60.42,49.80,88.02
17:02:03:771,39.99,-60.87,48.49,87.50
17:02:03:781,39.51,-60.77,47.46,86.64
17:02:03:796,39.16,-60.70,46.69,86.01
17:02:03:811,39.02,-61.11,46.56,86.17
17:02:03:827,38.99,-61.21,46.53,86.20
17:02:03:855,39.99,-60.20,45.22,85.25
17:02:03:871,40.26,-60.26,44.70,85.15
17:02:03:885,41.33,-60.53,42.60,84.78
17:02:03:900,40.53,-59.14,42.96,83.58
17:02:03:915,39.49,-57.34,43.42,82.05
17:02:03:930,40.40,-57.80,42.31,82.23
17:02:03:945,40.83,-58.01,41.78,82.33
17:02:03:960,40.52,-57.70,43.59,82.89
17:02:03:990,40.53,-57.70,43.77,82.99
17:02:04:5,41.16,-58.01,44.07,83.68
17:02:04:20,41.21,-57.35,43.33,82.85
17:02:04:35,41.33,-55.82,41.62,80.97
17:02:04:50,41.78,-56.28,40.46,80.94
17:02:04:66,42.16,-56.67,39.50,80.92
17:02:04:80,40.85,-56.67,39.50,80.25
17:02:04:94,40.49,-56.67,39.50,80.07
17:02:04:125,41.00,-55.49,37.37,78.46
17:02:04:140,40.66,-55.66,37.09,78.27
17:02:04:179,38.99,-56.50,35.74,77.39
17:02:04:181,38.92,-55.88,35.54,76.81
17:02:04:184,38.82,-54.98,35.24,75.98
17:02:04:199,39.04,-56.74,36.95,78.16
17:02:04:214,39.16,-57.67,37.86,79.33
17:02:04:230,39.60,-57.82,39.17,80.29
17:02:04:259,39.65,-57.75,39.25,80.30
17:02:04:274,39.49,-55.32,36.88,77.33
17:02:04:290,40.14,-54.30,36.25,76.64
17:02:04:304,41.83,-51.62,34.59,74.91
17:02:04:319,42.69,-50.06,33.58,73.86
17:02:04:333,43.50,-48.59,32.63,72.93
17:02:04:349,41.86,-44.16,29.30,67.53
17:02:04:364,41.33,-42.71,28.22,65.79
17:02:04:379,43.16,-39.52,27.73,64.76
17:02:04:409,43.17,-39.13,27.73,64.52
17:02:04:424,43.17,-36.82,27.73,63.15
17:02:04:439,43.80,-36.31,27.85,63.35
17:02:04:453,44.84,-35.48,28.05,63.69
17:02:04:469,43.59,-34.43,28.05,62.22
17:02:04:483,42.83,-33.80,28.05,61.35
17:02:04:498,44.71,-33.94,28.48,62.94
17:02:04:528,45.00,-33.96,28.56,63.20
17:02:04:543,44.84,-33.80,30.34,63.82
17:02:04:558,45.17,-34.21,30.42,64.32
17:02:04:576,46.17,-35.48,30.67,65.81
17:02:04:588,46.50,-35.48,32.11,66.72
17:02:04:602,46.84,-35.48,33.61,67.69
17:02:04:621,48.67,-37.07,33.97,69.98
17:02:04:632,49.35,-37.66,34.10,70.83
17:02:04:648,48.86,-37.50,34.58,70.63
17:02:04:677,48.82,-37.55,34.65,70.67
17:02:04:692,48.68,-38.00,35.08,71.02
17:02:04:707,49.21,-39.26,35.84,72.44
17:02:04:728,50.18,-41.53,37.21,75.01
17:02:04:738,49.38,-41.13,37.99,74.65
17:02:04:752,48.84,-40.86,38.51,74.42
17:02:04:771,48.98,-43.81,39.75,76.80
17:02:04:782,49.01,-44.39,39.99,77.27
17:02:04:812,48.34,-43.38,38.68,75.60
17:02:04:828,48.08,-43.79,38.93,75.80
17:02:04:846,47.17,-45.23,39.82,76.53
17:02:04:866,46.48,-46.55,38.54,76.24
17:02:04:872,45.67,-48.09,37.04,75.96
17:02:04:888,43.32,-49.51,34.75,74.40
17:02:04:902,42.33,-50.11,33.77,73.78
17:02:04:917,39.34,-52.48,33.93,73.85
17:02:04:947,38.87,-52.89,33.91,73.88
17:02:04:961,35.82,-55.66,33.61,74.23
17:02:04:980,35.49,-56.54,33.61,74.74
17:02:04:992,34.82,-58.35,33.61,75.80
17:02:05:7,32.82,-59.02,34.45,75.81
17:02:05:21,31.31,-59.52,35.08,75.86
17:02:05:37,31.44,-59.39,36.27,76.36
17:02:05:51,31.48,-59.36,36.55,76.48
17:02:05:84,32.98,-56.83,34.43,74.18
17:02:05:96,33.24,-56.70,34.11,74.05
17:02:05:112,34.32,-56.16,32.79,73.53
17:02:05:126,34.39,-55.65,33.01,73.27
