time,x,y,z,MF
14:27:35:2,8.70,-2.39,13.29,16.06
14:27:35:2,9.01,-2.39,13.39,16.31
14:27:35:2,9.83,-1.90,11.93,15.58
14:27:35:2,9.74,-1.97,11.90,15.50
14:27:35:2,8.66,-2.74,12.05,15.09
14:27:35:3,8.47,-3.43,12.48,15.47
14:27:35:3,8.15,-4.62,13.22,16.20
14:27:35:3,8.15,-3.54,13.65,16.28
14:27:35:3,8.15,-2.91,13.89,16.37
14:27:35:3,8.77,-2.29,12.99,15.84
14:27:35:4,8.83,-2.25,12.88,15.78
14:27:35:4,8.83,-2.91,12.55,15.62
14:27:35:4,8.94,-2.60,12.86,15.87
14:27:35:4,9.18,-1.88,13.56,16.48
14:27:35:4,9.27,-1.20,13.27,16.24
14:27:35:4,9.35,-0.68,13.06,16.07
14:27:35:4,8.92,-1.40,14.60,17.16
14:27:35:5,8.83,-1.54,14.90,17.39
14:27:35:5,7.81,-2.22,14.56,16.67
14:27:35:5,8.01,-2.67,14.37,16.66
14:27:35:5,8.66,-4.10,13.73,16.74
14:27:35:5,8.92,-2.99,13.81,16.71
14:27:35:5,9.18,-1.88,13.89,16.76
14:27:35:6,9.04,-2.28,14.54,17.27
14:27:35:6,9.01,-2.39,14.73,17.43
14:27:35:6,9.18,-3.25,13.22,16.42
14:27:35:6,8.89,-3.02,13.39,16.35
14:27:35:6,7.47,-1.88,14.23,16.18
14:27:35:6,7.91,-2.48,13.64,15.97
14:27:35:7,8.49,-3.25,12.89,15.77
14:27:35:7,8.49,-2.53,12.42,15.25
14:27:35:7,8.49,-2.22,12.22,15.04
14:27:35:7,8.33,-2.06,12.71,15.33
14:27:35:7,8.41,-2.21,12.77,15.45
14:27:35:7,9.18,-3.59,13.22,16.49
14:27:35:8,8.48,-3.15,13.78,16.48
14:27:35:8,7.30,-2.39,14.73,16.61
14:27:35:8,7.95,-2.61,13.66,16.02
14:27:35:8,8.32,-2.74,13.06,15.72
14:27:35:8,8.63,-1.81,13.06,15.75
14:27:35:9,8.62,-1.71,13.10,15.77
14:27:35:9,7.64,-1.71,14.06,16.09
14:27:35:9,7.90,-2.39,13.91,16.17
14:27:35:9,8.49,-3.93,13.56,16.47
14:27:35:9,8.20,-3.44,13.27,15.97
14:27:35:9,7.98,-3.08,13.06,15.61
14:27:35:9,8.27,-1.35,13.90,16.23
14:27:36:0,8.32,-1.02,14.06,16.37
14:27:36:0,7.98,-2.05,13.06,15.44
14:27:36:0,8.15,-2.22,13.06,15.55
14:27:36:0,8.66,-2.74,13.06,15.91
14:27:36:0,8.66,-2.56,13.06,15.88
14:27:36:0,8.66,-2.39,13.06,15.85
14:27:36:1,8.66,-3.19,13.32,16.20
14:27:36:1,8.66,-3.42,13.39,16.31
14:27:36:2,8.83,-2.91,14.90,17.56
14:27:36:2,8.62,-2.64,14.45,17.03
14:27:36:2,7.64,-1.37,12.38,14.61
14:27:36:2,7.73,-1.73,12.74,15.00
14:27:36:2,7.96,-2.66,13.66,16.03
14:27:36:2,7.61,-3.10,13.61,15.90
14:27:36:2,7.47,-3.25,13.56,15.81
14:27:36:2,8.30,-2.08,13.72,16.17
14:27:36:2,8.28,-2.09,13.76,16.20
14:27:36:3,7.98,-2.39,14.06,16.34
14:27:36:3,8.43,-2.59,14.38,16.87
14:27:36:3,9.18,-2.91,14.90,17.74
14:27:36:3,8.85,-2.36,13.93,16.67
14:27:36:3,8.66,-2.05,13.39,16.08
14:27:36:3,8.98,-2.68,12.78,15.84
14:27:36:4,8.99,-2.77,12.78,15.87
14:27:36:4,8.66,-3.42,14.06,16.87
14:27:36:4,8.61,-3.15,13.90,16.65
14:27:36:4,8.49,-2.56,13.56,16.20
14:27:36:4,8.07,-1.91,13.73,16.05
14:27:36:4,7.34,-0.80,14.05,15.87
14:27:36:5,8.32,-3.08,13.73,16.34
14:27:36:5,8.00,-2.76,13.41,15.86
14:27:36:5,7.30,-2.05,12.72,14.81
14:27:36:5,7.69,-2.45,13.11,15.39
14:27:36:5,7.98,-2.74,13.39,15.82
14:27:36:5,7.54,-1.43,14.67,16.56
14:27:36:6,7.47,-1.19,14.90,16.71
14:27:36:6,8.49,-1.88,14.56,16.96
14:27:36:6,8.58,-1.97,14.40,16.87
14:27:36:6,8.83,-2.22,13.89,16.61
14:27:36:6,8.57,-2.13,13.63,16.24
14:27:36:6,8.32,-2.05,13.39,15.90
14:27:36:6,9.79,-2.99,12.73,16.34
14:27:36:7,10.20,-3.25,12.55,16.50
14:27:36:7,8.32,-2.39,13.39,15.94
14:27:36:7,8.41,-2.24,13.60,16.15
14:27:36:7,8.83,-1.54,14.56,17.10
14:27:36:7,8.53,-2.31,13.51,16.14
14:27:36:8,8.15,-3.25,12.22,15.04
14:27:36:8,9.01,-2.64,12.34,15.50
14:27:36:8,9.35,-2.39,12.38,15.70
14:27:36:8,7.50,-1.55,12.88,14.98
14:27:36:8,7.44,-1.64,12.87,14.96
14:27:36:8,7.30,-2.39,12.72,14.86
14:27:36:9,7.69,-2.78,12.98,15.34
14:27:36:9,8.32,-3.42,13.39,16.13
14:27:36:9,8.76,-3.20,12.74,15.79
14:27:36:9,9.01,-3.08,12.38,15.62
14:27:36:9,8.38,-3.39,12.69,15.58
14:27:36:9,8.30,-3.39,12.72,15.56
14:27:37:0,7.98,-2.74,12.72,15.26
14:27:37:0,7.98,-2.84,12.93,15.46
14:27:37:0,7.98,-3.08,13.39,15.89
14:27:37:0,8.18,-2.08,13.98,16.33
14:27:37:0,8.32,-1.37,14.40,16.68
14:27:37:0,8.61,-0.79,12.69,15.35
14:27:37:0,8.66,-0.68,12.38,15.13
14:27:37:1,8.66,-3.08,14.06,16.80
14:27:37:1,8.53,-2.86,13.60,16.31
14:27:37:1,8.15,-2.22,12.22,14.85
14:27:37:1,8.33,-2.58,11.70,14.59
14:27:37:1,8.49,-2.91,11.21,14.36
14:27:37:2,8.89,-1.97,12.92,15.81
14:27:37:2,9.01,-1.71,13.39,16.23
14:27:37:2,6.27,-1.37,14.73,16.07
14:27:37:2,6.68,-1.46,14.64,16.16
14:27:37:2,8.49,-1.88,14.23,16.68
14:27:37:2,8.57,-1.96,13.85,16.40
14:27:37:3,8.66,-2.05,13.39,16.08
14:27:37:3,9.03,-1.68,13.51,16.34
14:27:37:3,9.18,-1.54,13.56,16.44
14:27:37:3,8.50,-1.54,12.90,15.52
14:27:37:3,8.41,-1.62,12.93,15.51
14:27:37:3,7.81,-2.22,13.22,15.51
14:27:37:4,7.81,-2.35,13.87,16.09
14:27:37:4,7.81,-2.56,14.90,17.01
14:27:37:4,8.14,-2.45,13.91,16.31
14:27:37:4,8.32,-2.39,13.39,15.94
14:27:37:4,8.32,-2.08,14.62,16.95
14:27:37:4,8.35,-2.08,14.67,17.01
14:27:37:5,8.83,-2.56,13.56,16.38
14:27:37:5,8.50,-2.01,13.99,16.49
14:27:37:5,7.81,-0.85,14.90,16.84
14:27:37:5,7.20,-2.46,14.70,16.56
14:27:37:5,6.78,-3.59,14.56,16.46
14:27:37:5,7.07,-2.42,13.13,15.11
14:27:37:6,7.12,-2.22,12.89,14.89
14:27:37:6,8.32,-2.74,13.39,16.00
14:27:37:6,8.41,-2.56,13.82,16.38
14:27:37:6,8.66,-2.05,15.07,17.50
14:27:37:6,8.39,-1.96,13.75,16.23
14:27:37:6,8.15,-1.88,12.55,15.08
14:27:37:7,8.15,-1.34,13.88,16.15
14:27:37:7,8.15,-1.19,14.23,16.44
14:27:37:7,7.47,-1.19,13.56,15.52
14:27:37:7,7.69,-1.29,13.40,15.50
14:27:37:7,8.66,-1.71,12.72,15.48
14:27:37:7,7.88,-1.24,13.49,15.67
14:27:37:8,6.95,-0.68,14.40,16.00
14:27:37:8,7.32,-1.80,13.55,15.50
14:27:37:8,7.47,-2.22,13.22,15.35
14:27:37:8,8.48,-2.90,13.22,15.97
14:27:37:8,8.41,-2.82,13.26,15.96
14:27:37:8,7.81,-2.22,13.56,15.80
14:27:37:9,8.01,-2.02,13.62,15.93
14:27:37:9,8.32,-1.71,13.73,16.14
14:27:37:9,8.66,-1.37,13.39,16.01
14:27:37:9,8.83,-1.19,13.22,15.95
14:27:37:9,8.20,-2.14,14.15,16.50
14:27:38:0,8.08,-2.25,14.18,16.47
14:27:38:0,6.95,-2.74,13.39,15.33
14:27:38:0,7.40,-2.51,13.39,15.50
14:27:38:0,8.32,-2.05,13.39,15.90
14:27:38:0,8.42,-2.15,13.89,16.38
14:27:38:0,8.49,-2.22,14.23,16.72
14:27:38:0,8.05,-2.37,14.37,16.64
14:27:38:1,7.98,-2.39,14.40,16.63
14:27:38:1,8.49,-0.85,13.56,16.02
14:27:38:1,8.58,-0.76,13.38,15.92
14:27:38:1,8.83,-0.51,12.89,15.63
14:27:38:1,8.83,-1.59,12.71,15.56
14:27:38:1,8.83,-2.56,12.55,15.56
14:27:38:2,7.47,-1.75,13.35,15.40
14:27:38:2,7.12,-1.54,13.56,15.39
14:27:38:2,8.15,-1.88,13.56,15.93
14:27:38:2,8.28,-1.88,13.49,15.94
14:27:38:2,8.83,-1.88,13.22,16.01
14:27:38:3,8.76,-2.43,13.46,16.24
14:27:38:3,8.66,-3.08,13.73,16.52
14:27:38:3,7.42,-2.33,12.75,14.93
14:27:38:3,6.95,-2.05,12.38,14.35
14:27:38:3,8.14,-1.88,13.22,15.64
14:27:38:3,8.19,-1.97,13.40,15.83
14:27:38:4,8.49,-2.56,14.56,17.05
14:27:38:4,8.90,-2.70,13.76,16.61
14:27:38:4,9.52,-2.91,12.55,16.02
14:27:38:4,8.95,-2.79,13.56,16.48
14:27:38:4,8.66,-2.74,14.06,16.74
14:27:38:4,7.23,-2.58,13.28,15.34
14:27:38:5,7.13,-2.49,13.28,15.28
14:27:38:5,7.30,-1.37,14.06,15.90
14:27:38:5,7.75,-1.71,13.73,15.86
14:27:38:5,8.66,-2.39,13.06,15.85
14:27:38:5,8.56,-2.09,12.55,15.34
14:27:38:5,8.49,-1.88,12.22,15.00
14:27:38:5,8.05,-2.62,13.23,15.71
14:27:38:6,7.98,-2.74,13.39,15.82
14:27:38:6,8.32,-1.71,13.06,15.58
14:27:38:6,8.41,-1.62,12.79,15.39
14:27:38:6,8.66,-1.37,12.05,14.90
14:27:38:6,8.66,-1.37,12.95,15.64
14:27:38:7,8.66,-1.37,13.73,16.29
14:27:38:7,7.57,-2.47,13.46,15.63
14:27:38:7,7.30,-2.74,13.39,15.49
14:27:38:7,8.32,-3.08,11.71,14.69
14:27:38:7,8.22,-2.76,12.09,14.88
14:27:38:7,7.81,-1.54,13.56,15.72
14:27:38:8,7.81,-1.86,13.72,15.89
14:27:38:8,7.81,-2.22,13.89,16.09
14:27:38:8,7.55,-2.73,13.65,15.83
14:27:38:8,7.47,-2.91,13.56,15.75
14:27:38:8,8.83,-1.54,13.22,15.98
14:27:38:8,8.81,-1.56,13.34,16.06
14:27:38:9,8.66,-1.71,14.06,16.60
14:27:38:9,8.18,-2.20,13.72,16.12
14:27:38:9,7.47,-2.91,13.22,15.46
14:27:38:9,8.50,-2.10,13.56,16.14
14:27:38:9,9.01,-1.71,13.73,16.50
14:27:38:9,7.56,-3.16,13.57,15.85
14:27:39:0,7.60,-3.19,13.62,15.92
14:27:39:0,9.35,-2.39,14.40,17.33
14:27:39:0,8.82,-2.22,14.11,16.79
14:27:39:0,7.81,-1.88,13.56,15.76
14:27:39:0,7.70,-2.82,13.05,15.41
14:27:39:0,7.64,-3.42,12.72,15.23
14:27:39:0,8.08,-1.78,13.16,15.55
14:27:39:1,8.14,-1.55,13.23,15.61
14:27:39:1,6.95,-3.08,13.73,15.69
14:27:39:1,7.00,-3.22,13.49,15.54
14:27:39:1,7.12,-3.59,12.89,15.16
14:27:39:1,8.24,-3.22,13.25,15.93
14:27:39:2,9.18,-2.91,13.56,16.63
14:27:39:2,9.31,-3.32,12.61,16.02
14:27:39:2,9.35,-3.42,12.38,15.89
14:27:39:2,8.66,-4.79,13.06,16.38
14:27:39:2,8.41,-4.61,13.09,16.23
14:27:39:2,7.47,-3.93,13.22,15.69
14:27:39:3,7.63,-4.10,12.90,15.54
14:27:39:3,7.81,-4.28,12.55,15.39
14:27:39:3,7.30,-4.28,12.30,14.93
14:27:39:3,7.12,-4.28,12.22,14.77
14:27:39:3,7.81,-3.59,12.22,14.94
14:27:39:3,7.91,-3.39,12.27,14.98
14:27:39:4,8.49,-2.22,12.55,15.32
14:27:39:4,8.42,-2.15,12.07,14.87
14:27:39:4,8.32,-2.05,11.38,14.24
14:27:39:4,7.50,-2.17,12.63,14.85
14:27:39:4,7.04,-2.47,13.63,15.54
14:27:39:4,6.95,-2.74,14.06,15.92
14:27:39:5,7.51,-2.60,14.06,16.15
14:27:39:5,8.32,-2.39,14.06,16.51
14:27:39:5,8.78,-2.85,13.84,16.63
14:27:39:5,9.01,-3.08,13.73,16.70
14:27:39:5,8.69,-2.13,15.28,17.71
14:27:39:5,8.61,-2.11,15.29,17.67
14:27:39:6,7.98,-2.74,14.06,16.40
14:27:39:6,8.04,-3.03,13.54,16.04
14:27:39:6,8.15,-3.59,12.55,15.39
14:27:39:6,7.84,-2.87,13.67,16.01
14:27:39:6,7.64,-2.39,14.40,16.47
14:27:39:6,8.37,-2.54,13.96,16.48
14:27:39:7,8.48,-2.53,13.89,16.47
14:27:39:7,7.98,-0.68,13.73,15.89
14:27:39:7,7.79,-1.16,13.63,15.74
14:27:39:7,7.30,-2.39,13.39,15.43
14:27:39:7,7.57,-2.67,13.84,16.00
14:27:39:7,7.81,-2.91,14.23,16.49
14:27:39:8,7.67,-1.40,14.09,16.11
14:27:39:8,7.64,-1.02,14.06,16.03
14:27:39:8,7.12,-3.25,14.23,16.24
14:27:39:8,7.20,-3.32,13.80,15.91
14:27:39:8,7.47,-3.59,12.22,14.76
14:27:39:8,7.22,-3.51,12.77,15.09
14:27:39:9,6.95,-3.42,13.39,15.47
14:27:39:9,8.59,-3.55,13.27,16.20
14:27:39:9,9.18,-3.59,13.22,16.49
14:27:39:9,9.35,-2.06,13.73,16.73
14:27:39:9,9.06,-2.18,13.55,16.44
14:27:39:9,7.47,-2.91,12.55,14.89
14:27:40:0,7.54,-2.98,13.17,15.47
14:27:40:0,7.64,-3.08,14.06,16.29
14:27:40:0,7.98,-3.42,13.50,16.05
14:27:40:0,8.15,-3.59,13.22,15.94
14:27:40:0,7.99,-2.79,13.38,15.83
14:27:40:1,7.93,-2.72,13.38,15.79
14:27:40:1,7.47,-2.56,13.22,15.40
14:27:40:1,7.76,-2.74,13.05,15.43
14:27:40:1,8.32,-3.08,12.72,15.51
14:27:40:1,7.90,-2.87,12.52,15.08
14:27:40:1,7.64,-2.74,12.38,14.80
14:27:40:2,7.04,-2.74,13.26,15.26
14:27:40:2,6.94,-2.72,13.39,15.32
14:27:40:2,6.44,-2.22,13.22,14.87
14:27:40:2,6.73,-2.81,13.32,15.19
14:27:40:2,7.47,-4.28,13.56,16.06
14:27:40:2,7.09,-3.71,13.01,15.27
14:27:40:2,6.78,-3.25,12.55,14.63
14:27:40:3,7.20,-2.56,13.23,15.28
14:27:40:3,7.30,-2.39,13.39,15.43
14:27:40:3,8.32,-3.08,15.07,17.48
14:27:40:3,8.32,-2.92,14.69,17.13
14:27:40:3,8.32,-2.39,13.39,15.94
14:27:40:3,8.49,-2.06,13.06,15.71
14:27:40:4,8.66,-1.71,12.72,15.48
14:27:40:4,7.51,-2.60,14.10,16.18
14:27:40:4,7.12,-2.91,14.56,16.47
14:27:40:4,9.18,-2.91,13.56,16.63
14:27:40:4,8.84,-2.85,13.45,16.35
14:27:40:4,7.12,-2.56,12.89,14.95
14:27:40:5,6.98,-2.56,13.31,15.25
14:27:40:5,6.78,-2.56,13.89,15.67
14:27:40:5,8.07,-2.21,13.32,15.73
14:27:40:5,8.66,-2.05,13.06,15.80
14:27:40:5,8.34,-1.73,14.64,16.93
14:27:40:6,8.32,-1.68,14.67,16.95
14:27:40:6,8.32,-1.37,14.06,16.40
14:27:40:6,7.83,-1.86,13.94,16.10
14:27:40:6,6.95,-2.74,13.73,15.63
14:27:40:6,7.27,-2.20,13.00,15.06
14:27:40:7,7.47,-1.88,12.55,14.73
14:27:40:7,9.13,-2.33,13.00,16.05
14:27:40:7,9.30,-2.36,13.04,16.19
14:27:40:7,8.15,-1.54,12.55,15.04
14:27:40:7,7.95,-1.95,12.95,15.32
14:27:40:7,7.47,-2.91,13.89,16.04
14:27:40:7,7.75,-2.43,13.80,16.01
14:27:40:7,7.98,-2.05,13.73,16.01
14:27:40:8,8.54,-2.05,14.00,16.53
14:27:40:8,8.66,-2.05,14.06,16.64
14:27:40:8,7.64,-2.74,13.39,15.66
14:27:40:8,7.92,-2.78,13.43,15.84
14:27:40:8,8.83,-2.91,13.56,16.44
14:27:40:8,9.00,-2.57,13.73,16.61
14:27:40:9,9.18,-2.22,13.89,16.80
14:27:40:9,8.79,-1.83,14.02,16.65
14:27:40:9,8.66,-1.71,14.06,16.60
14:27:40:9,7.98,-1.37,13.39,15.65
14:27:40:9,7.95,-1.34,13.59,15.80
14:27:41:0,7.81,-1.19,14.56,16.57
14:27:41:0,8.33,-1.12,14.49,16.75
14:27:41:0,9.01,-1.02,14.40,17.01
14:27:41:0,8.77,-1.26,14.86,17.30
14:27:41:0,8.66,-1.37,15.07,17.43
14:27:41:0,8.66,1.25,12.83,15.53
14:27:41:1,8.63,1.45,12.79,15.50
14:27:41:1,8.32,2.06,13.39,15.90
14:27:41:1,7.94,1.93,14.39,16.54
14:27:41:1,7.30,1.71,16.07,17.73
14:27:41:1,7.83,1.61,14.70,16.73
14:27:41:1,8.15,1.54,13.89,16.18
14:27:41:1,8.30,4.44,13.44,16.41
14:27:41:2,8.35,4.76,13.37,16.47
14:27:41:2,9.01,4.11,13.06,16.38
14:27:41:2,8.74,4.27,13.11,16.32
14:27:41:2,8.15,4.62,13.22,16.20
14:27:41:2,7.86,5.69,13.70,16.79
14:27:41:2,7.64,6.50,14.06,17.27
14:27:41:3,6.36,6.36,13.37,16.11
14:27:41:3,6.10,6.33,13.22,15.88
14:27:41:3,7.30,8.22,12.38,16.56
14:27:41:3,7.46,8.05,12.22,16.42
14:27:41:3,7.98,7.53,11.71,16.05
14:27:41:4,7.28,8.74,12.05,16.58
14:27:41:4,6.61,9.93,12.38,17.19
14:27:41:4,7.92,10.71,13.93,19.27
14:27:41:4,8.32,10.95,14.40,19.91
14:27:41:4,8.66,11.29,13.39,19.54
14:27:41:4,8.32,11.33,13.30,19.35
14:27:41:5,6.78,11.47,12.89,18.53
14:27:41:5,5.79,13.21,13.56,19.80
14:27:41:5,4.56,15.40,14.40,21.57
14:27:41:5,4.68,14.80,14.51,21.25
14:27:41:5,4.73,14.54,14.56,21.12
14:27:41:5,4.07,16.53,13.59,21.78
14:27:41:6,3.90,16.66,13.74,21.94
14:27:41:6,2.85,17.11,15.07,22.98
14:27:41:6,2.91,17.31,15.13,23.17
14:27:41:6,3.02,17.63,15.23,23.49
14:27:41:6,2.80,17.18,15.88,23.56
14:27:41:6,2.67,16.94,16.24,23.62
14:27:41:6,3.60,17.56,15.03,23.39
14:27:41:7,3.77,17.61,14.97,23.42
14:27:41:7,4.90,17.45,16.07,24.23
14:27:41:7,4.73,17.07,16.12,23.96
14:27:41:7,4.39,16.26,16.24,23.39
14:27:41:7,4.78,17.84,16.63,24.85
14:27:41:8,5.07,18.99,16.91,25.93
14:27:41:8,3.35,19.85,16.07,25.76
14:27:41:8,3.02,20.02,15.90,25.75
14:27:41:8,3.70,20.70,16.24,26.57
14:27:41:8,3.88,20.44,16.07,26.29
14:27:41:8,4.39,19.68,15.57,25.47
14:27:41:9,4.56,19.68,15.57,25.50
14:27:41:9,4.73,19.68,15.57,25.53
14:27:41:9,4.46,19.94,16.35,26.17
14:27:41:9,4.39,20.02,16.57,26.36
14:27:41:9,3.70,20.02,15.57,25.63
14:27:41:9,3.50,19.62,15.50,25.25
14:27:42:0,2.67,17.97,15.23,23.71
14:27:42:0,1.98,18.04,15.46,23.84
14:27:42:0,1.14,18.14,15.74,24.04
14:27:42:0,2.11,19.60,15.74,25.23
14:27:42:0,2.50,20.19,15.74,25.72
14:27:42:0,-0.33,18.36,15.57,24.08
14:27:42:1,-0.43,18.60,15.72,24.36
14:27:42:1,-0.58,20.53,16.74,26.50
14:27:42:1,0.29,20.47,16.02,25.99
14:27:42:1,1.65,20.36,14.90,25.29
14:27:42:1,2.43,18.25,15.01,23.75
14:27:42:1,2.85,17.11,15.07,22.98
14:27:42:2,2.69,18.51,14.61,23.74
14:27:42:2,2.63,18.67,14.56,23.83
14:27:42:2,1.99,18.99,14.56,24.02
14:27:42:2,1.65,18.55,14.34,23.50
14:27:42:2,0.96,17.63,13.89,22.46
14:27:42:2,1.57,17.83,15.08,23.40
14:27:42:3,1.99,17.97,15.90,24.08
14:27:42:3,3.44,18.84,15.34,24.53
14:27:42:3,3.70,19.00,15.23,24.63
14:27:42:3,3.87,19.51,15.40,25.15
14:27:42:3,3.87,19.05,15.22,24.69
14:27:42:3,3.87,17.80,14.73,23.42
14:27:42:4,2.98,18.15,14.38,23.35
14:27:42:4,2.16,18.48,14.06,23.32
14:27:42:4,2.97,18.48,14.85,23.89
14:27:42:4,3.19,18.48,15.07,24.06
14:27:42:4,3.36,19.34,15.23,24.84
14:27:42:4,3.19,19.02,15.20,24.56
14:27:42:5,2.50,17.80,15.07,23.45
14:27:42:5,3.61,17.95,15.22,23.81
14:27:42:5,4.90,18.14,15.40,24.29
14:27:42:5,4.28,17.77,15.52,23.98
14:27:42:5,4.04,17.63,15.57,23.86
14:27:42:5,3.71,19.31,15.24,24.87
14:27:42:6,3.87,19.12,15.44,24.88
14:27:42:6,4.90,17.80,16.74,24.92
14:27:42:6,4.42,18.14,16.68,25.03
14:27:42:6,3.70,18.65,16.57,25.22
14:27:42:6,4.04,17.86,16.24,24.48
14:27:42:6,4.21,17.45,16.07,24.10
14:27:42:7,4.37,17.93,15.61,24.17
14:27:42:7,4.37,18.06,15.61,24.27
14:27:42:7,4.21,19.17,16.07,25.36
14:27:42:7,4.39,18.99,15.79,25.08
14:27:42:7,4.73,18.65,15.23,24.54
14:27:42:7,4.22,18.75,16.13,25.09
14:27:42:8,3.87,18.82,16.74,25.49
14:27:42:8,4.31,18.97,15.16,24.66
14:27:42:8,4.37,18.98,14.91,24.53
14:27:42:8,3.53,17.80,15.74,24.02
14:27:42:8,3.58,18.22,15.51,24.19
14:27:42:8,3.70,19.34,14.90,24.69
14:27:42:9,3.79,18.88,14.99,24.40
14:27:42:9,3.87,18.48,15.07,24.16
14:27:42:9,3.47,18.61,14.93,24.11
14:27:42:9,3.36,18.65,14.90,24.11
14:27:42:9,3.70,18.65,15.23,24.36
14:27:43:0,3.70,18.44,15.16,24.16
14:27:43:0,3.70,17.63,14.90,23.37
14:27:43:0,4.02,17.46,14.74,23.20
14:27:43:0,4.39,17.28,14.56,23.02
14:27:43:0,5.13,17.28,15.79,23.96
14:27:43:0,5.41,17.28,16.24,24.32
14:27:43:0,4.90,18.47,15.41,24.55
14:27:43:1,4.67,18.35,15.38,24.40
14:27:43:1,3.36,17.63,15.23,23.54
14:27:43:1,3.71,17.28,15.17,23.29
14:27:43:1,4.21,16.77,15.07,22.93
14:27:43:1,4.56,17.57,14.73,23.38
14:27:43:1,4.73,17.97,14.56,23.61
14:27:43:2,4.41,17.65,14.56,23.30
14:27:43:2,4.36,17.71,14.67,23.41
14:27:43:2,4.04,18.65,15.90,24.84
14:27:43:2,4.46,18.35,15.62,24.51
14:27:43:2,5.24,17.80,15.07,23.90
14:27:43:3,4.73,17.90,15.17,23.93
14:27:43:3,4.39,17.97,15.23,23.96
14:27:43:3,4.68,17.08,15.52,23.55
14:27:43:3,4.72,16.96,15.57,23.50
14:27:43:3,4.21,17.80,15.40,23.91
14:27:43:3,4.50,17.60,15.12,23.64
14:27:43:4,5.24,17.11,14.40,22.97
14:27:43:4,4.59,17.39,15.58,23.79
