time,x,y,z,MF
11:11:26:0,12.77,24.64,-29.17,40.27
11:11:26:0,10.87,25.27,-29.48,40.33
11:11:26:0,10.68,25.37,-29.48,40.34
11:11:26:0,10.20,26.18,-29.01,40.38
11:11:26:0,10.31,25.84,-29.01,40.19
11:11:26:1,10.55,25.15,-29.01,39.82
11:11:26:1,11.78,25.98,-29.61,41.11
11:11:26:1,12.60,26.52,-30.01,41.99
11:11:26:1,10.96,25.48,-29.28,40.33
11:11:26:1,10.73,25.32,-29.18,40.10
11:11:26:2,13.28,24.81,-30.35,41.39
11:11:26:2,12.62,24.91,-29.88,40.89
11:11:26:2,10.89,25.15,-28.67,39.66
11:11:26:2,12.48,25.25,-28.58,40.12
11:11:26:2,13.80,25.32,-28.50,40.55
11:11:26:2,12.54,25.18,-30.29,41.34
11:11:26:2,12.26,25.15,-30.68,41.52
11:11:26:3,11.57,25.15,-29.68,40.59
11:11:26:3,11.53,25.19,-29.56,40.52
11:11:26:3,11.40,25.32,-29.17,40.28
11:11:26:3,11.57,25.66,-29.51,40.78
11:11:26:3,11.74,26.01,-29.84,41.29
11:11:26:3,12.14,25.09,-29.20,40.37
11:11:26:4,12.26,24.81,-29.01,40.09
11:11:26:4,12.77,24.64,-30.52,41.25
11:11:26:4,12.74,24.85,-30.31,41.21
11:11:26:4,12.60,25.84,-29.34,41.08
11:11:26:4,11.99,24.92,-29.79,40.65
11:11:26:4,11.23,23.78,-30.35,40.16
11:11:26:5,11.84,24.39,-30.23,40.61
11:11:26:5,12.08,24.64,-30.18,40.79
11:11:26:5,12.25,25.14,-29.68,40.79
11:11:26:5,12.34,25.32,-29.68,40.91
11:11:26:5,12.94,26.52,-29.68,41.85
11:11:26:6,12.60,25.78,-29.48,41.14
11:11:26:6,12.08,24.64,-29.17,40.05
11:11:26:6,12.99,25.78,-28.73,40.73
11:11:26:6,13.45,26.35,-28.50,41.08
11:11:26:6,11.85,24.11,-29.76,40.09
11:11:26:6,11.77,24.12,-29.80,40.10
11:11:26:7,12.08,26.35,-29.17,41.13
11:11:26:7,11.97,26.35,-29.17,41.09
11:11:26:7,11.74,26.35,-29.17,41.03
11:11:26:7,12.68,26.25,-29.07,41.17
11:11:26:7,13.28,26.18,-29.01,41.27
11:11:26:7,11.32,25.42,-29.15,40.31
11:11:26:8,11.06,25.34,-29.17,40.19
11:11:26:8,11.40,26.69,-28.84,40.92
11:11:26:8,11.35,26.64,-29.18,41.11
11:11:26:8,11.23,26.52,-30.01,41.60
11:11:26:8,11.61,26.33,-30.20,41.71
11:11:26:8,11.91,26.18,-30.35,41.81
11:11:26:8,11.34,24.47,-29.51,39.98
11:11:26:9,11.23,24.13,-29.34,39.61
11:11:26:9,12.26,25.84,-29.01,40.73
11:11:26:9,12.05,25.80,-28.89,40.56
11:11:26:9,11.40,25.67,-28.50,40.02
11:11:26:9,11.23,25.67,-28.85,40.21
11:11:26:9,11.06,25.67,-29.17,40.40
11:11:27:0,11.59,25.93,-28.91,40.53
11:11:27:0,11.74,26.01,-28.84,40.57
11:11:27:0,12.08,25.67,-31.52,42.41
11:11:27:0,11.92,25.76,-31.24,42.21
11:11:27:0,11.23,26.18,-30.01,41.38
11:11:27:1,11.15,26.41,-29.93,41.45
11:11:27:1,11.06,26.69,-29.84,41.54
11:11:27:1,10.68,25.57,-29.23,40.28
11:11:27:1,10.55,25.15,-29.01,39.82
11:11:27:1,12.77,26.69,-30.52,42.51
11:11:27:1,12.61,26.44,-30.45,42.25
11:11:27:2,11.57,24.81,-30.01,40.62
11:11:27:2,11.57,25.36,-29.88,40.86
11:11:27:2,11.57,26.18,-29.68,41.23
11:11:27:2,11.92,26.99,-28.88,41.29
11:11:27:2,12.08,27.38,-28.50,41.33
11:11:27:2,12.45,27.26,-27.91,40.95
11:11:27:3,12.22,25.33,-28.77,40.23
11:11:27:3,12.08,24.64,-29.17,40.05
11:11:27:3,12.43,24.98,-29.51,40.61
11:11:27:3,12.45,25.11,-29.48,40.68
11:11:27:3,12.60,25.84,-29.34,41.08
11:11:27:3,12.38,26.05,-29.13,41.00
11:11:27:4,12.08,26.35,-28.84,40.89
11:11:27:4,12.32,25.65,-29.75,41.17
11:11:27:4,12.43,25.32,-30.18,41.31
11:11:27:4,12.91,26.46,-28.75,41.15
11:11:27:4,12.90,26.38,-28.78,41.11
11:11:27:4,12.60,25.15,-29.68,40.89
11:11:27:5,12.78,25.21,-29.49,40.85
11:11:27:5,13.11,25.32,-29.17,40.80
11:11:27:5,11.64,25.03,-28.31,39.54
11:11:27:5,11.40,24.98,-28.17,39.34
11:11:27:5,12.01,25.29,-28.47,39.93
11:11:27:5,12.13,25.33,-28.55,40.05
11:11:27:6,12.94,25.50,-29.34,40.97
11:11:27:6,12.51,25.50,-29.24,40.76
11:11:27:6,11.57,25.50,-29.01,40.32
11:11:27:6,11.47,25.59,-28.91,40.28
11:11:27:6,11.40,25.67,-28.84,40.26
11:11:27:6,11.83,25.81,-30.39,41.59
11:11:27:6,11.91,25.84,-30.68,41.84
11:11:27:7,12.08,24.64,-29.84,40.54
11:11:27:7,12.22,24.86,-29.98,40.82
11:11:27:7,12.60,25.50,-30.35,41.59
11:11:27:7,12.51,25.77,-29.55,41.15
11:11:27:7,12.43,26.01,-28.84,40.77
11:11:27:8,12.83,25.87,-28.97,40.91
11:11:27:8,12.94,25.84,-29.01,40.94
11:11:27:8,12.60,23.78,-29.68,40.06
11:11:27:8,12.82,23.93,-29.61,40.17
11:11:27:8,13.62,24.47,-29.34,40.56
11:11:27:8,13.05,24.71,-30.06,41.05
11:11:27:9,12.43,24.98,-30.85,41.60
11:11:27:9,12.17,26.00,-30.60,41.96
11:11:27:9,12.08,26.35,-30.52,42.09
11:11:27:9,12.77,25.32,-28.84,40.45
11:11:27:9,12.60,25.43,-29.06,40.62
11:11:27:9,11.74,26.01,-30.18,41.54
11:11:28:0,11.89,25.57,-29.46,40.78
11:11:28:0,12.08,24.98,-28.50,39.78
11:11:28:0,11.73,25.34,-28.85,40.15
11:11:28:0,11.57,25.50,-29.01,40.32
11:11:28:0,12.06,25.66,-29.49,40.91
11:11:28:0,12.10,25.69,-29.45,40.91
11:11:28:1,12.26,25.84,-29.01,40.73
11:11:28:1,12.06,26.03,-28.69,40.57
11:11:28:1,11.74,26.35,-28.17,40.32
11:11:28:1,12.84,26.35,-27.95,40.50
11:11:28:1,13.45,26.35,-27.83,40.62
11:11:28:1,11.75,25.89,-28.59,40.32
11:11:28:2,11.67,25.70,-28.68,40.24
11:11:28:2,13.11,23.61,-28.84,39.51
11:11:28:2,12.83,23.89,-28.78,39.55
11:11:28:2,12.26,24.47,-28.67,39.64
11:11:28:2,12.05,24.87,-28.67,39.82
11:11:28:2,11.91,25.15,-28.67,39.96
11:11:28:3,12.64,25.59,-29.67,41.17
11:11:28:3,12.76,25.68,-29.82,41.37
11:11:28:3,12.08,26.69,-27.83,40.41
11:11:28:3,12.04,26.55,-28.34,40.66
11:11:28:3,11.91,26.18,-29.68,41.33
11:11:28:3,12.01,26.27,-29.40,41.22
11:11:28:4,12.08,26.35,-29.17,41.13
11:11:28:4,12.91,24.97,-29.71,40.90
11:11:28:4,13.11,24.64,-29.84,40.86
11:11:28:4,12.43,23.95,-28.17,39.01
11:11:28:4,12.54,24.30,-28.66,39.61
11:11:28:4,12.94,25.50,-30.35,41.70
11:11:28:5,12.44,25.33,-29.53,40.84
11:11:28:5,11.91,25.15,-28.67,39.96
11:11:28:5,12.69,25.67,-29.43,41.06
11:11:28:5,12.94,25.84,-29.68,41.42
11:11:28:5,13.11,26.01,-28.50,40.75
11:11:28:6,12.87,26.07,-28.50,40.72
11:11:28:6,11.74,26.35,-28.50,40.56
11:11:28:6,12.19,26.05,-29.09,40.91
11:11:28:6,12.77,25.67,-29.84,41.38
11:11:28:6,12.17,26.75,-29.49,41.63
11:11:28:6,11.91,27.21,-29.34,41.75
11:11:28:6,13.08,25.71,-30.15,41.73
11:11:28:7,13.02,25.71,-30.05,41.64
11:11:28:7,12.43,26.01,-29.17,41.01
11:11:28:7,12.76,26.34,-29.24,41.37
11:11:28:7,13.28,26.86,-29.34,41.94
11:11:28:7,11.72,25.74,-28.25,39.97
11:11:28:8,10.89,25.15,-27.67,38.94
11:11:28:8,13.25,25.31,-29.05,40.74
11:11:28:8,13.29,25.39,-29.26,40.95
11:11:28:8,11.23,26.18,-30.35,41.62
11:11:28:8,11.63,26.35,-29.38,41.15
11:11:28:8,12.43,26.69,-27.50,40.29
11:11:28:8,12.32,26.38,-27.80,40.26
11:11:28:9,12.26,26.18,-28.00,40.24
11:11:28:9,13.15,26.77,-29.46,41.92
11:11:28:9,13.27,26.85,-29.65,42.14
11:11:28:9,12.94,26.18,-28.67,40.93
11:11:28:9,12.25,26.08,-28.67,40.65
11:11:29:0,10.55,25.84,-28.67,40.01
11:11:29:0,11.11,25.27,-28.49,39.67
11:11:29:0,11.57,24.81,-28.34,39.40
11:11:29:0,10.73,25.65,-29.43,40.49
11:11:29:0,10.55,25.84,-29.68,40.74
11:11:29:0,11.06,24.64,-29.51,40.00
11:11:29:1,11.55,24.97,-29.27,40.17
11:11:29:1,13.11,26.01,-28.50,40.75
11:11:29:1,12.51,25.92,-28.76,40.69
11:11:29:1,11.91,25.84,-29.01,40.63
11:11:29:1,12.05,25.97,-29.14,40.85
11:11:29:1,12.08,26.01,-29.17,40.91
11:11:29:2,11.91,25.84,-29.34,40.87
11:11:29:2,12.08,25.93,-29.44,41.05
11:11:29:2,12.77,26.35,-29.84,41.81
11:11:29:2,12.46,26.04,-29.08,40.98
11:11:29:2,12.08,25.67,-28.17,39.98
11:11:29:2,11.35,26.65,-29.13,41.08
11:11:29:2,11.06,27.04,-29.51,41.52
11:11:29:3,12.57,25.19,-28.69,40.19
11:11:29:3,12.50,25.29,-28.63,40.19
11:11:29:3,11.91,26.18,-28.34,40.38
11:11:29:3,11.64,26.18,-28.20,40.20
11:11:29:3,11.23,26.18,-28.00,39.94
11:11:29:3,12.82,25.72,-28.22,40.28
11:11:29:4,13.62,25.50,-28.34,40.48
11:11:29:4,11.39,25.18,-29.58,40.48
11:11:29:4,11.24,25.20,-29.78,40.60
11:11:29:4,11.40,25.67,-30.85,41.72
11:11:29:4,11.52,25.42,-30.14,41.08
11:11:29:5,11.74,24.98,-28.84,39.92
11:11:29:5,12.58,25.61,-29.25,40.87
11:11:29:5,13.11,26.01,-29.51,41.46
11:11:29:5,11.45,25.86,-29.95,41.19
11:11:29:5,11.25,25.81,-29.95,41.11
11:11:29:5,11.91,25.15,-28.34,39.72
11:11:29:6,12.12,25.36,-28.44,39.98
11:11:29:6,12.60,25.84,-28.67,40.60
11:11:29:6,11.05,25.64,-29.43,40.57
11:11:29:6,9.86,25.50,-30.01,40.60
11:11:29:6,12.13,25.50,-29.73,41.00
11:11:29:6,12.60,25.50,-29.68,41.10
11:11:29:7,11.06,25.67,-29.51,40.64
11:11:29:7,11.49,25.58,-29.00,40.34
11:11:29:7,12.77,25.32,-27.50,39.50
11:11:29:7,12.42,24.97,-28.02,39.53
11:11:29:7,12.08,24.64,-28.50,39.57
11:11:29:7,11.95,25.57,-28.90,40.39
11:11:29:7,11.91,25.84,-29.01,40.63
11:11:29:8,13.28,25.50,-30.35,41.80
11:11:29:8,13.18,25.39,-30.31,41.68
11:11:29:8,12.77,24.98,-30.18,41.21
11:11:29:8,12.53,25.06,-29.17,40.44
11:11:29:8,12.26,25.15,-28.00,39.58
11:11:29:9,12.50,25.40,-28.73,40.34
11:11:29:9,12.60,25.50,-29.01,40.62
11:11:29:9,12.60,25.83,-29.01,40.84
11:11:29:9,12.37,25.81,-28.93,40.70
11:11:29:9,11.06,25.67,-28.50,39.92
11:11:29:9,11.27,25.17,-29.13,40.11
11:11:30:0,11.57,24.47,-30.01,40.42
11:11:30:0,12.62,25.51,-28.08,39.98
11:11:30:0,13.11,26.01,-27.16,39.83
11:11:30:0,11.02,25.52,-29.53,40.56
11:11:30:0,11.00,25.55,-29.63,40.64
11:11:30:0,12.08,26.01,-29.17,40.91
11:11:30:1,12.33,26.01,-29.30,41.07
11:11:30:1,12.77,26.01,-29.51,41.36
11:11:30:1,11.59,25.90,-29.41,40.86
11:11:30:1,10.89,25.84,-29.34,40.58
11:11:30:1,11.95,25.69,-29.19,40.68
11:11:30:1,12.05,25.70,-29.21,40.73
11:11:30:2,11.23,26.52,-30.01,41.60
11:11:30:2,11.28,26.26,-29.96,41.40
11:11:30:2,11.40,25.67,-29.84,40.98
11:11:30:2,11.60,26.06,-29.65,41.14
11:11:30:2,11.74,26.35,-29.51,41.27
11:11:30:2,12.60,25.49,-28.67,40.38
11:11:30:3,12.77,25.32,-28.50,40.21
11:11:30:3,13.28,24.81,-29.68,40.90
11:11:30:3,12.79,25.48,-29.37,40.93
11:11:30:3,11.40,27.38,-28.50,41.13
11:11:30:3,11.31,26.21,-28.59,40.40
11:11:30:3,11.23,25.15,-28.67,39.76
11:11:30:4,12.97,26.36,-28.54,40.96
11:11:30:4,13.45,26.69,-28.50,41.30
11:11:30:4,13.11,24.98,-29.17,40.59
11:11:30:4,12.86,25.23,-28.93,40.48
11:11:30:4,11.91,26.18,-28.00,40.14
11:11:30:4,12.40,26.99,-28.32,41.04
11:11:30:5,12.94,27.89,-28.67,42.04
11:11:30:5,12.18,26.63,-26.94,39.79
11:11:30:5,11.91,26.18,-26.33,38.99
11:11:30:5,13.80,26.35,-29.51,41.90
11:11:30:5,13.47,26.19,-29.46,41.65
11:11:30:6,11.74,25.32,-29.17,40.38
11:11:30:6,11.74,25.32,-29.17,40.38
11:11:30:6,11.91,25.84,-29.01,40.63
11:11:30:6,11.66,26.34,-28.63,40.62
11:11:30:6,11.23,27.21,-28.00,40.62
11:11:30:6,11.89,26.11,-29.29,41.00
11:11:30:6,12.26,25.50,-30.01,41.24
11:11:30:7,11.32,26.43,-28.18,40.26
11:11:30:7,11.25,26.50,-28.01,40.16
11:11:30:7,11.74,26.01,-28.17,40.10
11:11:30:7,11.91,25.73,-28.54,40.23
11:11:30:7,12.26,25.15,-29.34,40.54
11:11:30:7,11.95,25.66,-28.45,40.13
11:11:30:8,11.74,26.01,-27.83,39.86
11:11:30:8,12.04,25.71,-27.83,39.76
11:11:30:8,12.08,25.67,-27.83,39.74
11:11:30:8,12.60,24.47,-30.35,40.97
11:11:30:8,12.28,25.25,-30.12,41.18
11:11:30:9,11.40,27.38,-29.51,41.84
11:11:30:9,12.04,26.36,-28.88,40.92
11:11:30:9,12.60,25.50,-28.34,40.15
11:11:30:9,11.35,25.91,-28.20,39.94
11:11:30:9,11.06,26.01,-28.17,39.90
11:11:30:9,11.23,25.15,-30.01,40.74
11:11:31:0,11.38,25.30,-29.87,40.76
11:11:31:0,11.91,25.84,-29.34,40.87
11:11:31:0,11.25,26.17,-28.53,40.31
11:11:31:0,10.55,26.52,-27.67,39.75
11:11:31:0,11.84,25.49,-28.43,39.97
11:11:31:0,12.26,25.15,-28.67,40.06
11:11:31:1,12.60,24.13,-29.01,39.78
11:11:31:1,12.37,24.29,-29.12,39.89
11:11:31:1,11.23,25.15,-29.68,40.49
11:11:31:1,11.52,25.75,-29.53,40.84
11:11:31:1,11.91,26.52,-29.34,41.31
11:11:31:1,11.91,26.52,-29.34,41.31
11:11:31:1,11.91,26.52,-29.34,41.31
11:11:31:2,12.92,25.52,-30.98,42.16
11:11:31:2,12.90,25.50,-30.76,41.98
11:11:31:2,12.60,25.50,-28.67,40.38
11:11:31:2,12.53,25.69,-28.74,40.53
11:11:31:2,12.43,26.01,-28.84,40.77
11:11:31:2,12.43,25.11,-29.71,40.84
11:11:31:3,12.43,24.64,-30.18,40.90
11:11:31:3,11.80,25.59,-28.94,40.39
11:11:31:3,11.79,25.74,-28.85,40.42
11:11:31:3,12.60,26.86,-29.01,41.49
11:11:31:3,12.82,26.41,-29.45,41.58
11:11:31:4,13.28,25.50,-30.35,41.80
11:11:31:4,12.46,25.08,-29.74,40.86
11:11:31:4,11.91,24.81,-29.34,40.23
11:11:31:4,10.87,26.75,-28.90,40.85
11:11:31:4,10.73,27.03,-28.84,40.96
11:11:31:4,12.60,26.52,-29.68,41.75
11:11:31:5,12.83,26.00,-29.63,41.46
11:11:31:5,13.45,24.64,-29.51,40.73
11:11:31:5,12.33,25.58,-29.14,40.69
11:11:31:5,11.40,26.35,-28.84,40.69
11:11:31:6,12.15,25.60,-29.57,40.96
11:11:31:6,12.43,25.32,-29.84,41.07
11:11:31:6,11.97,26.38,-27.92,40.24
11:11:31:6,11.91,26.52,-27.67,40.13
11:11:31:6,11.74,26.35,-28.84,40.79
11:11:31:6,11.60,26.16,-28.81,40.61
11:11:31:6,10.89,25.15,-28.67,39.66
11:11:31:6,11.77,25.30,-29.25,40.43
11:11:31:7,12.94,25.50,-30.01,41.45
11:11:31:7,12.46,25.25,-29.78,40.98
11:11:31:7,12.26,25.15,-29.68,40.79
11:11:31:7,11.76,24.32,-27.56,38.59
11:11:31:7,11.74,24.48,-27.57,38.70
11:11:31:7,11.74,26.01,-28.17,40.10
11:11:31:8,11.68,26.20,-28.61,40.52
11:11:31:8,11.57,26.52,-29.34,41.21
11:11:31:8,11.24,26.63,-29.67,41.42
11:11:31:8,11.06,26.69,-29.84,41.54
11:11:31:8,11.37,26.69,-28.92,40.96
11:11:31:8,11.44,26.63,-28.84,40.89
11:11:31:9,12.08,25.67,-28.84,40.45
11:11:31:9,12.19,25.89,-29.06,40.78
11:11:31:9,12.43,26.35,-29.51,41.47
11:11:31:9,11.61,25.94,-29.31,40.83
11:11:31:9,11.06,25.67,-29.17,40.40
11:11:31:9,12.10,24.92,-28.74,39.92
11:11:32:0,12.25,24.81,-28.67,39.84
11:11:32:0,10.03,24.30,-28.17,38.53
11:11:32:0,9.98,24.63,-28.58,39.03
11:11:32:0,9.86,25.50,-29.68,40.35
11:11:32:0,10.23,24.94,-29.31,39.82
11:11:32:0,10.55,24.47,-29.01,39.39
11:11:32:1,9.99,25.58,-29.82,40.54
11:11:32:1,9.86,25.84,-30.01,40.81
11:11:32:1,10.89,24.81,-29.34,39.94
11:11:32:1,10.81,24.58,-29.64,39.99
11:11:32:1,10.55,23.78,-30.68,40.23
11:11:32:1,10.38,24.46,-29.86,39.97
11:11:32:2,10.20,25.15,-29.01,39.73
11:11:32:2,10.59,25.02,-28.88,39.65
11:11:32:2,10.72,24.98,-28.84,39.63
11:11:32:2,10.03,25.32,-30.18,40.65
11:11:32:2,10.15,25.44,-29.95,40.59
11:11:32:2,10.72,26.01,-28.84,40.29
11:11:32:3,11.02,25.71,-28.99,40.28
11:11:32:3,11.40,25.32,-29.17,40.28
11:11:32:3,10.79,25.20,-29.53,40.29
11:11:32:3,10.55,25.15,-29.68,40.31
11:11:32:3,8.70,25.66,-29.84,40.30
11:11:32:3,8.90,25.78,-29.69,40.32
11:11:32:4,10.72,26.69,-28.50,40.49
11:11:32:4,10.25,26.76,-28.57,40.46
11:11:32:4,9.52,26.86,-28.67,40.43
11:11:32:4,8.84,26.19,-28.89,39.98
11:11:32:4,8.49,25.84,-29.01,39.76
11:11:32:4,10.55,25.99,-28.23,39.80
11:11:32:5,10.69,25.96,-28.23,39.82
11:11:32:5,10.37,25.32,-29.17,40.00
11:11:32:5,10.37,25.21,-29.17,39.93
11:11:32:5,10.37,24.98,-29.17,39.79
11:11:32:5,10.06,26.12,-29.28,40.50
11:11:32:5,9.86,26.86,-29.34,40.99
11:11:32:6,10.31,25.81,-29.19,40.31
11:11:32:6,10.36,25.65,-29.17,40.20
11:11:32:6,9.01,24.64,-28.84,38.99
11:11:32:6,8.96,24.78,-28.98,39.17
11:11:32:6,8.83,25.15,-29.34,39.64
11:11:32:6,9.68,24.68,-29.06,39.34
11:11:32:7,10.37,24.30,-28.84,39.11
11:11:32:7,9.39,25.29,-28.15,38.98
11:11:32:7,9.18,25.50,-28.00,38.97
11:11:32:7,9.86,25.15,-28.34,39.15
11:11:32:7,10.02,25.15,-28.26,39.14
11:11:32:7,10.55,25.15,-28.00,39.09
11:11:32:8,10.12,25.58,-28.25,39.43
11:11:32:8,9.69,26.01,-28.50,39.79
11:11:32:8,9.95,25.74,-28.50,39.68
11:11:32:8,10.03,25.67,-28.50,39.65
11:11:32:8,10.03,25.32,-29.84,40.41
11:11:32:9,9.88,25.35,-29.87,40.41
11:11:32:9,9.18,25.50,-30.01,40.44
11:11:32:9,9.33,25.65,-29.41,40.12
11:11:32:9,9.52,25.84,-28.67,39.75
11:11:32:9,10.38,25.71,-28.55,39.80
11:11:32:9,10.72,25.67,-28.50,39.83
11:11:32:9,11.56,25.83,-28.67,40.29
11:11:33:0,11.57,25.62,-28.63,40.13
11:11:33:0,11.57,24.13,-28.34,38.97
11:11:33:0,10.96,24.33,-28.80,39.26
11:11:33:0,10.03,24.64,-29.51,39.73
11:11:33:0,10.71,23.50,-28.84,38.71
11:11:33:0,11.06,22.93,-28.50,38.22
11:11:33:1,12.82,25.98,-28.66,40.75
11:11:33:1,12.85,26.07,-28.76,40.89
11:11:33:1,11.74,24.64,-29.84,40.44
11:11:33:1,11.68,25.17,-29.09,40.21
11:11:33:1,11.57,26.18,-27.67,39.81
11:11:33:1,10.94,25.34,-28.69,39.81
11:11:33:2,10.55,24.81,-29.34,39.85
11:11:33:2,12.36,25.11,-28.45,39.91
11:11:33:2,12.57,25.18,-28.31,39.92
11:11:33:2,11.06,26.69,-27.16,39.66
11:11:33:2,11.56,26.89,-27.26,40.00
11:11:33:2,12.77,27.38,-27.50,40.85
11:11:33:3,12.96,27.19,-26.37,40.03
11:11:33:3,13.11,27.04,-25.49,39.40
11:11:33:3,13.68,27.32,-25.21,39.61
11:11:33:3,13.80,27.38,-25.15,39.65
11:11:33:3,16.19,25.67,-26.83,40.51
11:11:33:4,15.95,25.58,-26.59,40.20
11:11:33:4,15.16,25.32,-25.82,39.22
11:11:33:4,15.43,26.28,-25.57,39.78
11:11:33:4,15.68,27.21,-25.32,40.34
11:11:33:4,15.68,27.21,-25.84,40.67
11:11:33:4,15.68,27.21,-25.99,40.76
11:11:33:5,15.85,27.72,-25.82,41.07
11:11:33:5,15.59,27.78,-25.51,40.82
11:11:33:5,14.48,28.06,-24.15,39.75
11:11:33:5,14.25,27.98,-24.99,40.13
11:11:33:5,13.97,27.89,-25.99,40.60
11:11:33:5,13.10,29.26,-24.17,40.14
11:11:33:5,12.77,29.77,-23.48,40.01
11:11:33:6,12.60,29.60,-25.32,40.94
11:11:33:6,12.69,29.51,-25.09,40.76
11:11:33:6,13.28,28.92,-23.65,39.64
11:11:33:6,13.49,29.26,-23.58,39.93
11:11:33:6,13.80,29.77,-23.48,40.35
11:11:33:6,13.56,29.77,-22.35,39.62
11:11:33:7,13.45,29.77,-21.80,39.28
11:11:33:7,14.10,31.06,-23.38,41.36
11:11:33:7,14.22,31.03,-23.40,41.38
11:11:33:7,15.16,29.77,-22.47,40.27
11:11:33:7,15.04,29.89,-22.12,40.11
11:11:33:8,14.82,30.11,-21.47,39.84
11:11:33:8,15.35,30.22,-21.36,40.07
11:11:33:8,15.68,30.29,-21.30,40.21
11:11:33:8,15.53,29.22,-20.25,38.79
11:11:33:8,15.50,29.15,-20.16,38.69
11:11:33:8,15.34,31.31,-21.30,40.86
11:11:33:9,15.28,31.57,-21.05,40.90
11:11:33:9,15.16,32.17,-20.46,41.03
11:11:33:9,13.60,32.17,-20.84,40.67
11:11:33:9,12.43,32.17,-21.13,40.44
11:11:33:9,12.86,32.60,-22.68,41.74
11:11:33:9,12.94,32.68,-22.98,41.99
11:11:34:0,13.11,32.17,-20.80,40.49
11:11:34:0,12.77,32.76,-21.54,41.24
11:11:34:0,11.74,34.56,-23.81,43.58
11:11:34:0,11.21,33.15,-23.64,42.23
11:11:34:0,10.72,31.83,-23.48,40.97
11:11:34:0,9.64,33.17,-24.27,42.22
11:11:34:0,9.35,33.54,-24.48,42.56
11:11:34:1,9.86,32.34,-24.98,42.04
11:11:34:1,9.93,32.41,-25.57,42.45
11:11:34:1,10.20,32.68,-28.00,44.23
11:11:34:1,10.36,32.36,-27.06,43.44
11:11:34:1,10.55,32.00,-25.99,42.55
